GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,B18001,B2Y001
"G0801130","1950","Colorado","080","San Miguel","1130","San Miguel","62","1130",2693,"Decrease 20% to 39%"
"G0801150","1950","Colorado","080","Sedgwick","1150","Sedgwick","62","1150",5095,"Decrease 0% to 19%"
"G0801170","1950","Colorado","080","Summit","1170","Summit","62","1170",1135,"Decrease 20% to 39%"
"G0801190","1950","Colorado","080","Teller","1190","Teller","62","1190",2754,"Decrease 40% or more"
"G0801210","1950","Colorado","080","Washington","1210","Washington","62","1210",7520,"Decrease 0% to 19%"
"G0801230","1950","Colorado","080","Weld","1230","Weld","62","1230",67504,"Increase 0% to 19%"
"G0801250","1950","Colorado","080","Yuma","1250","Yuma","62","1250",10827,"Decrease 0% to 19%"
"G0900010","1950","Connecticut","090","Fairfield","0010","Fairfield","1","10",504342,"Increase 20% to 39%"
"G0900030","1950","Connecticut","090","Hartford","0030","Hartford","1","30",539661,"Increase 0% to 19%"
"G0900050","1950","Connecticut","090","Litchfield","0050","Litchfield","1","50",98872,"Increase 0% to 19%"
"G0900070","1950","Connecticut","090","Middlesex","0070","Middlesex","1","70",67332,"Increase 20% to 39%"
"G0900090","1950","Connecticut","090","New Haven","0090","New Haven","1","90",545784,"Increase 0% to 19%"
"G0900110","1950","Connecticut","090","New London","0110","New London","1","110",144821,"Increase 0% to 19%"
"G0900130","1950","Connecticut","090","Tolland","0130","Tolland","1","130",44709,"Increase 40% to 59%"
"G0900150","1950","Connecticut","090","Windham","0150","Windham","1","150",61759,"Increase 0% to 19%"
"G1000010","1950","Delaware","100","Kent","0010","Kent","11","10",37870,"Increase 0% to 19%"
"G1000030","1950","Delaware","100","New Castle","0030","New Castle","11","30",218879,"Increase 20% to 39%"
"G1000050","1950","Delaware","100","Sussex","0050","Sussex","11","50",61336,"Increase 0% to 19%"
"G1100010","1950","District Of Columbia","110","District Of Columbia","0010","District Of Columbia","98","10",802178,
"G1200010","1950","Florida","120","Alachua","0010","Alachua","43","10",57026,"Increase 40% to 59%"
"G1200030","1950","Florida","120","Baker","0030","Baker","43","30",6313,"Decrease 0% to 19%"
"G1200050","1950","Florida","120","Bay","0050","Bay","43","50",42689,"Increase 100% or more"
"G1200070","1950","Florida","120","Bradford","0070","Bradford","43","70",11457,"Increase 20% to 39%"
"G1200090","1950","Florida","120","Brevard","0090","Brevard","43","90",23653,"Increase 40% to 59%"
"G1200110","1950","Florida","120","Broward","0110","Broward","43","110",83933,"Increase 100% or more"
"G1200130","1950","Florida","120","Calhoun","0130","Calhoun","43","130",7922,"Decrease 0% to 19%"
"G1200150","1950","Florida","120","Charlotte","0150","Charlotte","43","150",4286,"Increase 0% to 19%"
"G1200170","1950","Florida","120","Citrus","0170","Citrus","43","170",6111,"Increase 0% to 19%"
"G1200190","1950","Florida","120","Clay","0190","Clay","43","190",14323,"Increase 100% or more"
"G1200210","1950","Florida","120","Collier","0210","Collier","43","210",6488,"Increase 20% to 39%"
"G1200230","1950","Florida","120","Columbia","0230","Columbia","43","230",18216,"Increase 0% to 19%"
"G1200250","1950","Florida","120","Dade","0250","Dade","43","250",495084,"Increase 80% to 99%"
"G1200270","1950","Florida","120","DeSoto","0270","De Soto","43","270",9242,"Increase 0% to 19%"
"G1200290","1950","Florida","120","Dixie","0290","Dixie","43","290",3928,"Decrease 40% or more"
"G1200310","1950","Florida","120","Duval","0310","Duval","43","310",304029,"Increase 40% to 59%"
"G1200330","1950","Florida","120","Escambia","0330","Escambia","43","330",112706,"Increase 40% to 59%"
"G1200350","1950","Florida","120","Flagler","0350","Flagler","43","350",3367,"Increase 0% to 19%"
"G1200370","1950","Florida","120","Franklin","0370","Franklin","43","370",5814,"Decrease 0% to 19%"
"G1200390","1950","Florida","120","Gadsden","0390","Gadsden","43","390",36457,"Increase 0% to 19%"
"G1200410","1950","Florida","120","Gilchrist","0410","Gilchrist","43","410",3499,"Decrease 0% to 19%"
"G1200430","1950","Florida","120","Glades","0430","Glades","43","430",2199,"Decrease 0% to 19%"
"G1200450","1950","Florida","120","Gulf","0450","Gulf","43","450",7460,"Increase 0% to 19%"
"G1200470","1950","Florida","120","Hamilton","0470","Hamilton","43","470",8981,"Decrease 0% to 19%"
"G1200490","1950","Florida","120","Hardee","0490","Hardee","43","490",10073,"Decrease 0% to 19%"
"G1200510","1950","Florida","120","Hendry","0510","Hendry","43","510",6051,"Increase 0% to 19%"
"G1200530","1950","Florida","120","Hernando","0530","Hernando","43","530",6693,"Increase 0% to 19%"
"G1200550","1950","Florida","120","Highlands","0550","Highlands","43","550",13636,"Increase 40% to 59%"
"G1200570","1950","Florida","120","Hillsborough","0570","Hillsborough","43","570",249894,"Increase 20% to 39%"
"G1200590","1950","Florida","120","Holmes","0590","Holmes","43","590",13988,"Decrease 0% to 19%"
"G1200610","1950","Florida","120","Indian River","0610","Indian River","43","610",11872,"Increase 20% to 39%"
"G1200630","1950","Florida","120","Jackson","0630","Jackson","43","630",34645,"Increase 0% to 19%"
"G1200650","1950","Florida","120","Jefferson","0650","Jefferson","43","650",10413,"Decrease 0% to 19%"
"G1200670","1950","Florida","120","Lafayette","0670","Lafayette","43","670",3440,"Decrease 20% to 39%"
"G1200690","1950","Florida","120","Lake","0690","Lake","43","690",36340,"Increase 20% to 39%"
"G1200710","1950","Florida","120","Lee","0710","Lee","43","710",23404,"Increase 20% to 39%"
"G1200730","1950","Florida","120","Leon","0730","Leon","43","730",51590,"Increase 60% to 79%"
"G1200750","1950","Florida","120","Levy","0750","Levy","43","750",10637,"Decrease 0% to 19%"
"G1200770","1950","Florida","120","Liberty","0770","Liberty","43","770",3182,"Decrease 0% to 19%"
"G1200790","1950","Florida","120","Madison","0790","Madison","43","790",14197,"Decrease 0% to 19%"
"G1200810","1950","Florida","120","Manatee","0810","Manatee","43","810",34704,"Increase 20% to 39%"
"G1200830","1950","Florida","120","Marion","0830","Marion","43","830",38187,"Increase 20% to 39%"
"G1200850","1950","Florida","120","Martin","0850","Martin","43","850",7807,"Increase 20% to 39%"
"G1200870","1950","Florida","120","Monroe","0870","Monroe","43","870",29957,"Increase 100% or more"
"G1200890","1950","Florida","120","Nassau","0890","Nassau","43","890",12811,"Increase 0% to 19%"
"G1200910","1950","Florida","120","Okaloosa","0910","Okaloosa","43","910",27533,"Increase 100% or more"
"G1200930","1950","Florida","120","Okeechobee","0930","Okeechobee","43","930",3454,"Increase 0% to 19%"
"G1200950","1950","Florida","120","Orange","0950","Orange","43","950",114950,"Increase 60% to 79%"
"G1200970","1950","Florida","120","Osceola","0970","Osceola","43","970",11406,"Increase 0% to 19%"
"G1200990","1950","Florida","120","Palm Beach","0990","Palm Beach","43","990",114688,"Increase 40% to 59%"
"G1201010","1950","Florida","120","Pasco","1010","Pasco","43","1010",20529,"Increase 40% to 59%"
"G1201030","1950","Florida","120","Pinellas","1030","Pinellas","43","1030",159249,"Increase 60% to 79%"
"G1201050","1950","Florida","120","Polk","1050","Polk","43","1050",123997,"Increase 40% to 59%"
"G1201070","1950","Florida","120","Putnam","1070","Putnam","43","1070",23615,"Increase 20% to 39%"
"G1201090","1950","Florida","120","St Johns","1090","St Johns","43","1090",24998,"Increase 20% to 39%"
"G1201110","1950","Florida","120","St Lucie","1110","St Lucie","43","1110",20180,"Increase 60% to 79%"
"G1201130","1950","Florida","120","Santa Rosa","1130","Santa Rosa","43","1130",18554,"Increase 0% to 19%"
"G1201150","1950","Florida","120","Sarasota","1150","Sarasota","43","1150",28827,"Increase 60% to 79%"
"G1201170","1950","Florida","120","Seminole","1170","Seminole","43","1170",26883,"Increase 20% to 39%"
"G1201190","1950","Florida","120","Sumter","1190","Sumter","43","1190",11330,"Increase 0% to 19%"
"G1201210","1950","Florida","120","Suwannee","1210","Suwannee","43","1210",16986,"Decrease 0% to 19%"
"G1201230","1950","Florida","120","Taylor","1230","Taylor","43","1230",10416,"Decrease 0% to 19%"
"G1201250","1950","Florida","120","Union","1250","Union","43","1250",8906,"Increase 20% to 39%"
"G1201270","1950","Florida","120","Volusia","1270","Volusia","43","1270",74229,"Increase 20% to 39%"
"G1201290","1950","Florida","120","Wakulla","1290","Wakulla","43","1290",5258,"Decrease 0% to 19%"
"G1201310","1950","Florida","120","Walton","1310","Walton","43","1310",14725,"Increase 0% to 19%"
"G1201330","1950","Florida","120","Washington","1330","Washington","43","1330",11888,"Decrease 0% to 19%"
"G1300010","1950","Georgia","130","Appling","0010","Appling","44","10",14003,"Decrease 0% to 19%"
"G1300030","1950","Georgia","130","Atkinson","0030","Atkinson","44","30",7362,"Increase 0% to 19%"
"G1300050","1950","Georgia","130","Bacon","0050","Bacon","44","50",8940,"Increase 0% to 19%"
"G1300070","1950","Georgia","130","Baker","0070","Baker","44","70",5952,"Decrease 0% to 19%"
"G1300090","1950","Georgia","130","Baldwin","0090","Baldwin","44","90",29706,"Increase 20% to 39%"
"G1300110","1950","Georgia","130","Banks","0110","Banks","44","110",6935,"Decrease 20% to 39%"
"G1300130","1950","Georgia","130","Barrow","0130","Barrow","44","130",13115,"Increase 0% to 19%"
"G1300150","1950","Georgia","130","Bartow","0150","Bartow","44","150",27370,"Increase 0% to 19%"
"G1300170","1950","Georgia","130","Ben Hill","0170","Ben Hill","44","170",14879,"Increase 0% to 19%"
"G1300190","1950","Georgia","130","Berrien","0190","Berrien","44","190",13966,"Decrease 0% to 19%"
"G1300210","1950","Georgia","130","Bibb","0210","Bibb","44","210",114079,"Increase 20% to 39%"
"G1300230","1950","Georgia","130","Bleckley","0230","Bleckley","44","230",9218,"Decrease 0% to 19%"
"G1300250","1950","Georgia","130","Brantley","0250","Brantley","44","250",6387,"Decrease 0% to 19%"
"G1300270","1950","Georgia","130","Brooks","0270","Brooks","44","270",18169,"Decrease 0% to 19%"
"G1300290","1950","Georgia","130","Bryan","0290","Bryan","44","290",5965,"Decrease 0% to 19%"
"G1300310","1950","Georgia","130","Bulloch","0310","Bulloch","44","310",24740,"Decrease 0% to 19%"
"G1300330","1950","Georgia","130","Burke","0330","Burke","44","330",23458,"Decrease 0% to 19%"
"G1300350","1950","Georgia","130","Butts","0350","Butts","44","350",9079,"Decrease 0% to 19%"
"G1300370","1950","Georgia","130","Calhoun","0370","Calhoun","44","370",8578,"Decrease 0% to 19%"
"G1300390","1950","Georgia","130","Camden","0390","Camden","44","390",7322,"Increase 20% to 39%"
"G1300430","1950","Georgia","130","Candler","0430","Candler","44","430",8063,"Decrease 0% to 19%"
"G1300450","1950","Georgia","130","Carroll","0450","Carroll","44","450",34112,"Decrease 0% to 19%"
"G1300470","1950","Georgia","130","Catoosa","0470","Catoosa","44","470",15146,"Increase 20% to 39%"
"G1300490","1950","Georgia","130","Charlton","0490","Charlton","44","490",4821,"Decrease 0% to 19%"
"G1300510","1950","Georgia","130","Chatham","0510","Chatham","44","510",151481,"Increase 20% to 39%"
"G1300530","1950","Georgia","130","Chattahoochee","0530","Chattahoochee","44","530",12149,"Decrease 0% to 19%"
"G1300550","1950","Georgia","130","Chattooga","0550","Chattooga","44","550",21197,"Increase 0% to 19%"
"G1300570","1950","Georgia","130","Cherokee","0570","Cherokee","44","570",20750,"Increase 0% to 19%"
"G1300590","1950","Georgia","130","Clarke","0590","Clarke","44","590",36550,"Increase 20% to 39%"
"G1300610","1950","Georgia","130","Clay","0610","Clay","44","610",5844,"Decrease 0% to 19%"
"G1300630","1950","Georgia","130","Clayton","0630","Clayton","44","630",22872,"Increase 80% to 99%"
"G1300650","1950","Georgia","130","Clinch","0650","Clinch","44","650",6007,"Decrease 0% to 19%"
"G1300670","1950","Georgia","130","Cobb","0670","Cobb","44","670",61830,"Increase 60% to 79%"
"G1300690","1950","Georgia","130","Coffee","0690","Coffee","44","690",23961,"Increase 0% to 19%"
"G1300710","1950","Georgia","130","Colquitt","0710","Colquitt","44","710",33999,"Increase 0% to 19%"
"G1300730","1950","Georgia","130","Columbia","0730","Columbia","44","730",9525,"Increase 0% to 19%"
"G1300750","1950","Georgia","130","Cook","0750","Cook","44","750",12201,"Increase 0% to 19%"
"G1300770","1950","Georgia","130","Coweta","0770","Coweta","44","770",27786,"Increase 0% to 19%"
"G1300790","1950","Georgia","130","Crawford","0790","Crawford","44","790",6080,"Decrease 0% to 19%"
"G1300810","1950","Georgia","130","Crisp","0810","Crisp","44","810",17663,"Increase 0% to 19%"
"G1300830","1950","Georgia","130","Dade","0830","Dade","44","830",7364,"Increase 20% to 39%"
"G1300850","1950","Georgia","130","Dawson","0850","Dawson","44","850",3712,"Decrease 0% to 19%"
"G1300870","1950","Georgia","130","Decatur","0870","Decatur","44","870",23620,"Increase 0% to 19%"
"G1300890","1950","Georgia","130","DeKalb","0890","De Kalb","44","890",136395,"Increase 40% to 59%"
"G1300910","1950","Georgia","130","Dodge","0910","Dodge","44","910",17865,"Decrease 0% to 19%"
"G1300930","1950","Georgia","130","Dooly","0930","Dooly","44","930",14159,"Decrease 0% to 19%"
"G1300950","1950","Georgia","130","Dougherty","0950","Dougherty","44","950",43617,"Increase 40% to 59%"
"G1300970","1950","Georgia","130","Douglas","0970","Douglas","44","970",12173,"Increase 20% to 39%"
"G1300990","1950","Georgia","130","Early","0990","Early","44","990",17413,"Decrease 0% to 19%"
"G1301010","1950","Georgia","130","Echols","1010","Echols","44","1010",2494,"Decrease 0% to 19%"
"G1301030","1950","Georgia","130","Effingham","1030","Effingham","44","1030",9133,"Decrease 0% to 19%"
"G1301050","1950","Georgia","130","Elbert","1050","Elbert","44","1050",18585,"Decrease 0% to 19%"
"G1301070","1950","Georgia","130","Emanuel","1070","Emanuel","44","1070",19789,"Decrease 0% to 19%"
"G1301090","1950","Georgia","130","Evans","1090","Evans","44","1090",6653,"Decrease 0% to 19%"
"G1301110","1950","Georgia","130","Fannin","1110","Fannin","44","1110",15192,"Increase 0% to 19%"
"G1301130","1950","Georgia","130","Fayette","1130","Fayette","44","1130",7978,"Decrease 0% to 19%"
"G1301150","1950","Georgia","130","Floyd","1150","Floyd","44","1150",62899,"Increase 0% to 19%"
"G1301170","1950","Georgia","130","Forsyth","1170","Forsyth","44","1170",11005,"Decrease 0% to 19%"
"G1301190","1950","Georgia","130","Franklin","1190","Franklin","44","1190",14446,"Decrease 0% to 19%"
"G1301210","1950","Georgia","130","Fulton","1210","Fulton","44","1210",473572,"Increase 20% to 39%"
"G1301230","1950","Georgia","130","Gilmer","1230","Gilmer","44","1230",9963,"Increase 0% to 19%"
"G1301250","1950","Georgia","130","Glascock","1250","Glascock","44","1250",3579,"Decrease 20% to 39%"
"G1301270","1950","Georgia","130","Glynn","1270","Glynn","44","1270",29046,"Increase 20% to 39%"
"G1301290","1950","Georgia","130","Gordon","1290","Gordon","44","1290",18922,"Increase 0% to 19%"
"G1301310","1950","Georgia","130","Grady","1310","Grady","44","1310",18928,"Decrease 0% to 19%"
"G1301330","1950","Georgia","130","Greene","1330","Greene","44","1330",12843,"Decrease 0% to 19%"
"G1301350","1950","Georgia","130","Gwinnett","1350","Gwinnett","44","1350",32320,"Increase 0% to 19%"
"G1301370","1950","Georgia","130","Habersham","1370","Habersham","44","1370",16553,"Increase 0% to 19%"
"G1301390","1950","Georgia","130","Hall","1390","Hall","44","1390",40113,"Increase 0% to 19%"
"G1301410","1950","Georgia","130","Hancock","1410","Hancock","44","1410",11052,"Decrease 0% to 19%"
"G1301430","1950","Georgia","130","Haralson","1430","Haralson","44","1430",14663,"Increase 0% to 19%"
"G1301450","1950","Georgia","130","Harris","1450","Harris","44","1450",11265,"Decrease 0% to 19%"
"G1301470","1950","Georgia","130","Hart","1470","Hart","44","1470",14495,"Decrease 0% to 19%"
"G1301490","1950","Georgia","130","Heard","1490","Heard","44","1490",6975,"Decrease 0% to 19%"
"G1301510","1950","Georgia","130","Henry","1510","Henry","44","1510",15857,"Increase 0% to 19%"
"G1301530","1950","Georgia","130","Houston","1530","Houston","44","1530",20964,"Increase 80% to 99%"
"G1301550","1950","Georgia","130","Irwin","1550","Irwin","44","1550",11973,"Decrease 0% to 19%"
"G1301570","1950","Georgia","130","Jackson","1570","Jackson","44","1570",18997,"Decrease 0% to 19%"
"G1301590","1950","Georgia","130","Jasper","1590","Jasper","44","1590",7473,"Decrease 0% to 19%"
"G1301610","1950","Georgia","130","Jeff Davis","1610","Jeff Davis","44","1610",9299,"Increase 0% to 19%"
"G1301630","1950","Georgia","130","Jefferson","1630","Jefferson","44","1630",18855,"Decrease 0% to 19%"
"G1301650","1950","Georgia","130","Jenkins","1650","Jenkins","44","1650",10264,"Decrease 0% to 19%"
"G1301670","1950","Georgia","130","Johnson","1670","Johnson","44","1670",9893,"Decrease 20% to 39%"
"G1301690","1950","Georgia","130","Jones","1690","Jones","44","1690",7538,"Decrease 0% to 19%"
"G1301710","1950","Georgia","130","Lamar","1710","Lamar","44","1710",10242,"Increase 0% to 19%"
"G1301730","1950","Georgia","130","Lanier","1730","Lanier","44","1730",5151,"Decrease 0% to 19%"
"G1301750","1950","Georgia","130","Laurens","1750","Laurens","44","1750",33123,"Decrease 0% to 19%"
"G1301770","1950","Georgia","130","Lee","1770","Lee","44","1770",6674,"Decrease 0% to 19%"
"G1301790","1950","Georgia","130","Liberty","1790","Liberty","44","1790",8444,"Decrease 0% to 19%"
