GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,BDP001,BEQ001
"G4801670","1930","Texas","480","Galveston","1670","Galveston","49","1670",64401,64401
"G4801690","1930","Texas","480","Garza","1690","Garza","49","1690",5586,5586
"G4801710","1930","Texas","480","Gillespie","1710","Gillespie","49","1710",11020,11020
"G4801730","1930","Texas","480","Glasscock","1730","Glasscock","49","1730",1263,1263
"G4801750","1930","Texas","480","Goliad","1750","Goliad","49","1750",10093,10093
"G4801770","1930","Texas","480","Gonzales","1770","Gonzales","49","1770",28337,28337
"G4801790","1930","Texas","480","Gray","1790","Gray","49","1790",22090,22090
"G4801810","1930","Texas","480","Grayson","1810","Grayson","49","1810",65843,65843
"G4801830","1930","Texas","480","Gregg","1830","Gregg","49","1830",15778,15778
"G4801850","1930","Texas","480","Grimes","1850","Grimes","49","1850",22642,22642
"G4801870","1930","Texas","480","Guadalupe","1870","Guadalupe","49","1870",28925,28925
"G4801890","1930","Texas","480","Hale","1890","Hale","49","1890",20189,20189
"G4801910","1930","Texas","480","Hall","1910","Hall","49","1910",16966,16966
"G4801930","1930","Texas","480","Hamilton","1930","Hamilton","49","1930",13523,13523
"G4801950","1930","Texas","480","Hansford","1950","Hansford","49","1950",3548,3548
"G4801970","1930","Texas","480","Hardeman","1970","Hardeman","49","1970",14532,14532
"G4801990","1930","Texas","480","Hardin","1990","Hardin","49","1990",13936,13936
"G4802010","1930","Texas","480","Harris","2010","Harris","49","2010",359328,359328
"G4802030","1930","Texas","480","Harrison","2030","Harrison","49","2030",48937,48937
"G4802050","1930","Texas","480","Hartley","2050","Hartley","49","2050",2185,2185
"G4802070","1930","Texas","480","Haskell","2070","Haskell","49","2070",16669,16669
"G4802090","1930","Texas","480","Hays","2090","Hays","49","2090",14915,14915
"G4802110","1930","Texas","480","Hemphill","2110","Hemphill","49","2110",4637,4637
"G4802130","1930","Texas","480","Henderson","2130","Henderson","49","2130",30583,30583
"G4802150","1930","Texas","480","Hidalgo","2150","Hidalgo","49","2150",77004,77004
"G4802170","1930","Texas","480","Hill","2170","Hill","49","2170",43036,43036
"G4802190","1930","Texas","480","Hockley","2190","Hockley","49","2190",9298,9298
"G4802210","1930","Texas","480","Hood","2210","Hood","49","2210",6779,6779
"G4802230","1930","Texas","480","Hopkins","2230","Hopkins","49","2230",29410,29410
"G4802250","1930","Texas","480","Houston","2250","Houston","49","2250",30017,30017
"G4802270","1930","Texas","480","Howard","2270","Howard","49","2270",22888,22888
"G4802290","1930","Texas","480","Hudspeth","2290","Hudspeth","49","2290",3728,3728
"G4802310","1930","Texas","480","Hunt","2310","Hunt","49","2310",49016,49016
"G4802330","1930","Texas","480","Hutchinson","2330","Hutchinson","49","2330",14848,14848
"G4802350","1930","Texas","480","Irion","2350","Irion","49","2350",2049,2049
"G4802370","1930","Texas","480","Jack","2370","Jack","49","2370",9046,9046
"G4802390","1930","Texas","480","Jackson","2390","Jackson","49","2390",10980,10980
"G4802410","1930","Texas","480","Jasper","2410","Jasper","49","2410",17064,17064
"G4802430","1930","Texas","480","Jeff Davis","2430","Jeff Davis","49","2430",1800,1800
"G4802450","1930","Texas","480","Jefferson","2450","Jefferson","49","2450",133391,133391
"G4802470","1930","Texas","480","Jim Hogg","2470","Jim Hogg","49","2470",4919,4919
"G4802490","1930","Texas","480","Jim Wells","2490","Jim Wells","49","2490",13456,13456
"G4802510","1930","Texas","480","Johnson","2510","Johnson","49","2510",33317,33317
"G4802530","1930","Texas","480","Jones","2530","Jones","49","2530",24233,24233
"G4802550","1930","Texas","480","Karnes","2550","Karnes","49","2550",23316,23316
"G4802570","1930","Texas","480","Kaufman","2570","Kaufman","49","2570",40905,40905
"G4802590","1930","Texas","480","Kendall","2590","Kendall","49","2590",4970,4970
"G4802610","1930","Texas","480","Kenedy","2610","Kenedy","49","2610",701,701
"G4802630","1930","Texas","480","Kent","2630","Kent","49","2630",3851,3851
"G4802650","1930","Texas","480","Kerr","2650","Kerr","49","2650",10151,10151
"G4802670","1930","Texas","480","Kimble","2670","Kimble","49","2670",4119,4119
"G4802690","1930","Texas","480","King","2690","King","49","2690",1193,1193
"G4802710","1930","Texas","480","Kinney","2710","Kinney","49","2710",3980,3980
"G4802730","1930","Texas","480","Kleberg","2730","Kleberg","49","2730",12451,12451
"G4802750","1930","Texas","480","Knox","2750","Knox","49","2750",11368,11368
"G4802770","1930","Texas","480","Lamar","2770","Lamar","49","2770",48529,48529
"G4802790","1930","Texas","480","Lamb","2790","Lamb","49","2790",17452,17452
"G4802810","1930","Texas","480","Lampasas","2810","Lampasas","49","2810",8677,8677
"G4802830","1930","Texas","480","La Salle","2830","La Salle","49","2830",8228,8228
"G4802850","1930","Texas","480","Lavaca","2850","Lavaca","49","2850",27550,27550
"G4802870","1930","Texas","480","Lee","2870","Lee","49","2870",13390,13390
"G4802890","1930","Texas","480","Leon","2890","Leon","49","2890",19898,19898
"G4802910","1930","Texas","480","Liberty","2910","Liberty","49","2910",19868,19868
"G4802930","1930","Texas","480","Limestone","2930","Limestone","49","2930",39497,39497
"G4802950","1930","Texas","480","Lipscomb","2950","Lipscomb","49","2950",4512,4512
"G4802970","1930","Texas","480","Live Oak","2970","Live Oak","49","2970",8956,8956
"G4802990","1930","Texas","480","Llano","2990","Llano","49","2990",5538,5538
"G4803010","1930","Texas","480","Loving","3010","Loving","49","3010",195,195
"G4803030","1930","Texas","480","Lubbock","3030","Lubbock","49","3030",39104,39104
"G4803050","1930","Texas","480","Lynn","3050","Lynn","49","3050",12372,12372
"G4803070","1930","Texas","480","McCulloch","3070","Mcculloch","49","3070",13883,13883
"G4803090","1930","Texas","480","McLennan","3090","Mclennan","49","3090",98682,98682
"G4803110","1930","Texas","480","McMullen","3110","Mcmullen","49","3110",1351,1351
"G4803130","1930","Texas","480","Madison","3130","Madison","49","3130",12227,12227
"G4803150","1930","Texas","480","Marion","3150","Marion","49","3150",10371,10371
"G4803170","1930","Texas","480","Martin","3170","Martin","49","3170",5785,5785
"G4803190","1930","Texas","480","Mason","3190","Mason","49","3190",5511,5511
"G4803210","1930","Texas","480","Matagorda","3210","Matagorda","49","3210",17678,17678
"G4803230","1930","Texas","480","Maverick","3230","Maverick","49","3230",6120,6120
"G4803250","1930","Texas","480","Medina","3250","Medina","49","3250",13989,13989
"G4803270","1930","Texas","480","Menard","3270","Menard","49","3270",4447,4447
"G4803290","1930","Texas","480","Midland","3290","Midland","49","3290",8005,8005
"G4803310","1930","Texas","480","Milam","3310","Milam","49","3310",37915,37915
"G4803330","1930","Texas","480","Mills","3330","Mills","49","3330",8293,8293
"G4803350","1930","Texas","480","Mitchell","3350","Mitchell","49","3350",14183,14183
"G4803370","1930","Texas","480","Montague","3370","Montague","49","3370",19159,19159
"G4803390","1930","Texas","480","Montgomery","3390","Montgomery","49","3390",14588,14588
"G4803410","1930","Texas","480","Moore","3410","Moore","49","3410",1555,1555
"G4803430","1930","Texas","480","Morris","3430","Morris","49","3430",10028,10028
"G4803450","1930","Texas","480","Motley","3450","Motley","49","3450",6812,6812
"G4803470","1930","Texas","480","Nacogdoches","3470","Nacogdoches","49","3470",30290,30290
"G4803490","1930","Texas","480","Navarro","3490","Navarro","49","3490",60507,60507
"G4803510","1930","Texas","480","Newton","3510","Newton","49","3510",12524,12524
"G4803530","1930","Texas","480","Nolan","3530","Nolan","49","3530",19323,19323
"G4803550","1930","Texas","480","Nueces","3550","Nueces","49","3550",51779,51779
"G4803570","1930","Texas","480","Ochiltree","3570","Ochiltree","49","3570",5224,5224
"G4803590","1930","Texas","480","Oldham","3590","Oldham","49","3590",1404,1404
"G4803610","1930","Texas","480","Orange","3610","Orange","49","3610",15149,15149
"G4803630","1930","Texas","480","Palo Pinto","3630","Palo Pinto","49","3630",17576,17576
"G4803650","1930","Texas","480","Panola","3650","Panola","49","3650",24063,24063
"G4803670","1930","Texas","480","Parker","3670","Parker","49","3670",18759,18759
"G4803690","1930","Texas","480","Parmer","3690","Parmer","49","3690",5869,5869
"G4803710","1930","Texas","480","Pecos","3710","Pecos","49","3710",7812,7812
"G4803730","1930","Texas","480","Polk","3730","Polk","49","3730",17555,17555
"G4803750","1930","Texas","480","Potter","3750","Potter","49","3750",46080,46080
"G4803770","1930","Texas","480","Presidio","3770","Presidio","49","3770",10154,10154
"G4803790","1930","Texas","480","Rains","3790","Rains","49","3790",7114,7114
"G4803810","1930","Texas","480","Randall","3810","Randall","49","3810",7071,7071
"G4803830","1930","Texas","480","Reagan","3830","Reagan","49","3830",3028,3028
"G4803850","1930","Texas","480","Real","3850","Real","49","3850",2197,2197
"G4803870","1930","Texas","480","Red River","3870","Red River","49","3870",30923,30923
"G4803890","1930","Texas","480","Reeves","3890","Reeves","49","3890",6407,6407
"G4803910","1930","Texas","480","Refugio","3910","Refugio","49","3910",7691,7691
"G4803930","1930","Texas","480","Roberts","3930","Roberts","49","3930",1457,1457
"G4803950","1930","Texas","480","Robertson","3950","Robertson","49","3950",27240,27240
"G4803970","1930","Texas","480","Rockwall","3970","Rockwall","49","3970",7658,7658
"G4803990","1930","Texas","480","Runnels","3990","Runnels","49","3990",21821,21821
"G4804010","1930","Texas","480","Rusk","4010","Rusk","49","4010",32484,32484
"G4804030","1930","Texas","480","Sabine","4030","Sabine","49","4030",11998,11998
"G4804050","1930","Texas","480","San Augustine","4050","San Augustine","49","4050",12471,12471
"G4804070","1930","Texas","480","San Jacinto","4070","San Jacinto","49","4070",9711,9711
"G4804090","1930","Texas","480","San Patricio","4090","San Patricio","49","4090",23836,23836
"G4804110","1930","Texas","480","San Saba","4110","San Saba","49","4110",10273,10273
"G4804130","1930","Texas","480","Schleicher","4130","Schleicher","49","4130",3166,3166
"G4804150","1930","Texas","480","Scurry","4150","Scurry","49","4150",12188,12188
"G4804170","1930","Texas","480","Shackelford","4170","Shackelford","49","4170",6695,6695
"G4804190","1930","Texas","480","Shelby","4190","Shelby","49","4190",28627,28627
"G4804210","1930","Texas","480","Sherman","4210","Sherman","49","4210",2314,2314
"G4804230","1930","Texas","480","Smith","4230","Smith","49","4230",53123,53123
"G4804250","1930","Texas","480","Somervell","4250","Somervell","49","4250",3016,3016
"G4804270","1930","Texas","480","Starr","4270","Starr","49","4270",11409,11409
"G4804290","1930","Texas","480","Stephens","4290","Stephens","49","4290",16560,16560
"G4804310","1930","Texas","480","Sterling","4310","Sterling","49","4310",1431,1431
"G4804330","1930","Texas","480","Stonewall","4330","Stonewall","49","4330",5667,5667
"G4804350","1930","Texas","480","Sutton","4350","Sutton","49","4350",2807,2807
"G4804370","1930","Texas","480","Swisher","4370","Swisher","49","4370",7343,7343
"G4804390","1930","Texas","480","Tarrant","4390","Tarrant","49","4390",197553,197553
"G4804410","1930","Texas","480","Taylor","4410","Taylor","49","4410",41023,41023
"G4804430","1930","Texas","480","Terrell","4430","Terrell","49","4430",2660,2660
"G4804450","1930","Texas","480","Terry","4450","Terry","49","4450",8883,8883
"G4804470","1930","Texas","480","Throckmorton","4470","Throckmorton","49","4470",5253,5253
"G4804490","1930","Texas","480","Titus","4490","Titus","49","4490",16003,16003
"G4804510","1930","Texas","480","Tom Green","4510","Tom Green","49","4510",36033,36033
"G4804530","1930","Texas","480","Travis","4530","Travis","49","4530",77777,77777
"G4804550","1930","Texas","480","Trinity","4550","Trinity","49","4550",13637,13637
"G4804570","1930","Texas","480","Tyler","4570","Tyler","49","4570",11448,11448
"G4804590","1930","Texas","480","Upshur","4590","Upshur","49","4590",22297,22297
"G4804610","1930","Texas","480","Upton","4610","Upton","49","4610",5968,5968
"G4804630","1930","Texas","480","Uvalde","4630","Uvalde","49","4630",12945,12945
"G4804650","1930","Texas","480","Val Verde","4650","Val Verde","49","4650",14924,14924
"G4804670","1930","Texas","480","Van Zandt","4670","Van Zandt","49","4670",32315,32315
"G4804690","1930","Texas","480","Victoria","4690","Victoria","49","4690",20048,20048
"G4804710","1930","Texas","480","Walker","4710","Walker","49","4710",18528,18528
"G4804730","1930","Texas","480","Waller","4730","Waller","49","4730",10014,10014
"G4804750","1930","Texas","480","Ward","4750","Ward","49","4750",4599,4599
"G4804770","1930","Texas","480","Washington","4770","Washington","49","4770",25394,25394
"G4804790","1930","Texas","480","Webb","4790","Webb","49","4790",42128,42128
"G4804810","1930","Texas","480","Wharton","4810","Wharton","49","4810",29681,29681
"G4804830","1930","Texas","480","Wheeler","4830","Wheeler","49","4830",15555,15555
"G4804850","1930","Texas","480","Wichita","4850","Wichita","49","4850",74416,74416
"G4804870","1930","Texas","480","Wilbarger","4870","Wilbarger","49","4870",24579,24579
"G4804890","1930","Texas","480","Willacy","4890","Willacy","49","4890",10499,10499
"G4804910","1930","Texas","480","Williamson","4910","Williamson","49","4910",44146,44146
"G4804930","1930","Texas","480","Wilson","4930","Wilson","49","4930",17606,17606
"G4804950","1930","Texas","480","Winkler","4950","Winkler","49","4950",6784,6784
"G4804970","1930","Texas","480","Wise","4970","Wise","49","4970",19178,19178
"G4804990","1930","Texas","480","Wood","4990","Wood","49","4990",24183,24183
"G4805010","1930","Texas","480","Yoakum","5010","Yoakum","49","5010",1263,1263
"G4805030","1930","Texas","480","Young","5030","Young","49","5030",20128,20128
"G4805050","1930","Texas","480","Zapata","5050","Zapata","49","5050",2867,2867
"G4805070","1930","Texas","480","Zavala","5070","Zavala","49","5070",10349,10349
"G4900010","1930","Utah","490","Beaver","0010","Beaver","67","10",5136,5136
"G4900030","1930","Utah","490","Box Elder","0030","Box Elder","67","30",17810,17810
"G4900050","1930","Utah","490","Cache","0050","Cache","67","50",27424,27424
"G4900070","1930","Utah","490","Carbon","0070","Carbon","67","70",17798,17798
"G4900090","1930","Utah","490","Daggett","0090","Daggett","67","90",411,411
"G4900110","1930","Utah","490","Davis","0110","Davis","67","110",14021,14021
"G4900130","1930","Utah","490","Duchesne","0130","Duchesne","67","130",8263,8263
"G4900150","1930","Utah","490","Emery","0150","Emery","67","150",7042,7042
"G4900170","1930","Utah","490","Garfield","0170","Garfield","67","170",4642,4642
"G4900190","1930","Utah","490","Grand","0190","Grand","67","190",1813,1813
"G4900210","1930","Utah","490","Iron","0210","Iron","67","210",7227,7227
"G4900230","1930","Utah","490","Juab","0230","Juab","67","230",8605,8605
"G4900250","1930","Utah","490","Kane","0250","Kane","67","250",2235,2235
"G4900270","1930","Utah","490","Millard","0270","Millard","67","270",9945,9945
"G4900290","1930","Utah","490","Morgan","0290","Morgan","67","290",2536,2536
"G4900310","1930","Utah","490","Piute","0310","Piute","67","310",1956,1956
"G4900330","1930","Utah","490","Rich","0330","Rich","67","330",1873,1873
"G4900350","1930","Utah","490","Salt Lake","0350","Salt Lake","67","350",194102,194102
"G4900370","1930","Utah","490","San Juan","0370","San Juan","67","370",3496,3496
"G4900390","1930","Utah","490","Sanpete","0390","Sanpete","67","390",16022,16022
"G4900410","1930","Utah","490","Sevier","0410","Sevier","67","410",11199,11199
"G4900430","1930","Utah","490","Summit","0430","Summit","67","430",9527,9527
"G4900450","1930","Utah","490","Tooele","0450","Tooele","67","450",9413,9413
"G4900470","1930","Utah","490","Uintah","0470","Uintah","67","470",9035,9035
"G4900490","1930","Utah","490","Utah","0490","Utah","67","490",49021,49021
"G4900510","1930","Utah","490","Wasatch","0510","Wasatch","67","510",5636,5636
"G4900530","1930","Utah","490","Washington","0530","Washington","67","530",7420,7420
"G4900550","1930","Utah","490","Wayne","0550","Wayne","67","550",2067,2067
"G4900570","1930","Utah","490","Weber","0570","Weber","67","570",52172,52172
"G5000010","1930","Vermont","500","Addison","0010","Addison","6","10",17952,17952
"G5000030","1930","Vermont","500","Bennington","0030","Bennington","6","30",21655,21655
"G5000050","1930","Vermont","500","Caledonia","0050","Caledonia","6","50",27253,27253
"G5000070","1930","Vermont","500","Chittenden","0070","Chittenden","6","70",47471,47471
"G5000090","1930","Vermont","500","Essex","0090","Essex","6","90",7067,7067
"G5000110","1930","Vermont","500","Franklin","0110","Franklin","6","110",29975,29975
"G5000130","1930","Vermont","500","Grand Isle","0130","Grand Isle","6","130",3944,3944
"G5000150","1930","Vermont","500","Lamoille","0150","Lamoille","6","150",10947,10947
"G5000170","1930","Vermont","500","Orange","0170","Orange","6","170",16694,16694
"G5000190","1930","Vermont","500","Orleans","0190","Orleans","6","190",23036,23036
"G5000210","1930","Vermont","500","Rutland","0210","Rutland","6","210",48453,48453
"G5000230","1930","Vermont","500","Washington","0230","Washington","6","230",41733,41733
"G5000250","1930","Vermont","500","Windham","0250","Windham","6","250",26015,26015
"G5000270","1930","Vermont","500","Windsor","0270","Windsor","6","270",37416,37416
"G5100010","1930","Virginia","510","Accomack","0010","Accomack","40","10",35854,35854
"G5100030","1930","Virginia","510","Albemarle","0030","Albemarle","40","30",26981,26981
"G5100050","1930","Virginia","510","Alleghany","0050","Alleghany","40","50",20188,20188
"G5100070","1930","Virginia","510","Amelia","0070","Amelia","40","70",8979,8979
"G5100090","1930","Virginia","510","Amherst","0090","Amherst","40","90",19020,19020
"G5100110","1930","Virginia","510","Appomattox","0110","Appomattox","40","110",8402,8402
"G5100130","1930","Virginia","510","Arlington","0130","Arlington","40","130",26615,26615
"G5100150","1930","Virginia","510","Augusta","0150","Augusta","40","150",38163,38163
"G5100170","1930","Virginia","510","Bath","0170","Bath","40","170",8137,8137
"G5100190","1930","Virginia","510","Bedford","0190","Bedford","40","190",29091,29091
"G5100210","1930","Virginia","510","Bland","0210","Bland","40","210",6031,6031
"G5100230","1930","Virginia","510","Botetourt","0230","Botetourt","40","230",15457,15457
"G5100250","1930","Virginia","510","Brunswick","0250","Brunswick","40","250",20486,20486
"G5100270","1930","Virginia","510","Buchanan","0270","Buchanan","40","270",16740,16740
"G5100290","1930","Virginia","510","Buckingham","0290","Buckingham","40","290",13315,13315
"G5100310","1930","Virginia","510","Campbell","0310","Campbell","40","310",22885,22885
"G5100330","1930","Virginia","510","Caroline","0330","Caroline","40","330",15263,15263
"G5100350","1930","Virginia","510","Carroll","0350","Carroll","40","350",22141,22141
"G5100360","1930","Virginia","510","Charles City","0360","Charles City","40","360",4881,4881
"G5100370","1930","Virginia","510","Charlotte","0370","Charlotte","40","370",16061,16061
"G5100410","1930","Virginia","510","Chesterfield","0410","Chesterfield","40","410",26049,26049
"G5100430","1930","Virginia","510","Clarke","0430","Clarke","40","430",7167,7167
"G5100450","1930","Virginia","510","Craig","0450","Craig","40","450",3562,3562
"G5100470","1930","Virginia","510","Culpeper","0470","Culpeper","40","470",13306,13306
"G5100490","1930","Virginia","510","Cumberland","0490","Cumberland","40","490",7535,7535
"G5100510","1930","Virginia","510","Dickenson","0510","Dickenson","40","510",16163,16163
"G5100530","1930","Virginia","510","Dinwiddie","0530","Dinwiddie","40","530",18492,18492
"G5100550","1930","Virginia","510","Elizabeth City","0550","Elizabeth City","40","550",19835,19835
"G5100570","1930","Virginia","510","Essex","0570","Essex","40","570",6976,6976
"G5100590","1930","Virginia","510","Fairfax","0590","Fairfax","40","590",25264,25264
"G5100610","1930","Virginia","510","Fauquier","0610","Fauquier","40","610",21071,21071
"G5100630","1930","Virginia","510","Floyd","0630","Floyd","40","630",11698,11698
"G5100650","1930","Virginia","510","Fluvanna","0650","Fluvanna","40","650",7466,7466
"G5100670","1930","Virginia","510","Franklin","0670","Franklin","40","670",24337,24337
"G5100690","1930","Virginia","510","Frederick","0690","Frederick","40","690",13167,13167
"G5100710","1930","Virginia","510","Giles","0710","Giles","40","710",12804,12804
"G5100730","1930","Virginia","510","Gloucester","0730","Gloucester","40","730",11019,11019
"G5100750","1930","Virginia","510","Goochland","0750","Goochland","40","750",7953,7953
"G5100770","1930","Virginia","510","Grayson","0770","Grayson","40","770",20017,20017
"G5100790","1930","Virginia","510","Greene","0790","Greene","40","790",5980,5980
"G5100810","1930","Virginia","510","Greensville","0810","Greensville","40","810",13388,13388
"G5100830","1930","Virginia","510","Halifax","0830","Halifax","40","830",41283,41283
"G5100850","1930","Virginia","510","Hanover","0850","Hanover","40","850",17009,17009
"G5100870","1930","Virginia","510","Henrico","0870","Henrico","40","870",30310,30310
"G5100890","1930","Virginia","510","Henry","0890","Henry","40","890",20088,20088
"G5100910","1930","Virginia","510","Highland","0910","Highland","40","910",4525,4525
"G5100930","1930","Virginia","510","Isle Of Wight","0930","Isle Of Wight","40","930",13409,13409
"G5100950","1930","Virginia","510","James City","0950","James City","40","950",3879,3879
"G5100970","1930","Virginia","510","King And Queen","0970","King And Queen","40","970",7618,7618
"G5100990","1930","Virginia","510","King George","0990","King George","40","990",5297,5297
"G5101010","1930","Virginia","510","King William","1010","King William","40","1010",7929,7929
"G5101030","1930","Virginia","510","Lancaster","1030","Lancaster","40","1030",8896,8896
"G5101050","1930","Virginia","510","Lee","1050","Lee","40","1050",30419,30419
"G5101070","1930","Virginia","510","Loudoun","1070","Loudoun","40","1070",19852,19852
"G5101090","1930","Virginia","510","Louisa","1090","Louisa","40","1090",14309,14309
"G5101110","1930","Virginia","510","Lunenburg","1110","Lunenburg","40","1110",14058,14058
"G5101130","1930","Virginia","510","Madison","1130","Madison","40","1130",8952,8952
"G5101150","1930","Virginia","510","Mathews","1150","Matthews","40","1150",7884,7884
"G5101170","1930","Virginia","510","Mecklenburg","1170","Mecklenburg","40","1170",32622,32622
"G5101190","1930","Virginia","510","Middlesex","1190","Middlesex","40","1190",7273,7273
"G5101210","1930","Virginia","510","Montgomery","1210","Montgomery","40","1210",19605,19605
"G5101230","1930","Virginia","510","Nansemond","1230","Nansemond","40","1230",22530,22530
"G5101250","1930","Virginia","510","Nelson","1250","Nelson","40","1250",16345,16345
"G5101270","1930","Virginia","510","New Kent","1270","New Kent","40","1270",4300,4300
"G5101290","1930","Virginia","510","Norfolk","1290","Norfolk","40","1290",30082,30082
"G5101310","1930","Virginia","510","Northampton","1310","Northampton","40","1310",18565,18565
"G5101330","1930","Virginia","510","Northumberland","1330","Northumberland","40","1330",11081,11081
"G5101350","1930","Virginia","510","Nottoway","1350","Nottoway","40","1350",14866,14866
"G5101370","1930","Virginia","510","Orange","1370","Orange","40","1370",12070,12070
"G5101390","1930","Virginia","510","Page","1390","Page","40","1390",14852,14852
"G5101410","1930","Virginia","510","Patrick","1410","Patrick","40","1410",15787,15787
"G5101430","1930","Virginia","510","Pittsylvania","1430","Pittsylvania","40","1430",61424,61424
"G5101450","1930","Virginia","510","Powhatan","1450","Powhatan","40","1450",6143,6143
"G5101470","1930","Virginia","510","Prince Edward","1470","Prince Edward","40","1470",14520,14520
"G5101490","1930","Virginia","510","Prince George","1490","Prince George","40","1490",10311,10311
"G5101510","1930","Virginia","510","Princess Anne","1510","Princess Anne","40","1510",16282,16282
"G5101530","1930","Virginia","510","Prince William","1530","Prince William","40","1530",13951,13951
"G5101550","1930","Virginia","510","Pulaski","1550","Pulaski","40","1550",20566,20566
"G5101570","1930","Virginia","510","Rappahannock","1570","Rappahannock","40","1570",7717,7717
"G5101590","1930","Virginia","510","Richmond","1590","Richmond","40","1590",6878,6878
"G5101610","1930","Virginia","510","Roanoke","1610","Roanoke","40","1610",35289,35289
"G5101630","1930","Virginia","510","Rockbridge","1630","Rockbridge","40","1630",20902,20902
"G5101650","1930","Virginia","510","Rockingham","1650","Rockingham","40","1650",29709,29709
"G5101670","1930","Virginia","510","Russell","1670","Russell","40","1670",25957,25957
"G5101690","1930","Virginia","510","Scott","1690","Scott","40","1690",24181,24181
"G5101710","1930","Virginia","510","Shenandoah","1710","Shenandoah","40","1710",20655,20655
"G5101730","1930","Virginia","510","Smyth","1730","Smyth","40","1730",25125,25125
"G5101750","1930","Virginia","510","Southampton","1750","Southampton","40","1750",26870,26870
"G5101770","1930","Virginia","510","Spotsylvania","1770","Spotsylvania","40","1770",10056,10056
"G5101790","1930","Virginia","510","Stafford","1790","Stafford","40","1790",8050,8050
"G5101810","1930","Virginia","510","Surry","1810","Surry","40","1810",7096,7096
"G5101830","1930","Virginia","510","Sussex","1830","Sussex","40","1830",12100,12100
"G5101850","1930","Virginia","510","Tazewell","1850","Tazewell","40","1850",32477,32477
"G5101870","1930","Virginia","510","Warren","1870","Warren","40","1870",8340,8340
"G5101890","1930","Virginia","510","Warwick","1890","Warwick","40","1875",8829,8829
"G5101910","1930","Virginia","510","Washington","1910","Washington","40","1910",33850,33850
"G5101930","1930","Virginia","510","Westmoreland","1930","Westmoreland","40","1930",8497,8497
"G5101950","1930","Virginia","510","Wise","1950","Wise","40","1950",51167,51167
"G5101970","1930","Virginia","510","Wythe","1970","Wythe","40","1970",20704,20704
"G5101990","1930","Virginia","510","York","1990","York","40","1990",7615,7615
"G5105100","1930","Virginia","510","Alexandria City","5100","Alexandria City","40","5100",24149,24149
"G5105200","1930","Virginia","510","Bristol City","5200","Bristol City","40","5200",8840,8840
"G5105300","1930","Virginia","510","Buena Vista City","5300","Buena Vista City","40","5300",4002,4002
"G5105400","1930","Virginia","510","Charlottesville City","5400","Charlottesville City","40","5400",15245,15245
"G5105600","1930","Virginia","510","Clifton Forge City","5600","Clifton Forge City","40","5600",6839,6839
"G5105900","1930","Virginia","510","Danville City","5900","Danville City","40","5900",22247,22247
"G5106300","1930","Virginia","510","Fredericksburg City","6300","Fredericksburg City","40","6300",6819,6819
"G5106500","1930","Virginia","510","Hampton City","6500","Hampton City","40","6500",6382,6382
"G5106600","1930","Virginia","510","Harrisonburg City","6600","Harrisonburg City","40","6600",7232,7232
"G5106700","1930","Virginia","510","Hopewell City","6700","Hopewell City","40","6700",11327,11327
"G5106800","1930","Virginia","510","Lynchburg City","6800","Lynchburg City","40","6800",40661,40661
"G5106900","1930","Virginia","510","Martinsville City","6900","Martinsville City","40","6900",7705,7705
"G5107000","1930","Virginia","510","Newport News City","7000","Newport News City","40","7000",34417,34417
"G5107100","1930","Virginia","510","Norfolk City","7100","Norfolk City","40","7100",129710,129710
"G5107300","1930","Virginia","510","Petersburg City","7300","Petersburg City","40","7300",28564,28564
"G5107400","1930","Virginia","510","Portsmouth City","7400","Portsmouth City","40","7400",45704,45704
"G5107500","1930","Virginia","510","Radford City","7500","Radford City","40","7500",6227,6227
"G5107600","1930","Virginia","510","Richmond City","7600","Richmond City","40","7600",182929,182929
"G5107700","1930","Virginia","510","Roanoke City","7700","Roanoke City","40","7700",69206,69206
"G5107805","1930","Virginia","510","South Norfolk City","7805","South Norfolk City","40","7850",7857,7857
"G5107900","1930","Virginia","510","Staunton City","7900","Staunton City","40","7900",11990,11990
"G5108000","1930","Virginia","510","Suffolk City","8000","Suffolk City","40","8000",10271,10271
"G5108300","1930","Virginia","510","Williamsburg City","8300","Williamsburg City","40","8300",3778,3778
"G5108400","1930","Virginia","510","Winchester City","8400","Winchester City","40","8400",10855,10855
"G5300010","1930","Washington","530","Adams","0010","Adams","73","10",7719,7719
"G5300030","1930","Washington","530","Asotin","0030","Asotin","73","30",8136,8136
"G5300050","1930","Washington","530","Benton","0050","Benton","73","50",10952,10952
"G5300070","1930","Washington","530","Chelan","0070","Chelan","73","70",31634,31634
"G5300090","1930","Washington","530","Clallam","0090","Clallam","73","90",20449,20449
"G5300110","1930","Washington","530","Clark","0110","Clark","73","110",40316,40316
"G5300130","1930","Washington","530","Columbia","0130","Columbia","73","130",5325,5325
"G5300150","1930","Washington","530","Cowlitz","0150","Cowlitz","73","150",31906,31906
"G5300170","1930","Washington","530","Douglas","0170","Douglas","73","170",7561,7561
"G5300190","1930","Washington","530","Ferry","0190","Ferry","73","190",4292,4292
"G5300210","1930","Washington","530","Franklin","0210","Franklin","73","210",6137,6137
"G5300230","1930","Washington","530","Garfield","0230","Garfield","73","230",3662,3662
"G5300250","1930","Washington","530","Grant","0250","Grant","73","250",5666,5666
"G5300270","1930","Washington","530","Grays Harbor","0270","Grays Harbor","73","270",59982,59982
