GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,BDP001,BEQ001
"G1800110","1930","Indiana","180","Boone","0110","Boone","22","110",22290,22290
"G1800130","1930","Indiana","180","Brown","0130","Brown","22","130",5168,5168
"G1800150","1930","Indiana","180","Carroll","0150","Carroll","22","150",15049,15049
"G1800170","1930","Indiana","180","Cass","0170","Cass","22","170",34518,34518
"G1800190","1930","Indiana","180","Clark","0190","Clark","22","190",30764,30764
"G1800210","1930","Indiana","180","Clay","0210","Clay","22","210",26479,26479
"G1800230","1930","Indiana","180","Clinton","0230","Clinton","22","230",27329,27329
"G1800250","1930","Indiana","180","Crawford","0250","Crawford","22","250",10160,10160
"G1800270","1930","Indiana","180","Daviess","0270","Daviess","22","270",25832,25832
"G1800290","1930","Indiana","180","Dearborn","0290","Dearborn","22","290",21056,21056
"G1800310","1930","Indiana","180","Decatur","0310","Decatur","22","310",17308,17308
"G1800330","1930","Indiana","180","DeKalb","0330","De Kalb","22","330",24911,24911
"G1800350","1930","Indiana","180","Delaware","0350","Delaware","22","350",67270,67270
"G1800370","1930","Indiana","180","Dubois","0370","Dubois","22","370",20553,20553
"G1800390","1930","Indiana","180","Elkhart","0390","Elkhart","22","390",68875,68875
"G1800410","1930","Indiana","180","Fayette","0410","Fayette","22","410",19243,19243
"G1800430","1930","Indiana","180","Floyd","0430","Floyd","22","430",34655,34655
"G1800450","1930","Indiana","180","Fountain","0450","Fountain","22","450",17971,17971
"G1800470","1930","Indiana","180","Franklin","0470","Franklin","22","470",14498,14498
"G1800490","1930","Indiana","180","Fulton","0490","Fulton","22","490",15038,15038
"G1800510","1930","Indiana","180","Gibson","0510","Gibson","22","510",29202,29202
"G1800530","1930","Indiana","180","Grant","0530","Grant","22","530",51066,51066
"G1800550","1930","Indiana","180","Greene","0550","Greene","22","550",31481,31481
"G1800570","1930","Indiana","180","Hamilton","0570","Hamilton","22","570",23444,23444
"G1800590","1930","Indiana","180","Hancock","0590","Hancock","22","590",16605,16605
"G1800610","1930","Indiana","180","Harrison","0610","Harrison","22","610",17254,17254
"G1800630","1930","Indiana","180","Hendricks","0630","Hendricks","22","630",19725,19725
"G1800650","1930","Indiana","180","Henry","0650","Henry","22","650",35238,35238
"G1800670","1930","Indiana","180","Howard","0670","Howard","22","670",46696,46696
"G1800690","1930","Indiana","180","Huntington","0690","Huntington","22","690",29073,29073
"G1800710","1930","Indiana","180","Jackson","0710","Jackson","22","710",23731,23731
"G1800730","1930","Indiana","180","Jasper","0730","Jasper","22","730",13388,13388
"G1800750","1930","Indiana","180","Jay","0750","Jay","22","750",20846,20846
"G1800770","1930","Indiana","180","Jefferson","0770","Jefferson","22","770",19182,19182
"G1800790","1930","Indiana","180","Jennings","0790","Jennings","22","790",11800,11800
"G1800810","1930","Indiana","180","Johnson","0810","Johnson","22","810",21706,21706
"G1800830","1930","Indiana","180","Knox","0830","Knox","22","830",43813,43813
"G1800850","1930","Indiana","180","Kosciusko","0850","Kosciusko","22","850",27488,27488
"G1800870","1930","Indiana","180","Lagrange","0870","Lagrange","22","870",13780,13780
"G1800890","1930","Indiana","180","Lake","0890","Lake","22","890",261310,261310
"G1800910","1930","Indiana","180","LaPorte","0910","Laporte","22","910",60490,60490
"G1800930","1930","Indiana","180","Lawrence","0930","Lawrence","22","930",35583,35583
"G1800950","1930","Indiana","180","Madison","0950","Madison","22","950",82888,82888
"G1800970","1930","Indiana","180","Marion","0970","Marion","22","970",422666,422666
"G1800990","1930","Indiana","180","Marshall","0990","Marshall","22","990",25077,25077
"G1801010","1930","Indiana","180","Martin","1010","Martin","22","1010",10103,10103
"G1801030","1930","Indiana","180","Miami","1030","Miami","22","1030",29032,29032
"G1801050","1930","Indiana","180","Monroe","1050","Monroe","22","1050",35974,35974
"G1801070","1930","Indiana","180","Montgomery","1070","Montgomery","22","1070",26980,26980
"G1801090","1930","Indiana","180","Morgan","1090","Morgan","22","1090",19424,19424
"G1801110","1930","Indiana","180","Newton","1110","Newton","22","1110",9841,9841
"G1801130","1930","Indiana","180","Noble","1130","Noble","22","1130",22404,22404
"G1801150","1930","Indiana","180","Ohio","1150","Ohio","22","1150",3747,3747
"G1801170","1930","Indiana","180","Orange","1170","Orange","22","1170",17459,17459
"G1801190","1930","Indiana","180","Owen","1190","Owen","22","1190",11351,11351
"G1801210","1930","Indiana","180","Parke","1210","Parke","22","1210",16561,16561
"G1801230","1930","Indiana","180","Perry","1230","Perry","22","1230",16625,16625
"G1801250","1930","Indiana","180","Pike","1250","Pike","22","1250",16361,16361
"G1801270","1930","Indiana","180","Porter","1270","Porter","22","1270",22821,22821
"G1801290","1930","Indiana","180","Posey","1290","Posey","22","1290",17853,17853
"G1801310","1930","Indiana","180","Pulaski","1310","Pulaski","22","1310",11195,11195
"G1801330","1930","Indiana","180","Putnam","1330","Putnam","22","1330",20448,20448
"G1801350","1930","Indiana","180","Randolph","1350","Randolph","22","1350",24859,24859
"G1801370","1930","Indiana","180","Ripley","1370","Ripley","22","1370",18078,18078
"G1801390","1930","Indiana","180","Rush","1390","Rush","22","1390",19412,19412
"G1801410","1930","Indiana","180","St Joseph","1410","St Joseph","22","1410",160033,160033
"G1801430","1930","Indiana","180","Scott","1430","Scott","22","1430",6664,6664
"G1801450","1930","Indiana","180","Shelby","1450","Shelby","22","1450",26552,26552
"G1801470","1930","Indiana","180","Spencer","1470","Spencer","22","1470",16713,16713
"G1801490","1930","Indiana","180","Starke","1490","Starke","22","1490",10620,10620
"G1801510","1930","Indiana","180","Steuben","1510","Steuben","22","1510",13386,13386
"G1801530","1930","Indiana","180","Sullivan","1530","Sullivan","22","1530",28133,28133
"G1801550","1930","Indiana","180","Switzerland","1550","Switzerland","22","1550",8432,8432
"G1801570","1930","Indiana","180","Tippecanoe","1570","Tippecanoe","22","1570",47535,47535
"G1801590","1930","Indiana","180","Tipton","1590","Tipton","22","1590",15208,15208
"G1801610","1930","Indiana","180","Union","1610","Union","22","1610",5880,5880
"G1801630","1930","Indiana","180","Vanderburgh","1630","Vanderburgh","22","1630",113320,113320
"G1801650","1930","Indiana","180","Vermillion","1650","Vermillion","22","1650",23238,23238
"G1801670","1930","Indiana","180","Vigo","1670","Vigo","22","1670",98861,98861
"G1801690","1930","Indiana","180","Wabash","1690","Wabash","22","1690",25170,25170
"G1801710","1930","Indiana","180","Warren","1710","Warren","22","1710",9167,9167
"G1801730","1930","Indiana","180","Warrick","1730","Warrick","22","1730",18230,18230
"G1801750","1930","Indiana","180","Washington","1750","Washington","22","1750",16285,16285
"G1801770","1930","Indiana","180","Wayne","1770","Wayne","22","1770",54809,54809
"G1801790","1930","Indiana","180","Wells","1790","Wells","22","1790",18411,18411
"G1801810","1930","Indiana","180","White","1810","White","22","1810",15831,15831
"G1801830","1930","Indiana","180","Whitley","1830","Whitley","22","1830",15931,15931
"G1900010","1930","Iowa","190","Adair","0010","Adair","31","10",13891,13891
"G1900030","1930","Iowa","190","Adams","0030","Adams","31","30",10437,10437
"G1900050","1930","Iowa","190","Allamakee","0050","Allamakee","31","50",16328,16328
"G1900070","1930","Iowa","190","Appanoose","0070","Appanoose","31","70",24835,24835
"G1900090","1930","Iowa","190","Audubon","0090","Audubon","31","90",12264,12264
"G1900110","1930","Iowa","190","Benton","0110","Benton","31","110",22851,22851
"G1900130","1930","Iowa","190","Black Hawk","0130","Black Hawk","31","130",69146,69146
"G1900150","1930","Iowa","190","Boone","0150","Boone","31","150",29271,29271
"G1900170","1930","Iowa","190","Bremer","0170","Bremer","31","170",17046,17046
"G1900190","1930","Iowa","190","Buchanan","0190","Buchanan","31","190",19550,19550
"G1900210","1930","Iowa","190","Buena Vista","0210","Buena Vista","31","210",18667,18667
"G1900230","1930","Iowa","190","Butler","0230","Butler","31","230",17617,17617
"G1900250","1930","Iowa","190","Calhoun","0250","Calhoun","31","250",17605,17605
"G1900270","1930","Iowa","190","Carroll","0270","Carroll","31","270",22326,22326
"G1900290","1930","Iowa","190","Cass","0290","Cass","31","290",19422,19422
"G1900310","1930","Iowa","190","Cedar","0310","Cedar","31","310",16760,16760
"G1900330","1930","Iowa","190","Cerro Gordo","0330","Cerro Gordo","31","330",38476,38476
"G1900350","1930","Iowa","190","Cherokee","0350","Cherokee","31","350",18737,18737
"G1900370","1930","Iowa","190","Chickasaw","0370","Chickasaw","31","370",14637,14637
"G1900390","1930","Iowa","190","Clarke","0390","Clarke","31","390",10384,10384
"G1900410","1930","Iowa","190","Clay","0410","Clay","31","410",16107,16107
"G1900430","1930","Iowa","190","Clayton","0430","Clayton","31","430",24559,24559
"G1900450","1930","Iowa","190","Clinton","0450","Clinton","31","450",44377,44377
"G1900470","1930","Iowa","190","Crawford","0470","Crawford","31","470",21028,21028
"G1900490","1930","Iowa","190","Dallas","0490","Dallas","31","490",25493,25493
"G1900510","1930","Iowa","190","Davis","0510","Davis","31","510",11150,11150
"G1900530","1930","Iowa","190","Decatur","0530","Decatur","31","530",14903,14903
"G1900550","1930","Iowa","190","Delaware","0550","Delaware","31","550",18122,18122
"G1900570","1930","Iowa","190","Des Moines","0570","Des Moines","31","570",38162,38162
"G1900590","1930","Iowa","190","Dickinson","0590","Dickinson","31","590",10982,10982
"G1900610","1930","Iowa","190","Dubuque","0610","Dubuque","31","610",61214,61214
"G1900630","1930","Iowa","190","Emmet","0630","Emmet","31","630",12856,12856
"G1900650","1930","Iowa","190","Fayette","0650","Fayette","31","650",29145,29145
"G1900670","1930","Iowa","190","Floyd","0670","Floyd","31","670",19524,19524
"G1900690","1930","Iowa","190","Franklin","0690","Franklin","31","690",16382,16382
"G1900710","1930","Iowa","190","Fremont","0710","Fremont","31","710",15533,15533
"G1900730","1930","Iowa","190","Greene","0730","Greene","31","730",16528,16528
"G1900750","1930","Iowa","190","Grundy","0750","Grundy","31","750",14133,14133
"G1900770","1930","Iowa","190","Guthrie","0770","Guthrie","31","770",17324,17324
"G1900790","1930","Iowa","190","Hamilton","0790","Hamilton","31","790",20978,20978
"G1900810","1930","Iowa","190","Hancock","0810","Hancock","31","810",14802,14802
"G1900830","1930","Iowa","190","Hardin","0830","Hardin","31","830",22947,22947
"G1900850","1930","Iowa","190","Harrison","0850","Harrison","31","850",24897,24897
"G1900870","1930","Iowa","190","Henry","0870","Henry","31","870",17660,17660
"G1900890","1930","Iowa","190","Howard","0890","Howard","31","890",13082,13082
"G1900910","1930","Iowa","190","Humboldt","0910","Humboldt","31","910",13202,13202
"G1900930","1930","Iowa","190","Ida","0930","Ida","31","930",11933,11933
"G1900950","1930","Iowa","190","Iowa","0950","Iowa","31","950",17332,17332
"G1900970","1930","Iowa","190","Jackson","0970","Jackson","31","970",18481,18481
"G1900990","1930","Iowa","190","Jasper","0990","Jasper","31","990",32936,32936
"G1901010","1930","Iowa","190","Jefferson","1010","Jefferson","31","1010",16241,16241
"G1901030","1930","Iowa","190","Johnson","1030","Johnson","31","1030",30276,30276
"G1901050","1930","Iowa","190","Jones","1050","Jones","31","1050",19206,19206
"G1901070","1930","Iowa","190","Keokuk","1070","Keokuk","31","1070",19148,19148
"G1901090","1930","Iowa","190","Kossuth","1090","Kossuth","31","1090",25452,25452
"G1901110","1930","Iowa","190","Lee","1110","Lee","31","1110",41268,41268
"G1901130","1930","Iowa","190","Linn","1130","Linn","31","1130",82336,82336
"G1901150","1930","Iowa","190","Louisa","1150","Louisa","31","1150",11575,11575
"G1901170","1930","Iowa","190","Lucas","1170","Lucas","31","1170",15114,15114
"G1901190","1930","Iowa","190","Lyon","1190","Lyon","31","1190",15293,15293
"G1901210","1930","Iowa","190","Madison","1210","Madison","31","1210",14331,14331
"G1901230","1930","Iowa","190","Mahaska","1230","Mahaska","31","1230",25804,25804
"G1901250","1930","Iowa","190","Marion","1250","Marion","31","1250",25727,25727
"G1901270","1930","Iowa","190","Marshall","1270","Marshall","31","1270",33727,33727
"G1901290","1930","Iowa","190","Mills","1290","Mills","31","1290",15866,15866
"G1901310","1930","Iowa","190","Mitchell","1310","Mitchell","31","1310",14065,14065
"G1901330","1930","Iowa","190","Monona","1330","Monona","31","1330",18213,18213
"G1901350","1930","Iowa","190","Monroe","1350","Monroe","31","1350",15010,15010
"G1901370","1930","Iowa","190","Montgomery","1370","Montgomery","31","1370",16752,16752
"G1901390","1930","Iowa","190","Muscatine","1390","Muscatine","31","1390",29385,29385
"G1901410","1930","Iowa","190","O Brien","1410","O Brien","31","1410",18409,18409
"G1901430","1930","Iowa","190","Osceola","1430","Osceola","31","1430",10182,10182
"G1901450","1930","Iowa","190","Page","1450","Page","31","1450",25904,25904
"G1901470","1930","Iowa","190","Palo Alto","1470","Palo Alto","31","1470",15398,15398
"G1901490","1930","Iowa","190","Plymouth","1490","Plymouth","31","1490",24159,24159
"G1901510","1930","Iowa","190","Pocahontas","1510","Pocahontas","31","1510",15687,15687
"G1901530","1930","Iowa","190","Polk","1530","Polk","31","1530",172837,172837
"G1901550","1930","Iowa","190","Pottawattamie","1550","Pottawattamie","31","1550",69888,69888
"G1901570","1930","Iowa","190","Poweshiek","1570","Poweshiek","31","1570",18727,18727
"G1901590","1930","Iowa","190","Ringgold","1590","Ringgold","31","1590",11966,11966
"G1901610","1930","Iowa","190","Sac","1610","Sac","31","1610",17641,17641
"G1901630","1930","Iowa","190","Scott","1630","Scott","31","1630",77332,77332
"G1901650","1930","Iowa","190","Shelby","1650","Shelby","31","1650",17131,17131
"G1901670","1930","Iowa","190","Sioux","1670","Sioux","31","1670",26806,26806
"G1901690","1930","Iowa","190","Story","1690","Story","31","1690",31141,31141
"G1901710","1930","Iowa","190","Tama","1710","Tama","31","1710",21987,21987
"G1901730","1930","Iowa","190","Taylor","1730","Taylor","31","1730",14859,14859
"G1901750","1930","Iowa","190","Union","1750","Union","31","1750",17435,17435
"G1901770","1930","Iowa","190","Van Buren","1770","Van Buren","31","1770",12603,12603
"G1901790","1930","Iowa","190","Wapello","1790","Wapello","31","1790",40480,40480
"G1901810","1930","Iowa","190","Warren","1810","Warren","31","1810",17700,17700
"G1901830","1930","Iowa","190","Washington","1830","Washington","31","1830",19822,19822
"G1901850","1930","Iowa","190","Wayne","1850","Wayne","31","1850",13787,13787
"G1901870","1930","Iowa","190","Webster","1870","Webster","31","1870",40425,40425
"G1901890","1930","Iowa","190","Winnebago","1890","Winnebago","31","1890",13143,13143
"G1901910","1930","Iowa","190","Winneshiek","1910","Winneshiek","31","1910",21630,21630
"G1901930","1930","Iowa","190","Woodbury","1930","Woodbury","31","1930",101669,101669
"G1901950","1930","Iowa","190","Worth","1950","Worth","31","1950",11164,11164
"G1901970","1930","Iowa","190","Wright","1970","Wright","31","1970",20216,20216
"G2000010","1930","Kansas","200","Allen","0010","Allen","32","10",21391,21391
"G2000030","1930","Kansas","200","Anderson","0030","Anderson","32","30",13355,13355
"G2000050","1930","Kansas","200","Atchison","0050","Atchison","32","50",23945,23945
"G2000070","1930","Kansas","200","Barber","0070","Barber","32","70",10178,10178
"G2000090","1930","Kansas","200","Barton","0090","Barton","32","90",19776,19776
"G2000110","1930","Kansas","200","Bourbon","0110","Bourbon","32","110",22386,22386
"G2000130","1930","Kansas","200","Brown","0130","Brown","32","130",20553,20553
"G2000150","1930","Kansas","200","Butler","0150","Butler","32","150",35904,35904
"G2000170","1930","Kansas","200","Chase","0170","Chase","32","170",6952,6952
"G2000190","1930","Kansas","200","Chautauqua","0190","Chautauqua","32","190",10352,10352
"G2000210","1930","Kansas","200","Cherokee","0210","Cherokee","32","210",31457,31457
"G2000230","1930","Kansas","200","Cheyenne","0230","Cheyenne","32","230",6948,6948
"G2000250","1930","Kansas","200","Clark","0250","Clark","32","250",4796,4796
"G2000270","1930","Kansas","200","Clay","0270","Clay","32","270",14556,14556
"G2000290","1930","Kansas","200","Cloud","0290","Cloud","32","290",18006,18006
"G2000310","1930","Kansas","200","Coffey","0310","Coffey","32","310",13653,13653
"G2000330","1930","Kansas","200","Comanche","0330","Comanche","32","330",5238,5238
"G2000350","1930","Kansas","200","Cowley","0350","Cowley","32","350",40903,40903
"G2000370","1930","Kansas","200","Crawford","0370","Crawford","32","370",49329,49329
"G2000390","1930","Kansas","200","Decatur","0390","Decatur","32","390",8866,8866
"G2000410","1930","Kansas","200","Dickinson","0410","Dickinson","32","410",25870,25870
"G2000430","1930","Kansas","200","Doniphan","0430","Doniphan","32","430",14063,14063
"G2000450","1930","Kansas","200","Douglas","0450","Douglas","32","450",25143,25143
"G2000470","1930","Kansas","200","Edwards","0470","Edwards","32","470",7295,7295
"G2000490","1930","Kansas","200","Elk","0490","Elk","32","490",9210,9210
"G2000510","1930","Kansas","200","Ellis","0510","Ellis","32","510",15907,15907
"G2000530","1930","Kansas","200","Ellsworth","0530","Ellsworth","32","530",10132,10132
"G2000550","1930","Kansas","200","Finney","0550","Finney","32","550",11014,11014
"G2000570","1930","Kansas","200","Ford","0570","Ford","32","570",20647,20647
"G2000590","1930","Kansas","200","Franklin","0590","Franklin","32","590",22024,22024
"G2000610","1930","Kansas","200","Geary","0610","Geary","32","610",14366,14366
"G2000630","1930","Kansas","200","Gove","0630","Gove","32","630",5643,5643
"G2000650","1930","Kansas","200","Graham","0650","Graham","32","650",7772,7772
"G2000670","1930","Kansas","200","Grant","0670","Grant","32","670",3092,3092
"G2000690","1930","Kansas","200","Gray","0690","Gray","32","690",6211,6211
"G2000710","1930","Kansas","200","Greeley","0710","Greeley","32","710",1712,1712
"G2000730","1930","Kansas","200","Greenwood","0730","Greenwood","32","730",19235,19235
"G2000750","1930","Kansas","200","Hamilton","0750","Hamilton","32","750",3328,3328
"G2000770","1930","Kansas","200","Harper","0770","Harper","32","770",12823,12823
"G2000790","1930","Kansas","200","Harvey","0790","Harvey","32","790",22120,22120
"G2000810","1930","Kansas","200","Haskell","0810","Haskell","32","810",2805,2805
"G2000830","1930","Kansas","200","Hodgeman","0830","Hodgeman","32","830",4157,4157
"G2000850","1930","Kansas","200","Jackson","0850","Jackson","32","850",14776,14776
"G2000870","1930","Kansas","200","Jefferson","0870","Jefferson","32","870",14129,14129
"G2000890","1930","Kansas","200","Jewell","0890","Jewell","32","890",14462,14462
"G2000910","1930","Kansas","200","Johnson","0910","Johnson","32","910",27179,27179
"G2000930","1930","Kansas","200","Kearny","0930","Kearny","32","930",3196,3196
"G2000950","1930","Kansas","200","Kingman","0950","Kingman","32","950",11674,11674
"G2000970","1930","Kansas","200","Kiowa","0970","Kiowa","32","970",6035,6035
"G2000990","1930","Kansas","200","Labette","0990","Labette","32","990",31346,31346
"G2001010","1930","Kansas","200","Lane","1010","Lane","32","1010",3372,3372
"G2001030","1930","Kansas","200","Leavenworth","1030","Leavenworth","32","1030",42673,42673
"G2001050","1930","Kansas","200","Lincoln","1050","Lincoln","32","1050",9707,9707
"G2001070","1930","Kansas","200","Linn","1070","Linn","32","1070",13534,13534
"G2001090","1930","Kansas","200","Logan","1090","Logan","32","1090",4145,4145
"G2001110","1930","Kansas","200","Lyon","1110","Lyon","32","1110",29240,29240
"G2001130","1930","Kansas","200","McPherson","1130","Mcpherson","32","1130",23588,23588
"G2001150","1930","Kansas","200","Marion","1150","Marion","32","1150",20739,20739
"G2001170","1930","Kansas","200","Marshall","1170","Marshall","32","1170",23056,23056
"G2001190","1930","Kansas","200","Meade","1190","Meade","32","1190",6858,6858
"G2001210","1930","Kansas","200","Miami","1210","Miami","32","1210",21243,21243
"G2001230","1930","Kansas","200","Mitchell","1230","Mitchell","32","1230",12774,12774
"G2001250","1930","Kansas","200","Montgomery","1250","Montgomery","32","1250",51411,51411
"G2001270","1930","Kansas","200","Morris","1270","Morris","32","1270",11859,11859
"G2001290","1930","Kansas","200","Morton","1290","Morton","32","1290",4092,4092
"G2001310","1930","Kansas","200","Nemaha","1310","Nemaha","32","1310",18342,18342
"G2001330","1930","Kansas","200","Neosho","1330","Neosho","32","1330",22665,22665
"G2001350","1930","Kansas","200","Ness","1350","Ness","32","1350",8358,8358
"G2001370","1930","Kansas","200","Norton","1370","Norton","32","1370",11701,11701
"G2001390","1930","Kansas","200","Osage","1390","Osage","32","1390",17538,17538
"G2001410","1930","Kansas","200","Osborne","1410","Osborne","32","1410",11568,11568
"G2001430","1930","Kansas","200","Ottawa","1430","Ottawa","32","1430",9819,9819
"G2001450","1930","Kansas","200","Pawnee","1450","Pawnee","32","1450",10510,10510
"G2001470","1930","Kansas","200","Phillips","1470","Phillips","32","1470",12159,12159
"G2001490","1930","Kansas","200","Pottawatomie","1490","Pottawatomie","32","1490",15862,15862
"G2001510","1930","Kansas","200","Pratt","1510","Pratt","32","1510",13312,13312
"G2001530","1930","Kansas","200","Rawlins","1530","Rawlins","32","1530",7362,7362
"G2001550","1930","Kansas","200","Reno","1550","Reno","32","1550",47785,47785
"G2001570","1930","Kansas","200","Republic","1570","Republic","32","1570",14745,14745
"G2001590","1930","Kansas","200","Rice","1590","Rice","32","1590",13800,13800
"G2001610","1930","Kansas","200","Riley","1610","Riley","32","1610",19882,19882
"G2001630","1930","Kansas","200","Rooks","1630","Rooks","32","1630",9534,9534
"G2001650","1930","Kansas","200","Rush","1650","Rush","32","1650",9093,9093
"G2001670","1930","Kansas","200","Russell","1670","Russell","32","1670",11045,11045
"G2001690","1930","Kansas","200","Saline","1690","Saline","32","1690",29337,29337
"G2001710","1930","Kansas","200","Scott","1710","Scott","32","1710",3976,3976
"G2001730","1930","Kansas","200","Sedgwick","1730","Sedgwick","32","1730",136330,136330
"G2001750","1930","Kansas","200","Seward","1750","Seward","32","1750",8075,8075
"G2001770","1930","Kansas","200","Shawnee","1770","Shawnee","32","1770",85200,85200
"G2001790","1930","Kansas","200","Sheridan","1790","Sheridan","32","1790",6038,6038
"G2001810","1930","Kansas","200","Sherman","1810","Sherman","32","1810",7400,7400
"G2001830","1930","Kansas","200","Smith","1830","Smith","32","1830",13545,13545
"G2001850","1930","Kansas","200","Stafford","1850","Stafford","32","1850",10460,10460
"G2001870","1930","Kansas","200","Stanton","1870","Stanton","32","1870",2152,2152
"G2001890","1930","Kansas","200","Stevens","1890","Stevens","32","1890",4655,4655
"G2001910","1930","Kansas","200","Sumner","1910","Sumner","32","1910",28960,28960
"G2001930","1930","Kansas","200","Thomas","1930","Thomas","32","1930",7334,7334
"G2001950","1930","Kansas","200","Trego","1950","Trego","32","1950",6470,6470
"G2001970","1930","Kansas","200","Wabaunsee","1970","Wabaunsee","32","1970",10830,10830
"G2001990","1930","Kansas","200","Wallace","1990","Wallace","32","1990",2882,2882
"G2002010","1930","Kansas","200","Washington","2010","Washington","32","2010",17112,17112
"G2002030","1930","Kansas","200","Wichita","2030","Wichita","32","2030",2579,2579
"G2002050","1930","Kansas","200","Wilson","2050","Wilson","32","2050",18646,18646
"G2002070","1930","Kansas","200","Woodson","2070","Woodson","32","2070",8526,8526
"G2002090","1930","Kansas","200","Wyandotte","2090","Wyandotte","32","2090",141211,141211
"G2100010","1930","Kentucky","210","Adair","0010","Adair","51","10",16401,16401
"G2100030","1930","Kentucky","210","Allen","0030","Allen","51","30",15180,15180
"G2100050","1930","Kentucky","210","Anderson","0050","Anderson","51","50",8494,8494
"G2100070","1930","Kentucky","210","Ballard","0070","Ballard","51","70",9910,9910
"G2100090","1930","Kentucky","210","Barren","0090","Barren","51","90",25844,25844
"G2100110","1930","Kentucky","210","Bath","0110","Bath","51","110",11075,11075
"G2100130","1930","Kentucky","210","Bell","0130","Bell","51","130",38747,38747
"G2100150","1930","Kentucky","210","Boone","0150","Boone","51","150",9595,9595
"G2100170","1930","Kentucky","210","Bourbon","0170","Bourbon","51","170",18060,18060
"G2100190","1930","Kentucky","210","Boyd","0190","Boyd","51","190",43849,43849
"G2100210","1930","Kentucky","210","Boyle","0210","Boyle","51","210",16282,16282
"G2100230","1930","Kentucky","210","Bracken","0230","Bracken","51","230",9616,9616
"G2100250","1930","Kentucky","210","Breathitt","0250","Breathitt","51","250",21143,21143
"G2100270","1930","Kentucky","210","Breckinridge","0270","Breckinridge","51","270",17368,17368
"G2100290","1930","Kentucky","210","Bullitt","0290","Bullitt","51","290",8868,8868
"G2100310","1930","Kentucky","210","Butler","0310","Butler","51","310",12620,12620
"G2100330","1930","Kentucky","210","Caldwell","0330","Caldwell","51","330",13781,13781
"G2100350","1930","Kentucky","210","Calloway","0350","Calloway","51","350",17662,17662
"G2100370","1930","Kentucky","210","Campbell","0370","Campbell","51","370",73391,73391
"G2100390","1930","Kentucky","210","Carlisle","0390","Carlisle","51","390",7363,7363
"G2100410","1930","Kentucky","210","Carroll","0410","Carroll","51","410",8155,8155
"G2100430","1930","Kentucky","210","Carter","0430","Carter","51","430",23839,23839
"G2100450","1930","Kentucky","210","Casey","0450","Casey","51","450",16747,16747
"G2100470","1930","Kentucky","210","Christian","0470","Christian","51","470",34283,34283
"G2100490","1930","Kentucky","210","Clark","0490","Clark","51","490",17640,17640
"G2100510","1930","Kentucky","210","Clay","0510","Clay","51","510",18526,18526
"G2100530","1930","Kentucky","210","Clinton","0530","Clinton","51","530",9004,9004
"G2100550","1930","Kentucky","210","Crittenden","0550","Crittenden","51","550",11931,11931
"G2100570","1930","Kentucky","210","Cumberland","0570","Cumberland","51","570",10204,10204
"G2100590","1930","Kentucky","210","Daviess","0590","Daviess","51","590",43779,43779
"G2100610","1930","Kentucky","210","Edmonson","0610","Edmonson","51","610",11475,11475
"G2100630","1930","Kentucky","210","Elliott","0630","Elliott","51","630",7571,7571
"G2100650","1930","Kentucky","210","Estill","0650","Estill","51","650",17079,17079
"G2100670","1930","Kentucky","210","Fayette","0670","Fayette","51","670",68543,68543
"G2100690","1930","Kentucky","210","Fleming","0690","Fleming","51","690",12931,12931
"G2100710","1930","Kentucky","210","Floyd","0710","Floyd","51","710",41942,41942
"G2100730","1930","Kentucky","210","Franklin","0730","Franklin","51","730",21064,21064
"G2100750","1930","Kentucky","210","Fulton","0750","Fulton","51","750",14927,14927
"G2100770","1930","Kentucky","210","Gallatin","0770","Gallatin","51","770",4437,4437
"G2100790","1930","Kentucky","210","Garrard","0790","Garrard","51","790",11562,11562
"G2100810","1930","Kentucky","210","Grant","0810","Grant","51","810",9876,9876
"G2100830","1930","Kentucky","210","Graves","0830","Graves","51","830",30778,30778
"G2100850","1930","Kentucky","210","Grayson","0850","Grayson","51","850",17055,17055
"G2100870","1930","Kentucky","210","Green","0870","Green","51","870",11401,11401
"G2100890","1930","Kentucky","210","Greenup","0890","Greenup","51","890",24554,24554
"G2100910","1930","Kentucky","210","Hancock","0910","Hancock","51","910",6147,6147
"G2100930","1930","Kentucky","210","Hardin","0930","Hardin","51","930",20913,20913
"G2100950","1930","Kentucky","210","Harlan","0950","Harlan","51","950",64557,64557
"G2100970","1930","Kentucky","210","Harrison","0970","Harrison","51","970",14859,14859
"G2100990","1930","Kentucky","210","Hart","0990","Hart","51","990",16169,16169
"G2101010","1930","Kentucky","210","Henderson","1010","Henderson","51","1010",26295,26295
"G2101030","1930","Kentucky","210","Henry","1030","Henry","51","1030",12564,12564
"G2101050","1930","Kentucky","210","Hickman","1050","Hickman","51","1050",8725,8725
"G2101070","1930","Kentucky","210","Hopkins","1070","Hopkins","51","1070",37449,37449
"G2101090","1930","Kentucky","210","Jackson","1090","Jackson","51","1090",10467,10467
"G2101110","1930","Kentucky","210","Jefferson","1110","Jefferson","51","1110",355350,355350
"G2101130","1930","Kentucky","210","Jessamine","1130","Jessamine","51","1130",12431,12431
"G2101150","1930","Kentucky","210","Johnson","1150","Johnson","51","1150",22968,22968
"G2101170","1930","Kentucky","210","Kenton","1170","Kenton","51","1170",93534,93534
"G2101190","1930","Kentucky","210","Knott","1190","Knott","51","1190",15230,15230
"G2101210","1930","Kentucky","210","Knox","1210","Knox","51","1210",26266,26266
