GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AYM001,AYU001
"G1801490","1900","Indiana","180","Starke","1490","Starke","22","1490",10431,10431
"G1801510","1900","Indiana","180","Steuben","1510","Steuben","22","1510",15219,15219
"G1801530","1900","Indiana","180","Sullivan","1530","Sullivan","22","1530",26005,26005
"G1801550","1900","Indiana","180","Switzerland","1550","Switzerland","22","1550",11840,11840
"G1801570","1900","Indiana","180","Tippecanoe","1570","Tippecanoe","22","1570",38659,38659
"G1801590","1900","Indiana","180","Tipton","1590","Tipton","22","1590",19116,19116
"G1801610","1900","Indiana","180","Union","1610","Union","22","1610",6748,6748
"G1801630","1900","Indiana","180","Vanderburgh","1630","Vanderburgh","22","1630",71769,71769
"G1801650","1900","Indiana","180","Vermillion","1650","Vermillion","22","1650",15252,15252
"G1801670","1900","Indiana","180","Vigo","1670","Vigo","22","1670",62035,62035
"G1801690","1900","Indiana","180","Wabash","1690","Wabash","22","1690",28235,28235
"G1801710","1900","Indiana","180","Warren","1710","Warren","22","1710",11371,11371
"G1801730","1900","Indiana","180","Warrick","1730","Warrick","22","1730",22329,22329
"G1801750","1900","Indiana","180","Washington","1750","Washington","22","1750",19409,19409
"G1801770","1900","Indiana","180","Wayne","1770","Wayne","22","1770",38970,38970
"G1801790","1900","Indiana","180","Wells","1790","Wells","22","1790",23449,23449
"G1801810","1900","Indiana","180","White","1810","White","22","1810",19138,19138
"G1801830","1900","Indiana","180","Whitley","1830","Whitley","22","1830",17328,17328
"G1900010","1900","Iowa","190","Adair","0010","Adair","31","10",16192,16192
"G1900030","1900","Iowa","190","Adams","0030","Adams","31","30",13601,13601
"G1900050","1900","Iowa","190","Allamakee","0050","Allamakee","31","50",18711,18711
"G1900070","1900","Iowa","190","Appanoose","0070","Appanoose","31","70",25927,25927
"G1900090","1900","Iowa","190","Audubon","0090","Audubon","31","90",13626,13626
"G1900110","1900","Iowa","190","Benton","0110","Benton","31","110",25177,25177
"G1900130","1900","Iowa","190","Black Hawk","0130","Black Hawk","31","130",32399,32399
"G1900150","1900","Iowa","190","Boone","0150","Boone","31","150",28200,28200
"G1900170","1900","Iowa","190","Bremer","0170","Bremer","31","170",16305,16305
"G1900190","1900","Iowa","190","Buchanan","0190","Buchanan","31","190",21427,21427
"G1900210","1900","Iowa","190","Buena Vista","0210","Buena Vista","31","210",16975,16975
"G1900230","1900","Iowa","190","Butler","0230","Butler","31","230",17955,17955
"G1900250","1900","Iowa","190","Calhoun","0250","Calhoun","31","250",18569,18569
"G1900270","1900","Iowa","190","Carroll","0270","Carroll","31","270",20319,20319
"G1900290","1900","Iowa","190","Cass","0290","Cass","31","290",21274,21274
"G1900310","1900","Iowa","190","Cedar","0310","Cedar","31","310",19371,19371
"G1900330","1900","Iowa","190","Cerro Gordo","0330","Cerro Gordo","31","330",20672,20672
"G1900350","1900","Iowa","190","Cherokee","0350","Cherokee","31","350",16570,16570
"G1900370","1900","Iowa","190","Chickasaw","0370","Chickasaw","31","370",17037,17037
"G1900390","1900","Iowa","190","Clarke","0390","Clarke","31","390",12440,12440
"G1900410","1900","Iowa","190","Clay","0410","Clay","31","410",13401,13401
"G1900430","1900","Iowa","190","Clayton","0430","Clayton","31","430",27750,27750
"G1900450","1900","Iowa","190","Clinton","0450","Clinton","31","450",43832,43832
"G1900470","1900","Iowa","190","Crawford","0470","Crawford","31","470",21685,21685
"G1900490","1900","Iowa","190","Dallas","0490","Dallas","31","490",23058,23058
"G1900510","1900","Iowa","190","Davis","0510","Davis","31","510",15620,15620
"G1900530","1900","Iowa","190","Decatur","0530","Decatur","31","530",18115,18115
"G1900550","1900","Iowa","190","Delaware","0550","Delaware","31","550",19185,19185
"G1900570","1900","Iowa","190","Des Moines","0570","Des Moines","31","570",35989,35989
"G1900590","1900","Iowa","190","Dickinson","0590","Dickinson","31","590",7995,7995
"G1900610","1900","Iowa","190","Dubuque","0610","Dubuque","31","610",56403,56403
"G1900630","1900","Iowa","190","Emmet","0630","Emmet","31","630",9936,9936
"G1900650","1900","Iowa","190","Fayette","0650","Fayette","31","650",29845,29845
"G1900670","1900","Iowa","190","Floyd","0670","Floyd","31","670",17754,17754
"G1900690","1900","Iowa","190","Franklin","0690","Franklin","31","690",14996,14996
"G1900710","1900","Iowa","190","Fremont","0710","Fremont","31","710",18546,18546
"G1900730","1900","Iowa","190","Greene","0730","Greene","31","730",17820,17820
"G1900750","1900","Iowa","190","Grundy","0750","Grundy","31","750",13757,13757
"G1900770","1900","Iowa","190","Guthrie","0770","Guthrie","31","770",18729,18729
"G1900790","1900","Iowa","190","Hamilton","0790","Hamilton","31","790",19514,19514
"G1900810","1900","Iowa","190","Hancock","0810","Hancock","31","810",13752,13752
"G1900830","1900","Iowa","190","Hardin","0830","Hardin","31","830",22794,22794
"G1900850","1900","Iowa","190","Harrison","0850","Harrison","31","850",25597,25597
"G1900870","1900","Iowa","190","Henry","0870","Henry","31","870",20022,20022
"G1900890","1900","Iowa","190","Howard","0890","Howard","31","890",14512,14512
"G1900910","1900","Iowa","190","Humboldt","0910","Humboldt","31","910",12667,12667
"G1900930","1900","Iowa","190","Ida","0930","Ida","31","930",12327,12327
"G1900950","1900","Iowa","190","Iowa","0950","Iowa","31","950",19544,19544
"G1900970","1900","Iowa","190","Jackson","0970","Jackson","31","970",23615,23615
"G1900990","1900","Iowa","190","Jasper","0990","Jasper","31","990",26976,26976
"G1901010","1900","Iowa","190","Jefferson","1010","Jefferson","31","1010",17437,17437
"G1901030","1900","Iowa","190","Johnson","1030","Johnson","31","1030",24817,24817
"G1901050","1900","Iowa","190","Jones","1050","Jones","31","1050",21954,21954
"G1901070","1900","Iowa","190","Keokuk","1070","Keokuk","31","1070",24979,24979
"G1901090","1900","Iowa","190","Kossuth","1090","Kossuth","31","1090",22720,22720
"G1901110","1900","Iowa","190","Lee","1110","Lee","31","1110",39719,39719
"G1901130","1900","Iowa","190","Linn","1130","Linn","31","1130",55392,55392
"G1901150","1900","Iowa","190","Louisa","1150","Louisa","31","1150",13516,13516
"G1901170","1900","Iowa","190","Lucas","1170","Lucas","31","1170",16126,16126
"G1901190","1900","Iowa","190","Lyon","1190","Lyon","31","1190",13165,13165
"G1901210","1900","Iowa","190","Madison","1210","Madison","31","1210",17710,17710
"G1901230","1900","Iowa","190","Mahaska","1230","Mahaska","31","1230",34273,34273
"G1901250","1900","Iowa","190","Marion","1250","Marion","31","1250",24159,24159
"G1901270","1900","Iowa","190","Marshall","1270","Marshall","31","1270",29991,29991
"G1901290","1900","Iowa","190","Mills","1290","Mills","31","1290",16764,16764
"G1901310","1900","Iowa","190","Mitchell","1310","Mitchell","31","1310",14916,14916
"G1901330","1900","Iowa","190","Monona","1330","Monona","31","1330",17980,17980
"G1901350","1900","Iowa","190","Monroe","1350","Monroe","31","1350",17985,17985
"G1901370","1900","Iowa","190","Montgomery","1370","Montgomery","31","1370",17803,17803
"G1901390","1900","Iowa","190","Muscatine","1390","Muscatine","31","1390",28242,28242
"G1901410","1900","Iowa","190","O Brien","1410","O Brien","31","1410",16985,16985
"G1901430","1900","Iowa","190","Osceola","1430","Osceola","31","1430",8725,8725
"G1901450","1900","Iowa","190","Page","1450","Page","31","1450",24187,24187
"G1901470","1900","Iowa","190","Palo Alto","1470","Palo Alto","31","1470",14354,14354
"G1901490","1900","Iowa","190","Plymouth","1490","Plymouth","31","1490",22209,22209
"G1901510","1900","Iowa","190","Pocahontas","1510","Pocahontas","31","1510",15339,15339
"G1901530","1900","Iowa","190","Polk","1530","Polk","31","1530",82624,82624
"G1901550","1900","Iowa","190","Pottawattamie","1550","Pottawattamie","31","1550",54336,54336
"G1901570","1900","Iowa","190","Poweshiek","1570","Poweshiek","31","1570",19414,19414
"G1901590","1900","Iowa","190","Ringgold","1590","Ringgold","31","1590",15325,15325
"G1901610","1900","Iowa","190","Sac","1610","Sac","31","1610",17639,17639
"G1901630","1900","Iowa","190","Scott","1630","Scott","31","1630",51558,51558
"G1901650","1900","Iowa","190","Shelby","1650","Shelby","31","1650",17932,17932
"G1901670","1900","Iowa","190","Sioux","1670","Sioux","31","1670",23337,23337
"G1901690","1900","Iowa","190","Story","1690","Story","31","1690",23159,23159
"G1901710","1900","Iowa","190","Tama","1710","Tama","31","1710",24585,24585
"G1901730","1900","Iowa","190","Taylor","1730","Taylor","31","1730",18784,18784
"G1901750","1900","Iowa","190","Union","1750","Union","31","1750",19928,19928
"G1901770","1900","Iowa","190","Van Buren","1770","Van Buren","31","1770",17354,17354
"G1901790","1900","Iowa","190","Wapello","1790","Wapello","31","1790",35426,35426
"G1901810","1900","Iowa","190","Warren","1810","Warren","31","1810",20376,20376
"G1901830","1900","Iowa","190","Washington","1830","Washington","31","1830",20718,20718
"G1901850","1900","Iowa","190","Wayne","1850","Wayne","31","1850",17491,17491
"G1901870","1900","Iowa","190","Webster","1870","Webster","31","1870",31757,31757
"G1901890","1900","Iowa","190","Winnebago","1890","Winnebago","31","1890",12725,12725
"G1901910","1900","Iowa","190","Winneshiek","1910","Winneshiek","31","1910",23731,23731
"G1901930","1900","Iowa","190","Woodbury","1930","Woodbury","31","1930",54610,54610
"G1901950","1900","Iowa","190","Worth","1950","Worth","31","1950",10887,10887
"G1901970","1900","Iowa","190","Wright","1970","Wright","31","1970",18227,18227
"G1909015","1900","Iowa","190","Sac and Fox Indian Reservation (Iowa part)","9015","Sac and Fox Indian Reservation (Iowa part)","31","1615",,
"G2000010","1900","Kansas","200","Allen","0010","Allen","32","10",19507,19507
"G2000030","1900","Kansas","200","Anderson","0030","Anderson","32","30",13938,13938
"G2000050","1900","Kansas","200","Atchison","0050","Atchison","32","50",28606,28606
"G2000070","1900","Kansas","200","Barber","0070","Barber","32","70",6594,6594
"G2000090","1900","Kansas","200","Barton","0090","Barton","32","90",13784,13784
"G2000110","1900","Kansas","200","Bourbon","0110","Bourbon","32","110",24712,24712
"G2000130","1900","Kansas","200","Brown","0130","Brown","32","130",22369,22369
"G2000150","1900","Kansas","200","Butler","0150","Butler","32","150",23363,23363
"G2000170","1900","Kansas","200","Chase","0170","Chase","32","170",8246,8246
"G2000190","1900","Kansas","200","Chautauqua","0190","Chautauqua","32","190",11804,11804
"G2000210","1900","Kansas","200","Cherokee","0210","Cherokee","32","210",42694,42694
"G2000230","1900","Kansas","200","Cheyenne","0230","Cheyenne","32","230",2640,2640
"G2000250","1900","Kansas","200","Clark","0250","Clark","32","250",1701,1701
"G2000270","1900","Kansas","200","Clay","0270","Clay","32","270",15833,15833
"G2000290","1900","Kansas","200","Cloud","0290","Cloud","32","290",18071,18071
"G2000310","1900","Kansas","200","Coffey","0310","Coffey","32","310",16643,16643
"G2000330","1900","Kansas","200","Comanche","0330","Comanche","32","330",1619,1619
"G2000350","1900","Kansas","200","Cowley","0350","Cowley","32","350",30156,30156
"G2000370","1900","Kansas","200","Crawford","0370","Crawford","32","370",38809,38809
"G2000390","1900","Kansas","200","Decatur","0390","Decatur","32","390",9234,9234
"G2000410","1900","Kansas","200","Dickinson","0410","Dickinson","32","410",21816,21816
"G2000430","1900","Kansas","200","Doniphan","0430","Doniphan","32","430",15079,15079
"G2000450","1900","Kansas","200","Douglas","0450","Douglas","32","450",25096,25096
"G2000470","1900","Kansas","200","Edwards","0470","Edwards","32","470",3682,3682
"G2000490","1900","Kansas","200","Elk","0490","Elk","32","490",11443,11443
"G2000510","1900","Kansas","200","Ellis","0510","Ellis","32","510",8626,8626
"G2000530","1900","Kansas","200","Ellsworth","0530","Ellsworth","32","530",9626,9626
"G2000550","1900","Kansas","200","Finney","0550","Finney","32","550",3469,3469
"G2000570","1900","Kansas","200","Ford","0570","Ford","32","570",5497,5497
"G2000590","1900","Kansas","200","Franklin","0590","Franklin","32","590",21354,21354
"G2000610","1900","Kansas","200","Geary","0610","Geary","32","610",10744,10744
"G2000630","1900","Kansas","200","Gove","0630","Gove","32","630",2441,2441
"G2000650","1900","Kansas","200","Graham","0650","Graham","32","650",5173,5173
"G2000670","1900","Kansas","200","Grant","0670","Grant","32","670",422,422
"G2000690","1900","Kansas","200","Gray","0690","Gray","32","690",1264,1264
"G2000710","1900","Kansas","200","Greeley","0710","Greeley","32","710",493,493
"G2000730","1900","Kansas","200","Greenwood","0730","Greenwood","32","730",16196,16196
"G2000750","1900","Kansas","200","Hamilton","0750","Hamilton","32","750",1426,1426
"G2000770","1900","Kansas","200","Harper","0770","Harper","32","770",10310,10310
"G2000790","1900","Kansas","200","Harvey","0790","Harvey","32","790",17591,17591
"G2000810","1900","Kansas","200","Haskell","0810","Haskell","32","810",457,457
"G2000830","1900","Kansas","200","Hodgeman","0830","Hodgeman","32","830",2032,2032
"G2000850","1900","Kansas","200","Jackson","0850","Jackson","32","850",17117,17117
"G2000870","1900","Kansas","200","Jefferson","0870","Jefferson","32","870",17533,17533
"G2000890","1900","Kansas","200","Jewell","0890","Jewell","32","890",19420,19420
"G2000910","1900","Kansas","200","Johnson","0910","Johnson","32","910",18104,18104
"G2000930","1900","Kansas","200","Kearny","0930","Kearny","32","930",1107,1107
"G2000950","1900","Kansas","200","Kingman","0950","Kingman","32","950",10663,10663
"G2000970","1900","Kansas","200","Kiowa","0970","Kiowa","32","970",2365,2365
"G2000990","1900","Kansas","200","Labette","0990","Labette","32","990",27387,27387
"G2001010","1900","Kansas","200","Lane","1010","Lane","32","1010",1563,1563
"G2001030","1900","Kansas","200","Leavenworth","1030","Leavenworth","32","1030",40940,40940
"G2001050","1900","Kansas","200","Lincoln","1050","Lincoln","32","1050",9886,9886
"G2001070","1900","Kansas","200","Linn","1070","Linn","32","1070",16689,16689
"G2001090","1900","Kansas","200","Logan","1090","Logan","32","1090",1962,1962
"G2001110","1900","Kansas","200","Lyon","1110","Lyon","32","1110",25074,25074
"G2001130","1900","Kansas","200","McPherson","1130","Mcpherson","32","1130",21421,21421
"G2001150","1900","Kansas","200","Marion","1150","Marion","32","1150",20676,20676
"G2001170","1900","Kansas","200","Marshall","1170","Marshall","32","1170",24355,24355
"G2001190","1900","Kansas","200","Meade","1190","Meade","32","1190",1581,1581
"G2001210","1900","Kansas","200","Miami","1210","Miami","32","1210",21641,21641
"G2001230","1900","Kansas","200","Mitchell","1230","Mitchell","32","1230",14647,14647
"G2001250","1900","Kansas","200","Montgomery","1250","Montgomery","32","1250",29039,29039
"G2001270","1900","Kansas","200","Morris","1270","Morris","32","1270",11967,11967
"G2001290","1900","Kansas","200","Morton","1290","Morton","32","1290",304,304
"G2001310","1900","Kansas","200","Nemaha","1310","Nemaha","32","1310",20376,20376
"G2001330","1900","Kansas","200","Neosho","1330","Neosho","32","1330",19254,19254
"G2001350","1900","Kansas","200","Ness","1350","Ness","32","1350",4535,4535
"G2001370","1900","Kansas","200","Norton","1370","Norton","32","1370",11325,11325
"G2001390","1900","Kansas","200","Osage","1390","Osage","32","1390",23659,23659
"G2001410","1900","Kansas","200","Osborne","1410","Osborne","32","1410",11844,11844
"G2001430","1900","Kansas","200","Ottawa","1430","Ottawa","32","1430",11182,11182
"G2001450","1900","Kansas","200","Pawnee","1450","Pawnee","32","1450",5084,5084
"G2001470","1900","Kansas","200","Phillips","1470","Phillips","32","1470",14442,14442
"G2001490","1900","Kansas","200","Pottawatomie","1490","Pottawatomie","32","1490",18470,18470
"G2001510","1900","Kansas","200","Pratt","1510","Pratt","32","1510",7085,7085
"G2001530","1900","Kansas","200","Rawlins","1530","Rawlins","32","1530",5241,5241
"G2001550","1900","Kansas","200","Reno","1550","Reno","32","1550",29027,29027
"G2001570","1900","Kansas","200","Republic","1570","Republic","32","1570",18248,18248
"G2001590","1900","Kansas","200","Rice","1590","Rice","32","1590",14745,14745
"G2001610","1900","Kansas","200","Riley","1610","Riley","32","1610",13828,13828
"G2001630","1900","Kansas","200","Rooks","1630","Rooks","32","1630",7960,7960
"G2001650","1900","Kansas","200","Rush","1650","Rush","32","1650",6134,6134
"G2001670","1900","Kansas","200","Russell","1670","Russell","32","1670",8489,8489
"G2001690","1900","Kansas","200","Saline","1690","Saline","32","1690",17076,17076
"G2001710","1900","Kansas","200","Scott","1710","Scott","32","1710",1098,1098
"G2001730","1900","Kansas","200","Sedgwick","1730","Sedgwick","32","1730",44037,44037
"G2001750","1900","Kansas","200","Seward","1750","Seward","32","1750",822,822
"G2001770","1900","Kansas","200","Shawnee","1770","Shawnee","32","1770",53727,53727
"G2001790","1900","Kansas","200","Sheridan","1790","Sheridan","32","1790",3819,3819
"G2001810","1900","Kansas","200","Sherman","1810","Sherman","32","1810",3341,3341
"G2001830","1900","Kansas","200","Smith","1830","Smith","32","1830",16384,16384
"G2001850","1900","Kansas","200","Stafford","1850","Stafford","32","1850",9829,9829
"G2001870","1900","Kansas","200","Stanton","1870","Stanton","32","1870",327,327
"G2001890","1900","Kansas","200","Stevens","1890","Stevens","32","1890",620,620
"G2001910","1900","Kansas","200","Sumner","1910","Sumner","32","1910",25631,25631
"G2001930","1900","Kansas","200","Thomas","1930","Thomas","32","1930",4112,4112
"G2001950","1900","Kansas","200","Trego","1950","Trego","32","1950",2722,2722
"G2001970","1900","Kansas","200","Wabaunsee","1970","Wabaunsee","32","1970",12813,12813
"G2001990","1900","Kansas","200","Wallace","1990","Wallace","32","1990",1178,1178
"G2002010","1900","Kansas","200","Washington","2010","Washington","32","2010",21963,21963
"G2002030","1900","Kansas","200","Wichita","2030","Wichita","32","2030",1197,1197
"G2002050","1900","Kansas","200","Wilson","2050","Wilson","32","2050",15621,15621
"G2002070","1900","Kansas","200","Woodson","2070","Woodson","32","2070",10022,10022
"G2002090","1900","Kansas","200","Wyandotte","2090","Wyandotte","32","2090",73227,73227
"G2009015","1900","Kansas","200","Kikapoo Indian Reservation","9015","Kikapoo Indian Reservation","32","935",,
"G2009035","1900","Kansas","200","Pottawatomi Indian Reservation","9035","Pottawatomi Indian Reservation","32","1495",,
"G2009055","1900","Kansas","200","Sac and Fox Indian Reservation (Kansas part)","9055","Sac and Fox Indian Reservation (Kansas part)","32","1675",,
"G2100010","1900","Kentucky","210","Adair","0010","Adair","51","10",14888,14888
"G2100030","1900","Kentucky","210","Allen","0030","Allen","51","30",14657,14657
"G2100050","1900","Kentucky","210","Anderson","0050","Anderson","51","50",10051,10051
"G2100070","1900","Kentucky","210","Ballard","0070","Ballard","51","70",10761,10761
"G2100090","1900","Kentucky","210","Barren","0090","Barren","51","90",23197,23197
"G2100110","1900","Kentucky","210","Bath","0110","Bath","51","110",14734,14734
"G2100130","1900","Kentucky","210","Bell","0130","Bell","51","130",15701,15701
"G2100150","1900","Kentucky","210","Boone","0150","Boone","51","150",11170,11170
"G2100170","1900","Kentucky","210","Bourbon","0170","Bourbon","51","170",18069,18069
"G2100190","1900","Kentucky","210","Boyd","0190","Boyd","51","190",18834,18834
"G2100210","1900","Kentucky","210","Boyle","0210","Boyle","51","210",13817,13817
"G2100230","1900","Kentucky","210","Bracken","0230","Bracken","51","230",12137,12137
"G2100250","1900","Kentucky","210","Breathitt","0250","Breathitt","51","250",14322,14322
"G2100270","1900","Kentucky","210","Breckinridge","0270","Breckinridge","51","270",20534,20534
"G2100290","1900","Kentucky","210","Bullitt","0290","Bullitt","51","290",9602,9602
"G2100310","1900","Kentucky","210","Butler","0310","Butler","51","310",15896,15896
"G2100330","1900","Kentucky","210","Caldwell","0330","Caldwell","51","330",14510,14510
"G2100350","1900","Kentucky","210","Calloway","0350","Calloway","51","350",17633,17633
"G2100370","1900","Kentucky","210","Campbell","0370","Campbell","51","370",54223,54223
"G2100390","1900","Kentucky","210","Carlisle","0390","Carlisle","51","390",10195,10195
"G2100410","1900","Kentucky","210","Carroll","0410","Carroll","51","410",9825,9825
"G2100430","1900","Kentucky","210","Carter","0430","Carter","51","430",20228,20228
"G2100450","1900","Kentucky","210","Casey","0450","Casey","51","450",15144,15144
"G2100470","1900","Kentucky","210","Christian","0470","Christian","51","470",37962,37962
"G2100490","1900","Kentucky","210","Clark","0490","Clark","51","490",16694,16694
"G2100510","1900","Kentucky","210","Clay","0510","Clay","51","510",15364,15364
"G2100530","1900","Kentucky","210","Clinton","0530","Clinton","51","530",7871,7871
"G2100550","1900","Kentucky","210","Crittenden","0550","Crittenden","51","550",15191,15191
"G2100570","1900","Kentucky","210","Cumberland","0570","Cumberland","51","570",8962,8962
"G2100590","1900","Kentucky","210","Daviess","0590","Daviess","51","590",38667,38667
"G2100610","1900","Kentucky","210","Edmonson","0610","Edmonson","51","610",10080,10080
"G2100630","1900","Kentucky","210","Elliott","0630","Elliott","51","630",10387,10387
"G2100650","1900","Kentucky","210","Estill","0650","Estill","51","650",11669,11669
"G2100670","1900","Kentucky","210","Fayette","0670","Fayette","51","670",42071,42071
"G2100690","1900","Kentucky","210","Fleming","0690","Fleming","51","690",17074,17074
"G2100710","1900","Kentucky","210","Floyd","0710","Floyd","51","710",15552,15552
"G2100730","1900","Kentucky","210","Franklin","0730","Franklin","51","730",20852,20852
"G2100750","1900","Kentucky","210","Fulton","0750","Fulton","51","750",11546,11546
"G2100770","1900","Kentucky","210","Gallatin","0770","Gallatin","51","770",5163,5163
"G2100790","1900","Kentucky","210","Garrard","0790","Garrard","51","790",12042,12042
"G2100810","1900","Kentucky","210","Grant","0810","Grant","51","810",13239,13239
"G2100830","1900","Kentucky","210","Graves","0830","Graves","51","830",33204,33204
"G2100850","1900","Kentucky","210","Grayson","0850","Grayson","51","850",19878,19878
"G2100870","1900","Kentucky","210","Green","0870","Green","51","870",12255,12255
"G2100890","1900","Kentucky","210","Greenup","0890","Greenup","51","890",15432,15432
"G2100910","1900","Kentucky","210","Hancock","0910","Hancock","51","910",8914,8914
"G2100930","1900","Kentucky","210","Hardin","0930","Hardin","51","930",22937,22937
"G2100950","1900","Kentucky","210","Harlan","0950","Harlan","51","950",9838,9838
"G2100970","1900","Kentucky","210","Harrison","0970","Harrison","51","970",18570,18570
"G2100990","1900","Kentucky","210","Hart","0990","Hart","51","990",18390,18390
"G2101010","1900","Kentucky","210","Henderson","1010","Henderson","51","1010",32907,32907
"G2101030","1900","Kentucky","210","Henry","1030","Henry","51","1030",14620,14620
"G2101050","1900","Kentucky","210","Hickman","1050","Hickman","51","1050",11745,11745
"G2101070","1900","Kentucky","210","Hopkins","1070","Hopkins","51","1070",30995,30995
"G2101090","1900","Kentucky","210","Jackson","1090","Jackson","51","1090",10561,10561
"G2101110","1900","Kentucky","210","Jefferson","1110","Jefferson","51","1110",232549,232549
"G2101130","1900","Kentucky","210","Jessamine","1130","Jessamine","51","1130",11925,11925
"G2101150","1900","Kentucky","210","Johnson","1150","Johnson","51","1150",13730,13730
"G2101170","1900","Kentucky","210","Kenton","1170","Kenton","51","1170",63591,63591
"G2101190","1900","Kentucky","210","Knott","1190","Knott","51","1190",8704,8704
"G2101210","1900","Kentucky","210","Knox","1210","Knox","51","1210",17372,17372
"G2101230","1900","Kentucky","210","Larue","1230","Larue","51","1230",10764,10764
"G2101250","1900","Kentucky","210","Laurel","1250","Laurel","51","1250",17592,17592
"G2101270","1900","Kentucky","210","Lawrence","1270","Lawrence","51","1270",19612,19612
"G2101290","1900","Kentucky","210","Lee","1290","Lee","51","1290",7988,7988
"G2101310","1900","Kentucky","210","Leslie","1310","Leslie","51","1310",6753,6753
"G2101330","1900","Kentucky","210","Letcher","1330","Letcher","51","1330",9172,9172
"G2101350","1900","Kentucky","210","Lewis","1350","Lewis","51","1350",17868,17868
"G2101370","1900","Kentucky","210","Lincoln","1370","Lincoln","51","1370",17059,17059
"G2101390","1900","Kentucky","210","Livingston","1390","Livingston","51","1390",11354,11354
"G2101410","1900","Kentucky","210","Logan","1410","Logan","51","1410",25994,25994
"G2101430","1900","Kentucky","210","Lyon","1430","Lyon","51","1430",9319,9319
"G2101450","1900","Kentucky","210","McCracken","1450","Mccracken","51","1450",28733,28733
"G2101490","1900","Kentucky","210","McLean","1490","Mclean","51","1490",12448,12448
"G2101510","1900","Kentucky","210","Madison","1510","Madison","51","1510",25607,25607
"G2101530","1900","Kentucky","210","Magoffin","1530","Magoffin","51","1530",12006,12006
"G2101550","1900","Kentucky","210","Marion","1550","Marion","51","1550",16290,16290
"G2101570","1900","Kentucky","210","Marshall","1570","Marshall","51","1570",13692,13692
"G2101590","1900","Kentucky","210","Martin","1590","Martin","51","1590",5780,5780
"G2101610","1900","Kentucky","210","Mason","1610","Mason","51","1610",20446,20446
"G2101630","1900","Kentucky","210","Meade","1630","Meade","51","1630",10533,10533
"G2101650","1900","Kentucky","210","Menifee","1650","Menifee","51","1650",6818,6818
"G2101670","1900","Kentucky","210","Mercer","1670","Mercer","51","1670",14426,14426
"G2101690","1900","Kentucky","210","Metcalfe","1690","Metcalfe","51","1690",9988,9988
"G2101710","1900","Kentucky","210","Monroe","1710","Monroe","51","1710",13053,13053
"G2101730","1900","Kentucky","210","Montgomery","1730","Montgomery","51","1730",12834,12834
"G2101750","1900","Kentucky","210","Morgan","1750","Morgan","51","1750",12792,12792
"G2101770","1900","Kentucky","210","Muhlenberg","1770","Muhlenberg","51","1770",20741,20741
"G2101790","1900","Kentucky","210","Nelson","1790","Nelson","51","1790",16587,16587
"G2101810","1900","Kentucky","210","Nicholas","1810","Nicholas","51","1810",11952,11952
"G2101830","1900","Kentucky","210","Ohio","1830","Ohio","51","1830",27287,27287
"G2101850","1900","Kentucky","210","Oldham","1850","Oldham","51","1850",7078,7078
"G2101870","1900","Kentucky","210","Owen","1870","Owen","51","1870",17553,17553
"G2101890","1900","Kentucky","210","Owsley","1890","Owsley","51","1890",6874,6874
"G2101910","1900","Kentucky","210","Pendleton","1910","Pendleton","51","1910",14947,14947
"G2101930","1900","Kentucky","210","Perry","1930","Perry","51","1930",8276,8276
"G2101950","1900","Kentucky","210","Pike","1950","Pike","51","1950",22686,22686
"G2101970","1900","Kentucky","210","Powell","1970","Powell","51","1970",6443,6443
"G2101990","1900","Kentucky","210","Pulaski","1990","Pulaski","51","1990",31293,31293
"G2102010","1900","Kentucky","210","Robertson","2010","Robertson","51","2010",4900,4900
"G2102030","1900","Kentucky","210","Rockcastle","2030","Rockcastle","51","2030",12416,12416
"G2102050","1900","Kentucky","210","Rowan","2050","Rowan","51","2050",8277,8277
"G2102070","1900","Kentucky","210","Russell","2070","Russell","51","2070",9695,9695
"G2102090","1900","Kentucky","210","Scott","2090","Scott","51","2090",18076,18076
"G2102110","1900","Kentucky","210","Shelby","2110","Shelby","51","2110",18340,18340
"G2102130","1900","Kentucky","210","Simpson","2130","Simpson","51","2130",11624,11624
"G2102150","1900","Kentucky","210","Spencer","2150","Spencer","51","2150",7406,7406
"G2102170","1900","Kentucky","210","Taylor","2170","Taylor","51","2170",11075,11075
"G2102190","1900","Kentucky","210","Todd","2190","Todd","51","2190",17371,17371
"G2102210","1900","Kentucky","210","Trigg","2210","Trigg","51","2210",14073,14073
"G2102230","1900","Kentucky","210","Trimble","2230","Trimble","51","2230",7272,7272
"G2102250","1900","Kentucky","210","Union","2250","Union","51","2250",21326,21326
"G2102270","1900","Kentucky","210","Warren","2270","Warren","51","2270",29970,29970
"G2102290","1900","Kentucky","210","Washington","2290","Washington","51","2290",14182,14182
"G2102310","1900","Kentucky","210","Wayne","2310","Wayne","51","2310",14892,14892
"G2102330","1900","Kentucky","210","Webster","2330","Webster","51","2330",20097,20097
"G2102350","1900","Kentucky","210","Whitley","2350","Whitley","51","2350",25015,25015
"G2102370","1900","Kentucky","210","Wolfe","2370","Wolfe","51","2370",8764,8764
"G2102390","1900","Kentucky","210","Woodford","2390","Woodford","51","2390",13134,13134
"G2200010","1900","Louisiana","220","Acadia","0010","Acadia","45","10",23483,23483
"G2200050","1900","Louisiana","220","Ascension","0050","Ascension","45","50",24142,24142
