GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AYM001,AYU001
"G4700330","1900","Tennessee","470","Crockett","0330","Crockett","54","330",15867,15867
"G4700350","1900","Tennessee","470","Cumberland","0350","Cumberland","54","350",8311,8311
"G4700370","1900","Tennessee","470","Davidson","0370","Davidson","54","370",122815,122815
"G4700390","1900","Tennessee","470","Decatur","0390","Decatur","54","390",10439,10439
"G4700410","1900","Tennessee","470","DeKalb","0410","De Kalb","54","410",16460,16460
"G4700430","1900","Tennessee","470","Dickson","0430","Dickson","54","430",18635,18635
"G4700450","1900","Tennessee","470","Dyer","0450","Dyer","54","450",23776,23776
"G4700470","1900","Tennessee","470","Fayette","0470","Fayette","54","470",29701,29701
"G4700490","1900","Tennessee","470","Fentress","0490","Fentress","54","490",6106,6106
"G4700510","1900","Tennessee","470","Franklin","0510","Franklin","54","510",20392,20392
"G4700530","1900","Tennessee","470","Gibson","0530","Gibson","54","530",39408,39408
"G4700550","1900","Tennessee","470","Giles","0550","Giles","54","550",33035,33035
"G4700570","1900","Tennessee","470","Grainger","0570","Grainger","54","570",15512,15512
"G4700590","1900","Tennessee","470","Greene","0590","Greene","54","590",30596,30596
"G4700610","1900","Tennessee","470","Grundy","0610","Grundy","54","610",7802,7802
"G4700630","1900","Tennessee","470","Hamblen","0630","Hamblen","54","630",12728,12728
"G4700650","1900","Tennessee","470","Hamilton","0650","Hamilton","54","650",61695,61695
"G4700670","1900","Tennessee","470","Hancock","0670","Hancock","54","670",11147,11147
"G4700690","1900","Tennessee","470","Hardeman","0690","Hardeman","54","690",22976,22976
"G4700710","1900","Tennessee","470","Hardin","0710","Hardin","54","710",19246,19246
"G4700730","1900","Tennessee","470","Hawkins","0730","Hawkins","54","730",24267,24267
"G4700750","1900","Tennessee","470","Haywood","0750","Haywood","54","750",25189,25189
"G4700770","1900","Tennessee","470","Henderson","0770","Henderson","54","770",18117,18117
"G4700790","1900","Tennessee","470","Henry","0790","Henry","54","790",24208,24208
"G4700810","1900","Tennessee","470","Hickman","0810","Hickman","54","810",16367,16367
"G4700830","1900","Tennessee","470","Houston","0830","Houston","54","830",6476,6476
"G4700850","1900","Tennessee","470","Humphreys","0850","Humphreys","54","850",13398,13398
"G4700870","1900","Tennessee","470","Jackson","0870","Jackson","54","870",15039,15039
"G4700875","1900","Tennessee","470","James","0875","James","54","875",5407,5407
"G4700890","1900","Tennessee","470","Jefferson","0890","Jefferson","54","890",18590,18590
"G4700910","1900","Tennessee","470","Johnson","0910","Johnson","54","910",10589,10589
"G4700930","1900","Tennessee","470","Knox","0930","Knox","54","930",74302,74302
"G4700950","1900","Tennessee","470","Lake","0950","Lake","54","950",7368,7368
"G4700970","1900","Tennessee","470","Lauderdale","0970","Lauderdale","54","970",21971,21971
"G4700990","1900","Tennessee","470","Lawrence","0990","Lawrence","54","990",15402,15402
"G4701010","1900","Tennessee","470","Lewis","1010","Lewis","54","1010",4455,4455
"G4701030","1900","Tennessee","470","Lincoln","1030","Lincoln","54","1030",26304,26304
"G4701050","1900","Tennessee","470","Loudon","1050","Loudon","54","1050",10838,10838
"G4701070","1900","Tennessee","470","McMinn","1070","Mcminn","54","1070",19163,19163
"G4701090","1900","Tennessee","470","McNairy","1090","Mcnairy","54","1090",17760,17760
"G4701110","1900","Tennessee","470","Macon","1110","Macon","54","1110",12881,12881
"G4701130","1900","Tennessee","470","Madison","1130","Madison","54","1130",36333,36333
"G4701150","1900","Tennessee","470","Marion","1150","Marion","54","1150",17281,17281
"G4701170","1900","Tennessee","470","Marshall","1170","Marshall","54","1170",18763,18763
"G4701190","1900","Tennessee","470","Maury","1190","Maury","54","1190",42703,42703
"G4701210","1900","Tennessee","470","Meigs","1210","Meigs","54","1210",7491,7491
"G4701230","1900","Tennessee","470","Monroe","1230","Monroe","54","1230",18585,18585
"G4701250","1900","Tennessee","470","Montgomery","1250","Montgomery","54","1250",36017,36017
"G4701270","1900","Tennessee","470","Moore","1270","Moore","54","1270",5706,5706
"G4701290","1900","Tennessee","470","Morgan","1290","Morgan","54","1290",9587,9587
"G4701310","1900","Tennessee","470","Obion","1310","Obion","54","1310",28286,28286
"G4701330","1900","Tennessee","470","Overton","1330","Overton","54","1330",13353,13353
"G4701350","1900","Tennessee","470","Perry","1350","Perry","54","1350",8800,8800
"G4701370","1900","Tennessee","470","Pickett","1370","Pickett","54","1370",5366,5366
"G4701390","1900","Tennessee","470","Polk","1390","Polk","54","1390",11357,11357
"G4701410","1900","Tennessee","470","Putnam","1410","Putnam","54","1410",16890,16890
"G4701430","1900","Tennessee","470","Rhea","1430","Rhea","54","1430",14318,14318
"G4701450","1900","Tennessee","470","Roane","1450","Roane","54","1450",22738,22738
"G4701470","1900","Tennessee","470","Robertson","1470","Robertson","54","1470",25029,25029
"G4701490","1900","Tennessee","470","Rutherford","1490","Rutherford","54","1490",33543,33543
"G4701510","1900","Tennessee","470","Scott","1510","Scott","54","1510",11077,11077
"G4701530","1900","Tennessee","470","Sequatchie","1530","Sequatchie","54","1530",3326,3326
"G4701550","1900","Tennessee","470","Sevier","1550","Sevier","54","1550",22021,22021
"G4701570","1900","Tennessee","470","Shelby","1570","Shelby","54","1570",153557,153557
"G4701590","1900","Tennessee","470","Smith","1590","Smith","54","1590",19026,19026
"G4701610","1900","Tennessee","470","Stewart","1610","Stewart","54","1610",15224,15224
"G4701630","1900","Tennessee","470","Sullivan","1630","Sullivan","54","1630",24935,24935
"G4701650","1900","Tennessee","470","Sumner","1650","Sumner","54","1650",26072,26072
"G4701670","1900","Tennessee","470","Tipton","1670","Tipton","54","1670",29273,29273
"G4701690","1900","Tennessee","470","Trousdale","1690","Trousdale","54","1690",6004,6004
"G4701710","1900","Tennessee","470","Unicoi","1710","Unicoi","54","1710",5851,5851
"G4701730","1900","Tennessee","470","Union","1730","Union","54","1730",12894,12894
"G4701750","1900","Tennessee","470","Van Buren","1750","Van Buren","54","1750",3126,3126
"G4701770","1900","Tennessee","470","Warren","1770","Warren","54","1770",16410,16410
"G4701790","1900","Tennessee","470","Washington","1790","Washington","54","1790",22604,22604
"G4701810","1900","Tennessee","470","Wayne","1810","Wayne","54","1810",12936,12936
"G4701830","1900","Tennessee","470","Weakley","1830","Weakley","54","1830",32546,32546
"G4701850","1900","Tennessee","470","White","1850","White","54","1850",14157,14157
"G4701870","1900","Tennessee","470","Williamson","1870","Williamson","54","1870",26429,26429
"G4701890","1900","Tennessee","470","Wilson","1890","Wilson","54","1890",27078,27078
"G4800010","1900","Texas","480","Anderson","0010","Anderson","49","10",28015,28015
"G4800030","1900","Texas","480","Andrews","0030","Andrews","49","30",87,87
"G4800050","1900","Texas","480","Angelina","0050","Angelina","49","50",13481,13481
"G4800070","1900","Texas","480","Aransas","0070","Aransas","49","70",1716,1716
"G4800090","1900","Texas","480","Archer","0090","Archer","49","90",2508,2508
"G4800110","1900","Texas","480","Armstrong","0110","Armstrong","49","110",1205,1205
"G4800130","1900","Texas","480","Atascosa","0130","Atascosa","49","130",7143,7143
"G4800150","1900","Texas","480","Austin","0150","Austin","49","150",20676,20676
"G4800170","1900","Texas","480","Bailey","0170","Bailey","49","170",4,4
"G4800190","1900","Texas","480","Bandera","0190","Bandera","49","190",5332,5332
"G4800210","1900","Texas","480","Bastrop","0210","Bastrop","49","210",26845,26845
"G4800230","1900","Texas","480","Baylor","0230","Baylor","49","230",3052,3052
"G4800250","1900","Texas","480","Bee","0250","Bee","49","250",7720,7720
"G4800270","1900","Texas","480","Bell","0270","Bell","49","270",45535,45535
"G4800290","1900","Texas","480","Bexar","0290","Bexar","49","290",69422,69422
"G4800310","1900","Texas","480","Blanco","0310","Blanco","49","310",4703,4703
"G4800330","1900","Texas","480","Borden","0330","Borden","49","330",776,776
"G4800350","1900","Texas","480","Bosque","0350","Bosque","49","350",17390,17390
"G4800370","1900","Texas","480","Bowie","0370","Bowie","49","370",26676,26676
"G4800390","1900","Texas","480","Brazoria","0390","Brazoria","49","390",14861,14861
"G4800410","1900","Texas","480","Brazos","0410","Brazos","49","410",18859,18859
"G4800430","1900","Texas","480","Brewster","0430","Brewster","49","430",2356,2356
"G4800450","1900","Texas","480","Briscoe","0450","Briscoe","49","450",1253,1253
"G4800490","1900","Texas","480","Brown","0490","Brown","49","490",16019,16019
"G4800510","1900","Texas","480","Burleson","0510","Burleson","49","510",18367,18367
"G4800530","1900","Texas","480","Burnet","0530","Burnet","49","530",10528,10528
"G4800550","1900","Texas","480","Caldwell","0550","Caldwell","49","550",21765,21765
"G4800570","1900","Texas","480","Calhoun","0570","Calhoun","49","570",2395,2395
"G4800590","1900","Texas","480","Callahan","0590","Callahan","49","590",8768,8768
"G4800610","1900","Texas","480","Cameron","0610","Cameron","49","610",16095,16095
"G4800630","1900","Texas","480","Camp","0630","Camp","49","630",9146,9146
"G4800650","1900","Texas","480","Carson","0650","Carson","49","650",469,469
"G4800670","1900","Texas","480","Cass","0670","Cass","49","670",22841,22841
"G4800690","1900","Texas","480","Castro","0690","Castro","49","690",400,400
"G4800710","1900","Texas","480","Chambers","0710","Chambers","49","710",3046,3046
"G4800730","1900","Texas","480","Cherokee","0730","Cherokee","49","730",25154,25154
"G4800750","1900","Texas","480","Childress","0750","Childress","49","750",2138,2138
"G4800770","1900","Texas","480","Clay","0770","Clay","49","770",9231,9231
"G4800790","1900","Texas","480","Cochran","0790","Cochran","49","790",25,25
"G4800810","1900","Texas","480","Coke","0810","Coke","49","810",3430,3430
"G4800830","1900","Texas","480","Coleman","0830","Coleman","49","830",10077,10077
"G4800850","1900","Texas","480","Collin","0850","Collin","49","850",50087,50087
"G4800870","1900","Texas","480","Collingsworth","0870","Collingsworth","49","870",1233,1233
"G4800890","1900","Texas","480","Colorado","0890","Colorado","49","890",22203,22203
"G4800910","1900","Texas","480","Comal","0910","Comal","49","910",7008,7008
"G4800930","1900","Texas","480","Comanche","0930","Comanche","49","930",23009,23009
"G4800950","1900","Texas","480","Concho","0950","Concho","49","950",1427,1427
"G4800970","1900","Texas","480","Cooke","0970","Cooke","49","970",27494,27494
"G4800990","1900","Texas","480","Coryell","0990","Coryell","49","990",21308,21308
"G4801010","1900","Texas","480","Cottle","1010","Cottle","49","1010",1002,1002
"G4801030","1900","Texas","480","Crane","1030","Crane","49","1030",51,51
"G4801050","1900","Texas","480","Crockett","1050","Crockett","49","1050",1591,1591
"G4801070","1900","Texas","480","Crosby","1070","Crosby","49","1070",788,788
"G4801110","1900","Texas","480","Dallam","1110","Dallam","49","1110",146,146
"G4801130","1900","Texas","480","Dallas","1130","Dallas","49","1130",82726,82726
"G4801150","1900","Texas","480","Dawson","1150","Dawson","49","1150",37,37
"G4801170","1900","Texas","480","Deaf Smith","1170","Deaf Smith","49","1170",843,843
"G4801190","1900","Texas","480","Delta","1190","Delta","49","1190",15249,15249
"G4801210","1900","Texas","480","Denton","1210","Denton","49","1210",28318,28318
"G4801230","1900","Texas","480","DeWitt","1230","De Witt","49","1230",21311,21311
"G4801250","1900","Texas","480","Dickens","1250","Dickens","49","1250",1151,1151
"G4801270","1900","Texas","480","Dimmit","1270","Dimmit","49","1270",1106,1106
"G4801290","1900","Texas","480","Donley","1290","Donley","49","1290",2756,2756
"G4801310","1900","Texas","480","Duval","1310","Duval","49","1310",8483,8483
"G4801330","1900","Texas","480","Eastland","1330","Eastland","49","1330",17971,17971
"G4801350","1900","Texas","480","Ector","1350","Ector","49","1350",381,381
"G4801370","1900","Texas","480","Edwards","1370","Edwards","49","1370",3108,3108
"G4801390","1900","Texas","480","Ellis","1390","Ellis","49","1390",50059,50059
"G4801410","1900","Texas","480","El Paso","1410","El Paso","49","1410",24886,24886
"G4801430","1900","Texas","480","Erath","1430","Erath","49","1430",29966,29966
"G4801450","1900","Texas","480","Falls","1450","Falls","49","1450",33342,33342
"G4801470","1900","Texas","480","Fannin","1470","Fannin","49","1470",51793,51793
"G4801490","1900","Texas","480","Fayette","1490","Fayette","49","1490",36542,36542
"G4801510","1900","Texas","480","Fisher","1510","Fisher","49","1510",3708,3708
"G4801530","1900","Texas","480","Floyd","1530","Floyd","49","1530",2020,2020
"G4801550","1900","Texas","480","Foard","1550","Foard","49","1550",1568,1568
"G4801570","1900","Texas","480","Fort Bend","1570","Fort Bend","49","1570",16538,16538
"G4801590","1900","Texas","480","Franklin","1590","Franklin","49","1590",8674,8674
"G4801610","1900","Texas","480","Freestone","1610","Freestone","49","1610",18910,18910
"G4801630","1900","Texas","480","Frio","1630","Frio","49","1630",4200,4200
"G4801650","1900","Texas","480","Gaines","1650","Gaines","49","1650",55,55
"G4801670","1900","Texas","480","Galveston","1670","Galveston","49","1670",44116,44116
"G4801690","1900","Texas","480","Garza","1690","Garza","49","1690",185,185
"G4801710","1900","Texas","480","Gillespie","1710","Gillespie","49","1710",8229,8229
"G4801730","1900","Texas","480","Glasscock","1730","Glasscock","49","1730",286,286
"G4801750","1900","Texas","480","Goliad","1750","Goliad","49","1750",8310,8310
"G4801770","1900","Texas","480","Gonzales","1770","Gonzales","49","1770",28882,28882
"G4801790","1900","Texas","480","Gray","1790","Gray","49","1790",480,480
"G4801810","1900","Texas","480","Grayson","1810","Grayson","49","1810",63661,63661
"G4801830","1900","Texas","480","Gregg","1830","Gregg","49","1830",12343,12343
"G4801850","1900","Texas","480","Grimes","1850","Grimes","49","1850",26106,26106
"G4801870","1900","Texas","480","Guadalupe","1870","Guadalupe","49","1870",21385,21385
"G4801890","1900","Texas","480","Hale","1890","Hale","49","1890",1680,1680
"G4801910","1900","Texas","480","Hall","1910","Hall","49","1910",1670,1670
"G4801930","1900","Texas","480","Hamilton","1930","Hamilton","49","1930",13520,13520
"G4801950","1900","Texas","480","Hansford","1950","Hansford","49","1950",167,167
"G4801970","1900","Texas","480","Hardeman","1970","Hardeman","49","1970",3634,3634
"G4801990","1900","Texas","480","Hardin","1990","Hardin","49","1990",5049,5049
"G4802010","1900","Texas","480","Harris","2010","Harris","49","2010",63786,63786
"G4802030","1900","Texas","480","Harrison","2030","Harrison","49","2030",31878,31878
"G4802050","1900","Texas","480","Hartley","2050","Hartley","49","2050",377,377
"G4802070","1900","Texas","480","Haskell","2070","Haskell","49","2070",2637,2637
"G4802090","1900","Texas","480","Hays","2090","Hays","49","2090",14142,14142
"G4802110","1900","Texas","480","Hemphill","2110","Hemphill","49","2110",815,815
"G4802130","1900","Texas","480","Henderson","2130","Henderson","49","2130",19970,19970
"G4802150","1900","Texas","480","Hidalgo","2150","Hidalgo","49","2150",6837,6837
"G4802170","1900","Texas","480","Hill","2170","Hill","49","2170",41355,41355
"G4802190","1900","Texas","480","Hockley","2190","Hockley","49","2190",44,44
"G4802210","1900","Texas","480","Hood","2210","Hood","49","2210",9146,9146
"G4802230","1900","Texas","480","Hopkins","2230","Hopkins","49","2230",27950,27950
"G4802250","1900","Texas","480","Houston","2250","Houston","49","2250",25452,25452
"G4802270","1900","Texas","480","Howard","2270","Howard","49","2270",2528,2528
"G4802310","1900","Texas","480","Hunt","2310","Hunt","49","2310",47295,47295
"G4802330","1900","Texas","480","Hutchinson","2330","Hutchinson","49","2330",303,303
"G4802350","1900","Texas","480","Irion","2350","Irion","49","2350",848,848
"G4802370","1900","Texas","480","Jack","2370","Jack","49","2370",10224,10224
"G4802390","1900","Texas","480","Jackson","2390","Jackson","49","2390",6094,6094
"G4802410","1900","Texas","480","Jasper","2410","Jasper","49","2410",7138,7138
"G4802430","1900","Texas","480","Jeff Davis","2430","Jeff Davis","49","2430",1150,1150
"G4802450","1900","Texas","480","Jefferson","2450","Jefferson","49","2450",14239,14239
"G4802510","1900","Texas","480","Johnson","2510","Johnson","49","2510",33819,33819
"G4802530","1900","Texas","480","Jones","2530","Jones","49","2530",7053,7053
"G4802550","1900","Texas","480","Karnes","2550","Karnes","49","2550",8681,8681
"G4802570","1900","Texas","480","Kaufman","2570","Kaufman","49","2570",33376,33376
"G4802590","1900","Texas","480","Kendall","2590","Kendall","49","2590",4103,4103
"G4802630","1900","Texas","480","Kent","2630","Kent","49","2630",899,899
"G4802650","1900","Texas","480","Kerr","2650","Kerr","49","2650",4980,4980
"G4802670","1900","Texas","480","Kimble","2670","Kimble","49","2670",2503,2503
"G4802690","1900","Texas","480","King","2690","King","49","2690",490,490
"G4802710","1900","Texas","480","Kinney","2710","Kinney","49","2710",2447,2447
"G4802750","1900","Texas","480","Knox","2750","Knox","49","2750",2322,2322
"G4802770","1900","Texas","480","Lamar","2770","Lamar","49","2770",48627,48627
"G4802790","1900","Texas","480","Lamb","2790","Lamb","49","2790",31,31
"G4802810","1900","Texas","480","Lampasas","2810","Lampasas","49","2810",8625,8625
"G4802830","1900","Texas","480","La Salle","2830","La Salle","49","2830",2303,2303
"G4802850","1900","Texas","480","Lavaca","2850","Lavaca","49","2850",28121,28121
"G4802870","1900","Texas","480","Lee","2870","Lee","49","2870",14595,14595
"G4802890","1900","Texas","480","Leon","2890","Leon","49","2890",18072,18072
"G4802910","1900","Texas","480","Liberty","2910","Liberty","49","2910",8102,8102
"G4802930","1900","Texas","480","Limestone","2930","Limestone","49","2930",32573,32573
"G4802950","1900","Texas","480","Lipscomb","2950","Lipscomb","49","2950",790,790
"G4802970","1900","Texas","480","Live Oak","2970","Live Oak","49","2970",2268,2268
"G4802990","1900","Texas","480","Llano","2990","Llano","49","2990",7301,7301
"G4803010","1900","Texas","480","Loving","3010","Loving","49","3010",33,33
"G4803030","1900","Texas","480","Lubbock","3030","Lubbock","49","3030",293,293
"G4803050","1900","Texas","480","Lynn","3050","Lynn","49","3050",17,17
"G4803070","1900","Texas","480","McCulloch","3070","Mcculloch","49","3070",3960,3960
"G4803090","1900","Texas","480","McLennan","3090","Mclennan","49","3090",59772,59772
"G4803110","1900","Texas","480","McMullen","3110","Mcmullen","49","3110",1024,1024
"G4803130","1900","Texas","480","Madison","3130","Madison","49","3130",10432,10432
"G4803150","1900","Texas","480","Marion","3150","Marion","49","3150",10754,10754
"G4803170","1900","Texas","480","Martin","3170","Martin","49","3170",332,332
"G4803190","1900","Texas","480","Mason","3190","Mason","49","3190",5573,5573
"G4803210","1900","Texas","480","Matagorda","3210","Matagorda","49","3210",6097,6097
"G4803230","1900","Texas","480","Maverick","3230","Maverick","49","3230",4066,4066
"G4803250","1900","Texas","480","Medina","3250","Medina","49","3250",7783,7783
"G4803270","1900","Texas","480","Menard","3270","Menard","49","3270",2011,2011
"G4803290","1900","Texas","480","Midland","3290","Midland","49","3290",1741,1741
"G4803310","1900","Texas","480","Milam","3310","Milam","49","3310",39666,39666
"G4803330","1900","Texas","480","Mills","3330","Mills","49","3330",7851,7851
"G4803350","1900","Texas","480","Mitchell","3350","Mitchell","49","3350",2855,2855
"G4803370","1900","Texas","480","Montague","3370","Montague","49","3370",24800,24800
"G4803390","1900","Texas","480","Montgomery","3390","Montgomery","49","3390",17067,17067
"G4803410","1900","Texas","480","Moore","3410","Moore","49","3410",209,209
"G4803430","1900","Texas","480","Morris","3430","Morris","49","3430",8220,8220
"G4803450","1900","Texas","480","Motley","3450","Motley","49","3450",1257,1257
"G4803470","1900","Texas","480","Nacogdoches","3470","Nacogdoches","49","3470",24663,24663
"G4803490","1900","Texas","480","Navarro","3490","Navarro","49","3490",43374,43374
"G4803510","1900","Texas","480","Newton","3510","Newton","49","3510",7282,7282
"G4803530","1900","Texas","480","Nolan","3530","Nolan","49","3530",2611,2611
"G4803550","1900","Texas","480","Nueces","3550","Nueces","49","3550",10439,10439
"G4803570","1900","Texas","480","Ochiltree","3570","Ochiltree","49","3570",267,267
"G4803590","1900","Texas","480","Oldham","3590","Oldham","49","3590",349,349
"G4803610","1900","Texas","480","Orange","3610","Orange","49","3610",5905,5905
"G4803630","1900","Texas","480","Palo Pinto","3630","Palo Pinto","49","3630",12291,12291
"G4803650","1900","Texas","480","Panola","3650","Panola","49","3650",21404,21404
"G4803670","1900","Texas","480","Parker","3670","Parker","49","3670",25823,25823
"G4803690","1900","Texas","480","Parmer","3690","Parmer","49","3690",34,34
"G4803710","1900","Texas","480","Pecos","3710","Pecos","49","3710",2360,2360
"G4803730","1900","Texas","480","Polk","3730","Polk","49","3730",14447,14447
"G4803750","1900","Texas","480","Potter","3750","Potter","49","3750",1820,1820
"G4803770","1900","Texas","480","Presidio","3770","Presidio","49","3770",3673,3673
"G4803790","1900","Texas","480","Rains","3790","Rains","49","3790",6127,6127
"G4803810","1900","Texas","480","Randall","3810","Randall","49","3810",963,963
"G4803870","1900","Texas","480","Red River","3870","Red River","49","3870",29893,29893
"G4803890","1900","Texas","480","Reeves","3890","Reeves","49","3890",1847,1847
"G4803910","1900","Texas","480","Refugio","3910","Refugio","49","3910",1641,1641
"G4803930","1900","Texas","480","Roberts","3930","Roberts","49","3930",620,620
"G4803950","1900","Texas","480","Robertson","3950","Robertson","49","3950",31480,31480
"G4803970","1900","Texas","480","Rockwall","3970","Rockwall","49","3970",8531,8531
"G4803990","1900","Texas","480","Runnels","3990","Runnels","49","3990",5379,5379
"G4804010","1900","Texas","480","Rusk","4010","Rusk","49","4010",26099,26099
"G4804030","1900","Texas","480","Sabine","4030","Sabine","49","4030",6394,6394
"G4804050","1900","Texas","480","San Augustine","4050","San Augustine","49","4050",8434,8434
"G4804070","1900","Texas","480","San Jacinto","4070","San Jacinto","49","4070",10277,10277
"G4804090","1900","Texas","480","San Patricio","4090","San Patricio","49","4090",2372,2372
"G4804110","1900","Texas","480","San Saba","4110","San Saba","49","4110",7569,7569
"G4804130","1900","Texas","480","Schleicher","4130","Schleicher","49","4130",515,515
"G4804150","1900","Texas","480","Scurry","4150","Scurry","49","4150",4158,4158
"G4804170","1900","Texas","480","Shackelford","4170","Shackelford","49","4170",2461,2461
"G4804190","1900","Texas","480","Shelby","4190","Shelby","49","4190",20452,20452
"G4804210","1900","Texas","480","Sherman","4210","Sherman","49","4210",104,104
"G4804230","1900","Texas","480","Smith","4230","Smith","49","4230",37370,37370
"G4804250","1900","Texas","480","Somervell","4250","Somervell","49","4250",3498,3498
"G4804270","1900","Texas","480","Starr","4270","Starr","49","4270",11469,11469
"G4804290","1900","Texas","480","Stephens","4290","Stephens","49","4290",6466,6466
"G4804310","1900","Texas","480","Sterling","4310","Sterling","49","4310",1127,1127
"G4804330","1900","Texas","480","Stonewall","4330","Stonewall","49","4330",2183,2183
"G4804350","1900","Texas","480","Sutton","4350","Sutton","49","4350",1727,1727
"G4804370","1900","Texas","480","Swisher","4370","Swisher","49","4370",1227,1227
"G4804390","1900","Texas","480","Tarrant","4390","Tarrant","49","4390",52376,52376
"G4804410","1900","Texas","480","Taylor","4410","Taylor","49","4410",10499,10499
"G4804450","1900","Texas","480","Terry","4450","Terry","49","4450",48,48
"G4804470","1900","Texas","480","Throckmorton","4470","Throckmorton","49","4470",1750,1750
"G4804490","1900","Texas","480","Titus","4490","Titus","49","4490",12292,12292
"G4804510","1900","Texas","480","Tom Green","4510","Tom Green","49","4510",6804,6804
"G4804530","1900","Texas","480","Travis","4530","Travis","49","4530",47386,47386
"G4804550","1900","Texas","480","Trinity","4550","Trinity","49","4550",10976,10976
"G4804570","1900","Texas","480","Tyler","4570","Tyler","49","4570",11899,11899
"G4804590","1900","Texas","480","Upshur","4590","Upshur","49","4590",16266,16266
"G4804610","1900","Texas","480","Upton","4610","Upton","49","4610",48,48
"G4804630","1900","Texas","480","Uvalde","4630","Uvalde","49","4630",4647,4647
"G4804650","1900","Texas","480","Val Verde","4650","Val Verde","49","4650",5263,5263
"G4804670","1900","Texas","480","Van Zandt","4670","Van Zandt","49","4670",25481,25481
"G4804690","1900","Texas","480","Victoria","4690","Victoria","49","4690",13678,13678
"G4804710","1900","Texas","480","Walker","4710","Walker","49","4710",15813,15813
"G4804730","1900","Texas","480","Waller","4730","Waller","49","4730",14246,14246
"G4804750","1900","Texas","480","Ward","4750","Ward","49","4750",1451,1451
"G4804770","1900","Texas","480","Washington","4770","Washington","49","4770",32931,32931
"G4804790","1900","Texas","480","Webb","4790","Webb","49","4790",21851,21851
"G4804810","1900","Texas","480","Wharton","4810","Wharton","49","4810",16942,16942
"G4804830","1900","Texas","480","Wheeler","4830","Wheeler","49","4830",636,636
"G4804850","1900","Texas","480","Wichita","4850","Wichita","49","4850",5806,5806
"G4804870","1900","Texas","480","Wilbarger","4870","Wilbarger","49","4870",5759,5759
"G4804910","1900","Texas","480","Williamson","4910","Williamson","49","4910",38072,38072
"G4804930","1900","Texas","480","Wilson","4930","Wilson","49","4930",13961,13961
"G4804950","1900","Texas","480","Winkler","4950","Winkler","49","4950",60,60
"G4804970","1900","Texas","480","Wise","4970","Wise","49","4970",27116,27116
"G4804990","1900","Texas","480","Wood","4990","Wood","49","4990",21048,21048
"G4805010","1900","Texas","480","Yoakum","5010","Yoakum","49","5010",26,26
"G4805030","1900","Texas","480","Young","5030","Young","49","5030",6540,6540
"G4805050","1900","Texas","480","Zapata","5050","Zapata","49","5050",4760,4760
"G4805070","1900","Texas","480","Zavala","5070","Zavala","49","5070",792,792
"G4900010","1900","Utah","490","Beaver","0010","Beaver","67","10",3613,3613
"G4900030","1900","Utah","490","Box Elder","0030","Box Elder","67","30",10009,10009
"G4900050","1900","Utah","490","Cache","0050","Cache","67","50",18139,18139
"G4900070","1900","Utah","490","Carbon","0070","Carbon","67","70",5004,5004
"G4900110","1900","Utah","490","Davis","0110","Davis","67","110",7996,7996
"G4900150","1900","Utah","490","Emery","0150","Emery","67","150",4657,4657
"G4900170","1900","Utah","490","Garfield","0170","Garfield","67","170",3400,3400
"G4900190","1900","Utah","490","Grand","0190","Grand","67","190",1149,1149
"G4900210","1900","Utah","490","Iron","0210","Iron","67","210",3546,3546
"G4900230","1900","Utah","490","Juab","0230","Juab","67","230",10082,10082
"G4900250","1900","Utah","490","Kane","0250","Kane","67","250",1811,1811
"G4900270","1900","Utah","490","Millard","0270","Millard","67","270",5678,5678
"G4900290","1900","Utah","490","Morgan","0290","Morgan","67","290",2045,2045
"G4900310","1900","Utah","490","Piute","0310","Piute","67","310",1954,1954
"G4900330","1900","Utah","490","Rich","0330","Rich","67","330",1946,1946
"G4900350","1900","Utah","490","Salt Lake","0350","Salt Lake","67","350",77725,77725
"G4900370","1900","Utah","490","San Juan","0370","San Juan","67","370",1023,1023
"G4900390","1900","Utah","490","Sanpete","0390","Sanpete","67","390",16313,16313
"G4900410","1900","Utah","490","Sevier","0410","Sevier","67","410",8451,8451
"G4900430","1900","Utah","490","Summit","0430","Summit","67","430",9439,9439
"G4900450","1900","Utah","490","Tooele","0450","Tooele","67","450",7361,7361
"G4900470","1900","Utah","490","Uintah","0470","Uintah","67","470",6458,6458
"G4900490","1900","Utah","490","Utah","0490","Utah","67","490",32456,32456
"G4900510","1900","Utah","490","Wasatch","0510","Wasatch","67","510",4736,4736
"G4900530","1900","Utah","490","Washington","0530","Washington","67","530",4612,4612
"G4900550","1900","Utah","490","Wayne","0550","Wayne","67","550",1907,1907
"G4900570","1900","Utah","490","Weber","0570","Weber","67","570",25239,25239
"G4909015","1900","Utah","490","Uintah Valley Indian Reservation","9015","Uintah Valley Indian Reservation","67","475",,
"G5000010","1900","Vermont","500","Addison","0010","Addison","6","10",21912,21912
"G5000030","1900","Vermont","500","Bennington","0030","Bennington","6","30",21705,21705
"G5000050","1900","Vermont","500","Caledonia","0050","Caledonia","6","50",24381,24381
"G5000070","1900","Vermont","500","Chittenden","0070","Chittenden","6","70",39600,39600
"G5000090","1900","Vermont","500","Essex","0090","Essex","6","90",8056,8056
"G5000110","1900","Vermont","500","Franklin","0110","Franklin","6","110",30198,30198
"G5000130","1900","Vermont","500","Grand Isle","0130","Grand Isle","6","130",4462,4462
"G5000150","1900","Vermont","500","Lamoille","0150","Lamoille","6","150",12289,12289
