GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,A7L001,A81001
"G1600830","1920","Idaho","160","Twin Falls","0830","Twin Falls","63","830",28398,28398
"G1600850","1920","Idaho","160","Valley","0850","Valley","63","850",2524,2524
"G1600870","1920","Idaho","160","Washington","0870","Washington","63","870",9424,9424
"G1700010","1920","Illinois","170","Adams","0010","Adams","21","10",62188,62188
"G1700030","1920","Illinois","170","Alexander","0030","Alexander","21","30",23980,23980
"G1700050","1920","Illinois","170","Bond","0050","Bond","21","50",16045,16045
"G1700070","1920","Illinois","170","Boone","0070","Boone","21","70",15322,15322
"G1700090","1920","Illinois","170","Brown","0090","Brown","21","90",9336,9336
"G1700110","1920","Illinois","170","Bureau","0110","Bureau","21","110",42648,42648
"G1700130","1920","Illinois","170","Calhoun","0130","Calhoun","21","130",8245,8245
"G1700150","1920","Illinois","170","Carroll","0150","Carroll","21","150",19345,19345
"G1700170","1920","Illinois","170","Cass","0170","Cass","21","170",17896,17896
"G1700190","1920","Illinois","170","Champaign","0190","Champaign","21","190",56959,56959
"G1700210","1920","Illinois","170","Christian","0210","Christian","21","210",38458,38458
"G1700230","1920","Illinois","170","Clark","0230","Clark","21","230",21165,21165
"G1700250","1920","Illinois","170","Clay","0250","Clay","21","250",17684,17684
"G1700270","1920","Illinois","170","Clinton","0270","Clinton","21","270",22947,22947
"G1700290","1920","Illinois","170","Coles","0290","Coles","21","290",35108,35108
"G1700310","1920","Illinois","170","Cook","0310","Cook","21","310",3053017,3053017
"G1700330","1920","Illinois","170","Crawford","0330","Crawford","21","330",22771,22771
"G1700350","1920","Illinois","170","Cumberland","0350","Cumberland","21","350",12858,12858
"G1700370","1920","Illinois","170","DeKalb","0370","De Kalb","21","370",31339,31339
"G1700390","1920","Illinois","170","De Witt","0390","De Witt","21","390",19252,19252
"G1700410","1920","Illinois","170","Douglas","0410","Douglas","21","410",19604,19604
"G1700430","1920","Illinois","170","Dupage","0430","Du Page","21","430",42120,42120
"G1700450","1920","Illinois","170","Edgar","0450","Edgar","21","450",25769,25769
"G1700470","1920","Illinois","170","Edwards","0470","Edwards","21","470",9431,9431
"G1700490","1920","Illinois","170","Effingham","0490","Effingham","21","490",19556,19556
"G1700510","1920","Illinois","170","Fayette","0510","Fayette","21","510",26187,26187
"G1700530","1920","Illinois","170","Ford","0530","Ford","21","530",16466,16466
"G1700550","1920","Illinois","170","Franklin","0550","Franklin","21","550",57293,57293
"G1700570","1920","Illinois","170","Fulton","0570","Fulton","21","570",48163,48163
"G1700590","1920","Illinois","170","Gallatin","0590","Gallatin","21","590",12856,12856
"G1700610","1920","Illinois","170","Greene","0610","Greene","21","610",22883,22883
"G1700630","1920","Illinois","170","Grundy","0630","Grundy","21","630",18580,18580
"G1700650","1920","Illinois","170","Hamilton","0650","Hamilton","21","650",15920,15920
"G1700670","1920","Illinois","170","Hancock","0670","Hancock","21","670",28523,28523
"G1700690","1920","Illinois","170","Hardin","0690","Hardin","21","690",7533,7533
"G1700710","1920","Illinois","170","Henderson","0710","Henderson","21","710",9770,9770
"G1700730","1920","Illinois","170","Henry","0730","Henry","21","730",45162,45162
"G1700750","1920","Illinois","170","Iroquois","0750","Iroquois","21","750",34841,34841
"G1700770","1920","Illinois","170","Jackson","0770","Jackson","21","770",37091,37091
"G1700790","1920","Illinois","170","Jasper","0790","Jasper","21","790",16064,16064
"G1700810","1920","Illinois","170","Jefferson","0810","Jefferson","21","810",28480,28480
"G1700830","1920","Illinois","170","Jersey","0830","Jersey","21","830",12682,12682
"G1700850","1920","Illinois","170","Jo Daviess","0850","Jo Daviess","21","850",21917,21917
"G1700870","1920","Illinois","170","Johnson","0870","Johnson","21","870",12022,12022
"G1700890","1920","Illinois","170","Kane","0890","Kane","21","890",99499,99499
"G1700910","1920","Illinois","170","Kankakee","0910","Kankakee","21","910",44940,44940
"G1700930","1920","Illinois","170","Kendall","0930","Kendall","21","930",10074,10074
"G1700950","1920","Illinois","170","Knox","0950","Knox","21","950",46727,46727
"G1700970","1920","Illinois","170","Lake","0970","Lake","21","970",74285,74285
"G1700990","1920","Illinois","170","La Salle","0990","La Salle","21","990",92925,92925
"G1701010","1920","Illinois","170","Lawrence","1010","Lawrence","21","1010",21380,21380
"G1701030","1920","Illinois","170","Lee","1030","Lee","21","1030",28004,28004
"G1701050","1920","Illinois","170","Livingston","1050","Livingston","21","1050",39070,39070
"G1701070","1920","Illinois","170","Logan","1070","Logan","21","1070",29562,29562
"G1701090","1920","Illinois","170","McDonough","1090","Mcdonough","21","1090",27074,27074
"G1701110","1920","Illinois","170","McHenry","1110","Mchenry","21","1110",33164,33164
"G1701130","1920","Illinois","170","McLean","1130","Mclean","21","1130",70107,70107
"G1701150","1920","Illinois","170","Macon","1150","Macon","21","1150",65175,65175
"G1701170","1920","Illinois","170","Macoupin","1170","Macoupin","21","1170",57274,57274
"G1701190","1920","Illinois","170","Madison","1190","Madison","21","1190",106895,106895
"G1701210","1920","Illinois","170","Marion","1210","Marion","21","1210",37497,37497
"G1701230","1920","Illinois","170","Marshall","1230","Marshall","21","1230",14760,14760
"G1701250","1920","Illinois","170","Mason","1250","Mason","21","1250",16634,16634
"G1701270","1920","Illinois","170","Massac","1270","Massac","21","1270",13559,13559
"G1701290","1920","Illinois","170","Menard","1290","Menard","21","1290",11694,11694
"G1701310","1920","Illinois","170","Mercer","1310","Mercer","21","1310",18800,18800
"G1701330","1920","Illinois","170","Monroe","1330","Monroe","21","1330",12839,12839
"G1701350","1920","Illinois","170","Montgomery","1350","Montgomery","21","1350",41403,41403
"G1701370","1920","Illinois","170","Morgan","1370","Morgan","21","1370",33567,33567
"G1701390","1920","Illinois","170","Moultrie","1390","Moultrie","21","1390",14839,14839
"G1701410","1920","Illinois","170","Ogle","1410","Ogle","21","1410",26830,26830
"G1701430","1920","Illinois","170","Peoria","1430","Peoria","21","1430",111710,111710
"G1701450","1920","Illinois","170","Perry","1450","Perry","21","1450",22901,22901
"G1701470","1920","Illinois","170","Piatt","1470","Piatt","21","1470",15714,15714
"G1701490","1920","Illinois","170","Pike","1490","Pike","21","1490",26866,26866
"G1701510","1920","Illinois","170","Pope","1510","Pope","21","1510",9625,9625
"G1701530","1920","Illinois","170","Pulaski","1530","Pulaski","21","1530",14629,14629
"G1701550","1920","Illinois","170","Putnam","1550","Putnam","21","1550",7579,7579
"G1701570","1920","Illinois","170","Randolph","1570","Randolph","21","1570",29109,29109
"G1701590","1920","Illinois","170","Richland","1590","Richland","21","1590",14044,14044
"G1701610","1920","Illinois","170","Rock Island","1610","Rock Island","21","1610",92297,92297
"G1701630","1920","Illinois","170","St Clair","1630","St Clair","21","1630",136520,136520
"G1701650","1920","Illinois","170","Saline","1650","Saline","21","1650",38353,38353
"G1701670","1920","Illinois","170","Sangamon","1670","Sangamon","21","1670",100262,100262
"G1701690","1920","Illinois","170","Schuyler","1690","Schuyler","21","1690",13285,13285
"G1701710","1920","Illinois","170","Scott","1710","Scott","21","1710",9489,9489
"G1701730","1920","Illinois","170","Shelby","1730","Shelby","21","1730",29601,29601
"G1701750","1920","Illinois","170","Stark","1750","Stark","21","1750",9693,9693
"G1701770","1920","Illinois","170","Stephenson","1770","Stephenson","21","1770",37743,37743
"G1701790","1920","Illinois","170","Tazewell","1790","Tazewell","21","1790",38540,38540
"G1701810","1920","Illinois","170","Union","1810","Union","21","1810",20249,20249
"G1701830","1920","Illinois","170","Vermilion","1830","Vermilion","21","1830",86162,86162
"G1701850","1920","Illinois","170","Wabash","1850","Wabash","21","1850",14034,14034
"G1701870","1920","Illinois","170","Warren","1870","Warren","21","1870",21488,21488
"G1701890","1920","Illinois","170","Washington","1890","Washington","21","1890",18035,18035
"G1701910","1920","Illinois","170","Wayne","1910","Wayne","21","1910",22772,22772
"G1701930","1920","Illinois","170","White","1930","White","21","1930",20081,20081
"G1701950","1920","Illinois","170","Whiteside","1950","Whiteside","21","1950",36174,36174
"G1701970","1920","Illinois","170","Will","1970","Will","21","1970",92911,92911
"G1701990","1920","Illinois","170","Williamson","1990","Williamson","21","1990",61092,61092
"G1702010","1920","Illinois","170","Winnebago","2010","Winnebago","21","2010",90929,90929
"G1702030","1920","Illinois","170","Woodford","2030","Woodford","21","2030",19340,19340
"G1800010","1920","Indiana","180","Adams","0010","Adams","22","10",20503,20503
"G1800030","1920","Indiana","180","Allen","0030","Allen","22","30",114303,114303
"G1800050","1920","Indiana","180","Bartholomew","0050","Bartholomew","22","50",23887,23887
"G1800070","1920","Indiana","180","Benton","0070","Benton","22","70",12206,12206
"G1800090","1920","Indiana","180","Blackford","0090","Blackford","22","90",14084,14084
"G1800110","1920","Indiana","180","Boone","0110","Boone","22","110",23575,23575
"G1800130","1920","Indiana","180","Brown","0130","Brown","22","130",7019,7019
"G1800150","1920","Indiana","180","Carroll","0150","Carroll","22","150",16315,16315
"G1800170","1920","Indiana","180","Cass","0170","Cass","22","170",38333,38333
"G1800190","1920","Indiana","180","Clark","0190","Clark","22","190",29381,29381
"G1800210","1920","Indiana","180","Clay","0210","Clay","22","210",29447,29447
"G1800230","1920","Indiana","180","Clinton","0230","Clinton","22","230",27737,27737
"G1800250","1920","Indiana","180","Crawford","0250","Crawford","22","250",11201,11201
"G1800270","1920","Indiana","180","Daviess","0270","Daviess","22","270",26856,26856
"G1800290","1920","Indiana","180","Dearborn","0290","Dearborn","22","290",20033,20033
"G1800310","1920","Indiana","180","Decatur","0310","Decatur","22","310",17813,17813
"G1800330","1920","Indiana","180","DeKalb","0330","De Kalb","22","330",25600,25600
"G1800350","1920","Indiana","180","Delaware","0350","Delaware","22","350",56377,56377
"G1800370","1920","Indiana","180","Dubois","0370","Dubois","22","370",19915,19915
"G1800390","1920","Indiana","180","Elkhart","0390","Elkhart","22","390",56384,56384
"G1800410","1920","Indiana","180","Fayette","0410","Fayette","22","410",17142,17142
"G1800430","1920","Indiana","180","Floyd","0430","Floyd","22","430",30661,30661
"G1800450","1920","Indiana","180","Fountain","0450","Fountain","22","450",18823,18823
"G1800470","1920","Indiana","180","Franklin","0470","Franklin","22","470",14806,14806
"G1800490","1920","Indiana","180","Fulton","0490","Fulton","22","490",16478,16478
"G1800510","1920","Indiana","180","Gibson","0510","Gibson","22","510",29201,29201
"G1800530","1920","Indiana","180","Grant","0530","Grant","22","530",51353,51353
"G1800550","1920","Indiana","180","Greene","0550","Greene","22","550",36770,36770
"G1800570","1920","Indiana","180","Hamilton","0570","Hamilton","22","570",24222,24222
"G1800590","1920","Indiana","180","Hancock","0590","Hancock","22","590",17210,17210
"G1800610","1920","Indiana","180","Harrison","0610","Harrison","22","610",18656,18656
"G1800630","1920","Indiana","180","Hendricks","0630","Hendricks","22","630",20291,20291
"G1800650","1920","Indiana","180","Henry","0650","Henry","22","650",34682,34682
"G1800670","1920","Indiana","180","Howard","0670","Howard","22","670",43965,43965
"G1800690","1920","Indiana","180","Huntington","0690","Huntington","22","690",31671,31671
"G1800710","1920","Indiana","180","Jackson","0710","Jackson","22","710",24228,24228
"G1800730","1920","Indiana","180","Jasper","0730","Jasper","22","730",13961,13961
"G1800750","1920","Indiana","180","Jay","0750","Jay","22","750",23318,23318
"G1800770","1920","Indiana","180","Jefferson","0770","Jefferson","22","770",20709,20709
"G1800790","1920","Indiana","180","Jennings","0790","Jennings","22","790",13280,13280
"G1800810","1920","Indiana","180","Johnson","0810","Johnson","22","810",20739,20739
"G1800830","1920","Indiana","180","Knox","0830","Knox","22","830",46195,46195
"G1800850","1920","Indiana","180","Kosciusko","0850","Kosciusko","22","850",27120,27120
"G1800870","1920","Indiana","180","Lagrange","0870","Lagrange","22","870",14009,14009
"G1800890","1920","Indiana","180","Lake","0890","Lake","22","890",159957,159957
"G1800910","1920","Indiana","180","LaPorte","0910","Laporte","22","910",50443,50443
"G1800930","1920","Indiana","180","Lawrence","0930","Lawrence","22","930",28228,28228
"G1800950","1920","Indiana","180","Madison","0950","Madison","22","950",69151,69151
"G1800970","1920","Indiana","180","Marion","0970","Marion","22","970",348061,348061
"G1800990","1920","Indiana","180","Marshall","0990","Marshall","22","990",23744,23744
"G1801010","1920","Indiana","180","Martin","1010","Martin","22","1010",11865,11865
"G1801030","1920","Indiana","180","Miami","1030","Miami","22","1030",28668,28668
"G1801050","1920","Indiana","180","Monroe","1050","Monroe","22","1050",24519,24519
"G1801070","1920","Indiana","180","Montgomery","1070","Montgomery","22","1070",28490,28490
"G1801090","1920","Indiana","180","Morgan","1090","Morgan","22","1090",20010,20010
"G1801110","1920","Indiana","180","Newton","1110","Newton","22","1110",10144,10144
"G1801130","1920","Indiana","180","Noble","1130","Noble","22","1130",22470,22470
"G1801150","1920","Indiana","180","Ohio","1150","Ohio","22","1150",4024,4024
"G1801170","1920","Indiana","180","Orange","1170","Orange","22","1170",16974,16974
"G1801190","1920","Indiana","180","Owen","1190","Owen","22","1190",12760,12760
"G1801210","1920","Indiana","180","Parke","1210","Parke","22","1210",18875,18875
"G1801230","1920","Indiana","180","Perry","1230","Perry","22","1230",16692,16692
"G1801250","1920","Indiana","180","Pike","1250","Pike","22","1250",18684,18684
"G1801270","1920","Indiana","180","Porter","1270","Porter","22","1270",20256,20256
"G1801290","1920","Indiana","180","Posey","1290","Posey","22","1290",19334,19334
"G1801310","1920","Indiana","180","Pulaski","1310","Pulaski","22","1310",12385,12385
"G1801330","1920","Indiana","180","Putnam","1330","Putnam","22","1330",19880,19880
"G1801350","1920","Indiana","180","Randolph","1350","Randolph","22","1350",26484,26484
"G1801370","1920","Indiana","180","Ripley","1370","Ripley","22","1370",18694,18694
"G1801390","1920","Indiana","180","Rush","1390","Rush","22","1390",19241,19241
"G1801410","1920","Indiana","180","St Joseph","1410","St Joseph","22","1410",103304,103304
"G1801430","1920","Indiana","180","Scott","1430","Scott","22","1430",7424,7424
"G1801450","1920","Indiana","180","Shelby","1450","Shelby","22","1450",25982,25982
"G1801470","1920","Indiana","180","Spencer","1470","Spencer","22","1470",18400,18400
"G1801490","1920","Indiana","180","Starke","1490","Starke","22","1490",10278,10278
"G1801510","1920","Indiana","180","Steuben","1510","Steuben","22","1510",13360,13360
"G1801530","1920","Indiana","180","Sullivan","1530","Sullivan","22","1530",31630,31630
"G1801550","1920","Indiana","180","Switzerland","1550","Switzerland","22","1550",9311,9311
"G1801570","1920","Indiana","180","Tippecanoe","1570","Tippecanoe","22","1570",42813,42813
"G1801590","1920","Indiana","180","Tipton","1590","Tipton","22","1590",16152,16152
"G1801610","1920","Indiana","180","Union","1610","Union","22","1610",6021,6021
"G1801630","1920","Indiana","180","Vanderburgh","1630","Vanderburgh","22","1630",92293,92293
"G1801650","1920","Indiana","180","Vermillion","1650","Vermillion","22","1650",27625,27625
"G1801670","1920","Indiana","180","Vigo","1670","Vigo","22","1670",100212,100212
"G1801690","1920","Indiana","180","Wabash","1690","Wabash","22","1690",27231,27231
"G1801710","1920","Indiana","180","Warren","1710","Warren","22","1710",9699,9699
"G1801730","1920","Indiana","180","Warrick","1730","Warrick","22","1730",19862,19862
"G1801750","1920","Indiana","180","Washington","1750","Washington","22","1750",16645,16645
"G1801770","1920","Indiana","180","Wayne","1770","Wayne","22","1770",48136,48136
"G1801790","1920","Indiana","180","Wells","1790","Wells","22","1790",20509,20509
"G1801810","1920","Indiana","180","White","1810","White","22","1810",17351,17351
"G1801830","1920","Indiana","180","Whitley","1830","Whitley","22","1830",15660,15660
"G1900010","1920","Iowa","190","Adair","0010","Adair","31","10",14259,14259
"G1900030","1920","Iowa","190","Adams","0030","Adams","31","30",10521,10521
"G1900050","1920","Iowa","190","Allamakee","0050","Allamakee","31","50",17285,17285
"G1900070","1920","Iowa","190","Appanoose","0070","Appanoose","31","70",30535,30535
"G1900090","1920","Iowa","190","Audubon","0090","Audubon","31","90",12520,12520
"G1900110","1920","Iowa","190","Benton","0110","Benton","31","110",24080,24080
"G1900130","1920","Iowa","190","Black Hawk","0130","Black Hawk","31","130",56570,56570
"G1900150","1920","Iowa","190","Boone","0150","Boone","31","150",29892,29892
"G1900170","1920","Iowa","190","Bremer","0170","Bremer","31","170",16728,16728
"G1900190","1920","Iowa","190","Buchanan","0190","Buchanan","31","190",19890,19890
"G1900210","1920","Iowa","190","Buena Vista","0210","Buena Vista","31","210",18556,18556
"G1900230","1920","Iowa","190","Butler","0230","Butler","31","230",17845,17845
"G1900250","1920","Iowa","190","Calhoun","0250","Calhoun","31","250",17783,17783
"G1900270","1920","Iowa","190","Carroll","0270","Carroll","31","270",21549,21549
"G1900290","1920","Iowa","190","Cass","0290","Cass","31","290",19421,19421
"G1900310","1920","Iowa","190","Cedar","0310","Cedar","31","310",17560,17560
"G1900330","1920","Iowa","190","Cerro Gordo","0330","Cerro Gordo","31","330",34675,34675
"G1900350","1920","Iowa","190","Cherokee","0350","Cherokee","31","350",17760,17760
"G1900370","1920","Iowa","190","Chickasaw","0370","Chickasaw","31","370",15431,15431
"G1900390","1920","Iowa","190","Clarke","0390","Clarke","31","390",10506,10506
"G1900410","1920","Iowa","190","Clay","0410","Clay","31","410",15660,15660
"G1900430","1920","Iowa","190","Clayton","0430","Clayton","31","430",25032,25032
"G1900450","1920","Iowa","190","Clinton","0450","Clinton","31","450",43371,43371
"G1900470","1920","Iowa","190","Crawford","0470","Crawford","31","470",20614,20614
"G1900490","1920","Iowa","190","Dallas","0490","Dallas","31","490",25120,25120
"G1900510","1920","Iowa","190","Davis","0510","Davis","31","510",12574,12574
"G1900530","1920","Iowa","190","Decatur","0530","Decatur","31","530",16566,16566
"G1900550","1920","Iowa","190","Delaware","0550","Delaware","31","550",18183,18183
"G1900570","1920","Iowa","190","Des Moines","0570","Des Moines","31","570",35520,35520
"G1900590","1920","Iowa","190","Dickinson","0590","Dickinson","31","590",10241,10241
"G1900610","1920","Iowa","190","Dubuque","0610","Dubuque","31","610",58262,58262
"G1900630","1920","Iowa","190","Emmet","0630","Emmet","31","630",12627,12627
"G1900650","1920","Iowa","190","Fayette","0650","Fayette","31","650",29251,29251
"G1900670","1920","Iowa","190","Floyd","0670","Floyd","31","670",18860,18860
"G1900690","1920","Iowa","190","Franklin","0690","Franklin","31","690",15807,15807
"G1900710","1920","Iowa","190","Fremont","0710","Fremont","31","710",15447,15447
"G1900730","1920","Iowa","190","Greene","0730","Greene","31","730",16467,16467
"G1900750","1920","Iowa","190","Grundy","0750","Grundy","31","750",14420,14420
"G1900770","1920","Iowa","190","Guthrie","0770","Guthrie","31","770",17596,17596
"G1900790","1920","Iowa","190","Hamilton","0790","Hamilton","31","790",19531,19531
"G1900810","1920","Iowa","190","Hancock","0810","Hancock","31","810",14723,14723
"G1900830","1920","Iowa","190","Hardin","0830","Hardin","31","830",23337,23337
"G1900850","1920","Iowa","190","Harrison","0850","Harrison","31","850",24488,24488
"G1900870","1920","Iowa","190","Henry","0870","Henry","31","870",18298,18298
"G1900890","1920","Iowa","190","Howard","0890","Howard","31","890",13705,13705
"G1900910","1920","Iowa","190","Humboldt","0910","Humboldt","31","910",12951,12951
"G1900930","1920","Iowa","190","Ida","0930","Ida","31","930",11689,11689
"G1900950","1920","Iowa","190","Iowa","0950","Iowa","31","950",18600,18600
"G1900970","1920","Iowa","190","Jackson","0970","Jackson","31","970",19931,19931
"G1900990","1920","Iowa","190","Jasper","0990","Jasper","31","990",27855,27855
"G1901010","1920","Iowa","190","Jefferson","1010","Jefferson","31","1010",16440,16440
"G1901030","1920","Iowa","190","Johnson","1030","Johnson","31","1030",26462,26462
"G1901050","1920","Iowa","190","Jones","1050","Jones","31","1050",18607,18607
"G1901070","1920","Iowa","190","Keokuk","1070","Keokuk","31","1070",20983,20983
"G1901090","1920","Iowa","190","Kossuth","1090","Kossuth","31","1090",25082,25082
"G1901110","1920","Iowa","190","Lee","1110","Lee","31","1110",39676,39676
"G1901130","1920","Iowa","190","Linn","1130","Linn","31","1130",74004,74004
"G1901150","1920","Iowa","190","Louisa","1150","Louisa","31","1150",12179,12179
"G1901170","1920","Iowa","190","Lucas","1170","Lucas","31","1170",15686,15686
"G1901190","1920","Iowa","190","Lyon","1190","Lyon","31","1190",15431,15431
"G1901210","1920","Iowa","190","Madison","1210","Madison","31","1210",15020,15020
"G1901230","1920","Iowa","190","Mahaska","1230","Mahaska","31","1230",26270,26270
"G1901250","1920","Iowa","190","Marion","1250","Marion","31","1250",24957,24957
"G1901270","1920","Iowa","190","Marshall","1270","Marshall","31","1270",32630,32630
"G1901290","1920","Iowa","190","Mills","1290","Mills","31","1290",15422,15422
"G1901310","1920","Iowa","190","Mitchell","1310","Mitchell","31","1310",13921,13921
"G1901330","1920","Iowa","190","Monona","1330","Monona","31","1330",17125,17125
"G1901350","1920","Iowa","190","Monroe","1350","Monroe","31","1350",23467,23467
"G1901370","1920","Iowa","190","Montgomery","1370","Montgomery","31","1370",17048,17048
"G1901390","1920","Iowa","190","Muscatine","1390","Muscatine","31","1390",29042,29042
"G1901410","1920","Iowa","190","O Brien","1410","O Brien","31","1410",19051,19051
"G1901430","1920","Iowa","190","Osceola","1430","Osceola","31","1430",10223,10223
"G1901450","1920","Iowa","190","Page","1450","Page","31","1450",24137,24137
"G1901470","1920","Iowa","190","Palo Alto","1470","Palo Alto","31","1470",15486,15486
"G1901490","1920","Iowa","190","Plymouth","1490","Plymouth","31","1490",23584,23584
"G1901510","1920","Iowa","190","Pocahontas","1510","Pocahontas","31","1510",15602,15602
"G1901530","1920","Iowa","190","Polk","1530","Polk","31","1530",154029,154029
"G1901550","1920","Iowa","190","Pottawattamie","1550","Pottawattamie","31","1550",61550,61550
"G1901570","1920","Iowa","190","Poweshiek","1570","Poweshiek","31","1570",19910,19910
"G1901590","1920","Iowa","190","Ringgold","1590","Ringgold","31","1590",12919,12919
"G1901610","1920","Iowa","190","Sac","1610","Sac","31","1610",17500,17500
"G1901630","1920","Iowa","190","Scott","1630","Scott","31","1630",73952,73952
"G1901650","1920","Iowa","190","Shelby","1650","Shelby","31","1650",16065,16065
"G1901670","1920","Iowa","190","Sioux","1670","Sioux","31","1670",26458,26458
"G1901690","1920","Iowa","190","Story","1690","Story","31","1690",26185,26185
"G1901710","1920","Iowa","190","Tama","1710","Tama","31","1710",21861,21861
"G1901730","1920","Iowa","190","Taylor","1730","Taylor","31","1730",15514,15514
"G1901750","1920","Iowa","190","Union","1750","Union","31","1750",17268,17268
"G1901770","1920","Iowa","190","Van Buren","1770","Van Buren","31","1770",14060,14060
"G1901790","1920","Iowa","190","Wapello","1790","Wapello","31","1790",37937,37937
"G1901810","1920","Iowa","190","Warren","1810","Warren","31","1810",18047,18047
"G1901830","1920","Iowa","190","Washington","1830","Washington","31","1830",20421,20421
"G1901850","1920","Iowa","190","Wayne","1850","Wayne","31","1850",15378,15378
"G1901870","1920","Iowa","190","Webster","1870","Webster","31","1870",37611,37611
"G1901890","1920","Iowa","190","Winnebago","1890","Winnebago","31","1890",13489,13489
"G1901910","1920","Iowa","190","Winneshiek","1910","Winneshiek","31","1910",22091,22091
"G1901930","1920","Iowa","190","Woodbury","1930","Woodbury","31","1930",92171,92171
"G1901950","1920","Iowa","190","Worth","1950","Worth","31","1950",11630,11630
"G1901970","1920","Iowa","190","Wright","1970","Wright","31","1970",20348,20348
"G2000010","1920","Kansas","200","Allen","0010","Allen","32","10",23509,23509
"G2000030","1920","Kansas","200","Anderson","0030","Anderson","32","30",12986,12986
"G2000050","1920","Kansas","200","Atchison","0050","Atchison","32","50",23411,23411
"G2000070","1920","Kansas","200","Barber","0070","Barber","32","70",9739,9739
"G2000090","1920","Kansas","200","Barton","0090","Barton","32","90",18422,18422
"G2000110","1920","Kansas","200","Bourbon","0110","Bourbon","32","110",23198,23198
"G2000130","1920","Kansas","200","Brown","0130","Brown","32","130",20949,20949
"G2000150","1920","Kansas","200","Butler","0150","Butler","32","150",43842,43842
"G2000170","1920","Kansas","200","Chase","0170","Chase","32","170",7144,7144
"G2000190","1920","Kansas","200","Chautauqua","0190","Chautauqua","32","190",11598,11598
"G2000210","1920","Kansas","200","Cherokee","0210","Cherokee","32","210",33609,33609
"G2000230","1920","Kansas","200","Cheyenne","0230","Cheyenne","32","230",5587,5587
"G2000250","1920","Kansas","200","Clark","0250","Clark","32","250",4989,4989
"G2000270","1920","Kansas","200","Clay","0270","Clay","32","270",14365,14365
"G2000290","1920","Kansas","200","Cloud","0290","Cloud","32","290",17714,17714
"G2000310","1920","Kansas","200","Coffey","0310","Coffey","32","310",14254,14254
"G2000330","1920","Kansas","200","Comanche","0330","Comanche","32","330",5302,5302
"G2000350","1920","Kansas","200","Cowley","0350","Cowley","32","350",35155,35155
"G2000370","1920","Kansas","200","Crawford","0370","Crawford","32","370",61800,61800
"G2000390","1920","Kansas","200","Decatur","0390","Decatur","32","390",8121,8121
"G2000410","1920","Kansas","200","Dickinson","0410","Dickinson","32","410",25777,25777
"G2000430","1920","Kansas","200","Doniphan","0430","Doniphan","32","430",13438,13438
"G2000450","1920","Kansas","200","Douglas","0450","Douglas","32","450",23998,23998
"G2000470","1920","Kansas","200","Edwards","0470","Edwards","32","470",7057,7057
"G2000490","1920","Kansas","200","Elk","0490","Elk","32","490",9034,9034
"G2000510","1920","Kansas","200","Ellis","0510","Ellis","32","510",14138,14138
"G2000530","1920","Kansas","200","Ellsworth","0530","Ellsworth","32","530",10379,10379
"G2000550","1920","Kansas","200","Finney","0550","Finney","32","550",7674,7674
"G2000570","1920","Kansas","200","Ford","0570","Ford","32","570",14273,14273
"G2000590","1920","Kansas","200","Franklin","0590","Franklin","32","590",21946,21946
"G2000610","1920","Kansas","200","Geary","0610","Geary","32","610",13452,13452
"G2000630","1920","Kansas","200","Gove","0630","Gove","32","630",4748,4748
"G2000650","1920","Kansas","200","Graham","0650","Graham","32","650",7624,7624
"G2000670","1920","Kansas","200","Grant","0670","Grant","32","670",1087,1087
"G2000690","1920","Kansas","200","Gray","0690","Gray","32","690",4711,4711
"G2000710","1920","Kansas","200","Greeley","0710","Greeley","32","710",1028,1028
"G2000730","1920","Kansas","200","Greenwood","0730","Greenwood","32","730",14715,14715
"G2000750","1920","Kansas","200","Hamilton","0750","Hamilton","32","750",2586,2586
"G2000770","1920","Kansas","200","Harper","0770","Harper","32","770",13656,13656
"G2000790","1920","Kansas","200","Harvey","0790","Harvey","32","790",20744,20744
"G2000810","1920","Kansas","200","Haskell","0810","Haskell","32","810",1455,1455
"G2000830","1920","Kansas","200","Hodgeman","0830","Hodgeman","32","830",3734,3734
"G2000850","1920","Kansas","200","Jackson","0850","Jackson","32","850",15495,15495
"G2000870","1920","Kansas","200","Jefferson","0870","Jefferson","32","870",14750,14750
"G2000890","1920","Kansas","200","Jewell","0890","Jewell","32","890",16240,16240
"G2000910","1920","Kansas","200","Johnson","0910","Johnson","32","910",18314,18314
"G2000930","1920","Kansas","200","Kearny","0930","Kearny","32","930",2617,2617
"G2000950","1920","Kansas","200","Kingman","0950","Kingman","32","950",12119,12119
"G2000970","1920","Kansas","200","Kiowa","0970","Kiowa","32","970",6164,6164
"G2000990","1920","Kansas","200","Labette","0990","Labette","32","990",34047,34047
"G2001010","1920","Kansas","200","Lane","1010","Lane","32","1010",2848,2848
"G2001030","1920","Kansas","200","Leavenworth","1030","Leavenworth","32","1030",38402,38402
"G2001050","1920","Kansas","200","Lincoln","1050","Lincoln","32","1050",9894,9894
"G2001070","1920","Kansas","200","Linn","1070","Linn","32","1070",13815,13815
"G2001090","1920","Kansas","200","Logan","1090","Logan","32","1090",3223,3223
"G2001110","1920","Kansas","200","Lyon","1110","Lyon","32","1110",26154,26154
"G2001130","1920","Kansas","200","McPherson","1130","Mcpherson","32","1130",21845,21845
"G2001150","1920","Kansas","200","Marion","1150","Marion","32","1150",22923,22923
