GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,A7L001,A81001
"G4701750","1920","Tennessee","470","Van Buren","1750","Van Buren","54","1750",2624,2624
"G4701770","1920","Tennessee","470","Warren","1770","Warren","54","1770",17306,17306
"G4701790","1920","Tennessee","470","Washington","1790","Washington","54","1790",34052,34052
"G4701810","1920","Tennessee","470","Wayne","1810","Wayne","54","1810",12877,12877
"G4701830","1920","Tennessee","470","Weakley","1830","Weakley","54","1830",31053,31053
"G4701850","1920","Tennessee","470","White","1850","White","54","1850",15701,15701
"G4701870","1920","Tennessee","470","Williamson","1870","Williamson","54","1870",23409,23409
"G4701890","1920","Tennessee","470","Wilson","1890","Wilson","54","1890",26241,26241
"G4800010","1920","Texas","480","Anderson","0010","Anderson","49","10",34318,34318
"G4800030","1920","Texas","480","Andrews","0030","Andrews","49","30",350,350
"G4800050","1920","Texas","480","Angelina","0050","Angelina","49","50",22287,22287
"G4800070","1920","Texas","480","Aransas","0070","Aransas","49","70",2064,2064
"G4800090","1920","Texas","480","Archer","0090","Archer","49","90",5254,5254
"G4800110","1920","Texas","480","Armstrong","0110","Armstrong","49","110",2816,2816
"G4800130","1920","Texas","480","Atascosa","0130","Atascosa","49","130",12702,12702
"G4800150","1920","Texas","480","Austin","0150","Austin","49","150",18874,18874
"G4800170","1920","Texas","480","Bailey","0170","Bailey","49","170",517,517
"G4800190","1920","Texas","480","Bandera","0190","Bandera","49","190",4001,4001
"G4800210","1920","Texas","480","Bastrop","0210","Bastrop","49","210",26649,26649
"G4800230","1920","Texas","480","Baylor","0230","Baylor","49","230",7027,7027
"G4800250","1920","Texas","480","Bee","0250","Bee","49","250",12137,12137
"G4800270","1920","Texas","480","Bell","0270","Bell","49","270",46412,46412
"G4800290","1920","Texas","480","Bexar","0290","Bexar","49","290",202096,202096
"G4800310","1920","Texas","480","Blanco","0310","Blanco","49","310",4063,4063
"G4800330","1920","Texas","480","Borden","0330","Borden","49","330",965,965
"G4800350","1920","Texas","480","Bosque","0350","Bosque","49","350",18032,18032
"G4800370","1920","Texas","480","Bowie","0370","Bowie","49","370",39472,39472
"G4800390","1920","Texas","480","Brazoria","0390","Brazoria","49","390",20614,20614
"G4800410","1920","Texas","480","Brazos","0410","Brazos","49","410",21975,21975
"G4800430","1920","Texas","480","Brewster","0430","Brewster","49","430",4822,4822
"G4800450","1920","Texas","480","Briscoe","0450","Briscoe","49","450",2948,2948
"G4800470","1920","Texas","480","Brooks","0470","Brooks","49","470",4560,4560
"G4800490","1920","Texas","480","Brown","0490","Brown","49","490",21682,21682
"G4800510","1920","Texas","480","Burleson","0510","Burleson","49","510",16855,16855
"G4800530","1920","Texas","480","Burnet","0530","Burnet","49","530",9499,9499
"G4800550","1920","Texas","480","Caldwell","0550","Caldwell","49","550",25160,25160
"G4800570","1920","Texas","480","Calhoun","0570","Calhoun","49","570",4700,4700
"G4800590","1920","Texas","480","Callahan","0590","Callahan","49","590",11844,11844
"G4800610","1920","Texas","480","Cameron","0610","Cameron","49","610",36662,36662
"G4800630","1920","Texas","480","Camp","0630","Camp","49","630",11103,11103
"G4800650","1920","Texas","480","Carson","0650","Carson","49","650",3078,3078
"G4800670","1920","Texas","480","Cass","0670","Cass","49","670",30041,30041
"G4800690","1920","Texas","480","Castro","0690","Castro","49","690",1948,1948
"G4800710","1920","Texas","480","Chambers","0710","Chambers","49","710",4162,4162
"G4800730","1920","Texas","480","Cherokee","0730","Cherokee","49","730",37633,37633
"G4800750","1920","Texas","480","Childress","0750","Childress","49","750",10933,10933
"G4800770","1920","Texas","480","Clay","0770","Clay","49","770",16864,16864
"G4800790","1920","Texas","480","Cochran","0790","Cochran","49","790",67,67
"G4800810","1920","Texas","480","Coke","0810","Coke","49","810",4557,4557
"G4800830","1920","Texas","480","Coleman","0830","Coleman","49","830",18805,18805
"G4800850","1920","Texas","480","Collin","0850","Collin","49","850",49609,49609
"G4800870","1920","Texas","480","Collingsworth","0870","Collingsworth","49","870",9154,9154
"G4800890","1920","Texas","480","Colorado","0890","Colorado","49","890",19013,19013
"G4800910","1920","Texas","480","Comal","0910","Comal","49","910",8824,8824
"G4800930","1920","Texas","480","Comanche","0930","Comanche","49","930",25748,25748
"G4800950","1920","Texas","480","Concho","0950","Concho","49","950",5847,5847
"G4800970","1920","Texas","480","Cooke","0970","Cooke","49","970",25667,25667
"G4800990","1920","Texas","480","Coryell","0990","Coryell","49","990",20601,20601
"G4801010","1920","Texas","480","Cottle","1010","Cottle","49","1010",6901,6901
"G4801030","1920","Texas","480","Crane","1030","Crane","49","1030",37,37
"G4801050","1920","Texas","480","Crockett","1050","Crockett","49","1050",1500,1500
"G4801070","1920","Texas","480","Crosby","1070","Crosby","49","1070",6084,6084
"G4801090","1920","Texas","480","Culberson","1090","Culberson","49","1090",912,912
"G4801110","1920","Texas","480","Dallam","1110","Dallam","49","1110",4528,4528
"G4801130","1920","Texas","480","Dallas","1130","Dallas","49","1130",210551,210551
"G4801150","1920","Texas","480","Dawson","1150","Dawson","49","1150",4309,4309
"G4801170","1920","Texas","480","Deaf Smith","1170","Deaf Smith","49","1170",3747,3747
"G4801190","1920","Texas","480","Delta","1190","Delta","49","1190",15887,15887
"G4801210","1920","Texas","480","Denton","1210","Denton","49","1210",35355,35355
"G4801230","1920","Texas","480","DeWitt","1230","De Witt","49","1230",27971,27971
"G4801250","1920","Texas","480","Dickens","1250","Dickens","49","1250",5876,5876
"G4801270","1920","Texas","480","Dimmit","1270","Dimmit","49","1270",5296,5296
"G4801290","1920","Texas","480","Donley","1290","Donley","49","1290",8035,8035
"G4801310","1920","Texas","480","Duval","1310","Duval","49","1310",8251,8251
"G4801330","1920","Texas","480","Eastland","1330","Eastland","49","1330",58505,58505
"G4801350","1920","Texas","480","Ector","1350","Ector","49","1350",760,760
"G4801370","1920","Texas","480","Edwards","1370","Edwards","49","1370",2283,2283
"G4801390","1920","Texas","480","Ellis","1390","Ellis","49","1390",55700,55700
"G4801410","1920","Texas","480","El Paso","1410","El Paso","49","1410",101877,101877
"G4801430","1920","Texas","480","Erath","1430","Erath","49","1430",28385,28385
"G4801450","1920","Texas","480","Falls","1450","Falls","49","1450",36217,36217
"G4801470","1920","Texas","480","Fannin","1470","Fannin","49","1470",48186,48186
"G4801490","1920","Texas","480","Fayette","1490","Fayette","49","1490",29965,29965
"G4801510","1920","Texas","480","Fisher","1510","Fisher","49","1510",11009,11009
"G4801530","1920","Texas","480","Floyd","1530","Floyd","49","1530",9758,9758
"G4801550","1920","Texas","480","Foard","1550","Foard","49","1550",4747,4747
"G4801570","1920","Texas","480","Fort Bend","1570","Fort Bend","49","1570",22931,22931
"G4801590","1920","Texas","480","Franklin","1590","Franklin","49","1590",9304,9304
"G4801610","1920","Texas","480","Freestone","1610","Freestone","49","1610",23264,23264
"G4801630","1920","Texas","480","Frio","1630","Frio","49","1630",9296,9296
"G4801650","1920","Texas","480","Gaines","1650","Gaines","49","1650",1018,1018
"G4801670","1920","Texas","480","Galveston","1670","Galveston","49","1670",53150,53150
"G4801690","1920","Texas","480","Garza","1690","Garza","49","1690",4253,4253
"G4801710","1920","Texas","480","Gillespie","1710","Gillespie","49","1710",10015,10015
"G4801730","1920","Texas","480","Glasscock","1730","Glasscock","49","1730",555,555
"G4801750","1920","Texas","480","Goliad","1750","Goliad","49","1750",9348,9348
"G4801770","1920","Texas","480","Gonzales","1770","Gonzales","49","1770",28438,28438
"G4801790","1920","Texas","480","Gray","1790","Gray","49","1790",4663,4663
"G4801810","1920","Texas","480","Grayson","1810","Grayson","49","1810",74165,74165
"G4801830","1920","Texas","480","Gregg","1830","Gregg","49","1830",16767,16767
"G4801850","1920","Texas","480","Grimes","1850","Grimes","49","1850",23101,23101
"G4801870","1920","Texas","480","Guadalupe","1870","Guadalupe","49","1870",27719,27719
"G4801890","1920","Texas","480","Hale","1890","Hale","49","1890",10104,10104
"G4801910","1920","Texas","480","Hall","1910","Hall","49","1910",11137,11137
"G4801930","1920","Texas","480","Hamilton","1930","Hamilton","49","1930",14676,14676
"G4801950","1920","Texas","480","Hansford","1950","Hansford","49","1950",1354,1354
"G4801970","1920","Texas","480","Hardeman","1970","Hardeman","49","1970",12487,12487
"G4801990","1920","Texas","480","Hardin","1990","Hardin","49","1990",15983,15983
"G4802010","1920","Texas","480","Harris","2010","Harris","49","2010",186667,186667
"G4802030","1920","Texas","480","Harrison","2030","Harrison","49","2030",43565,43565
"G4802050","1920","Texas","480","Hartley","2050","Hartley","49","2050",1109,1109
"G4802070","1920","Texas","480","Haskell","2070","Haskell","49","2070",14193,14193
"G4802090","1920","Texas","480","Hays","2090","Hays","49","2090",15920,15920
"G4802110","1920","Texas","480","Hemphill","2110","Hemphill","49","2110",4280,4280
"G4802130","1920","Texas","480","Henderson","2130","Henderson","49","2130",28327,28327
"G4802150","1920","Texas","480","Hidalgo","2150","Hidalgo","49","2150",38110,38110
"G4802170","1920","Texas","480","Hill","2170","Hill","49","2170",43332,43332
"G4802190","1920","Texas","480","Hockley","2190","Hockley","49","2190",137,137
"G4802210","1920","Texas","480","Hood","2210","Hood","49","2210",8759,8759
"G4802230","1920","Texas","480","Hopkins","2230","Hopkins","49","2230",34791,34791
"G4802250","1920","Texas","480","Houston","2250","Houston","49","2250",28601,28601
"G4802270","1920","Texas","480","Howard","2270","Howard","49","2270",6962,6962
"G4802290","1920","Texas","480","Hudspeth","2290","Hudspeth","49","2290",962,962
"G4802310","1920","Texas","480","Hunt","2310","Hunt","49","2310",50350,50350
"G4802330","1920","Texas","480","Hutchinson","2330","Hutchinson","49","2330",721,721
"G4802350","1920","Texas","480","Irion","2350","Irion","49","2350",1610,1610
"G4802370","1920","Texas","480","Jack","2370","Jack","49","2370",9863,9863
"G4802390","1920","Texas","480","Jackson","2390","Jackson","49","2390",11244,11244
"G4802410","1920","Texas","480","Jasper","2410","Jasper","49","2410",15569,15569
"G4802430","1920","Texas","480","Jeff Davis","2430","Jeff Davis","49","2430",1445,1445
"G4802450","1920","Texas","480","Jefferson","2450","Jefferson","49","2450",73120,73120
"G4802470","1920","Texas","480","Jim Hogg","2470","Jim Hogg","49","2470",1914,1914
"G4802490","1920","Texas","480","Jim Wells","2490","Jim Wells","49","2490",6587,6587
"G4802510","1920","Texas","480","Johnson","2510","Johnson","49","2510",37286,37286
"G4802530","1920","Texas","480","Jones","2530","Jones","49","2530",22323,22323
"G4802550","1920","Texas","480","Karnes","2550","Karnes","49","2550",19049,19049
"G4802570","1920","Texas","480","Kaufman","2570","Kaufman","49","2570",41276,41276
"G4802590","1920","Texas","480","Kendall","2590","Kendall","49","2590",4779,4779
"G4802630","1920","Texas","480","Kent","2630","Kent","49","2630",3335,3335
"G4802650","1920","Texas","480","Kerr","2650","Kerr","49","2650",5842,5842
"G4802670","1920","Texas","480","Kimble","2670","Kimble","49","2670",3581,3581
"G4802690","1920","Texas","480","King","2690","King","49","2690",655,655
"G4802710","1920","Texas","480","Kinney","2710","Kinney","49","2710",3746,3746
"G4802730","1920","Texas","480","Kleberg","2730","Kleberg","49","2730",7837,7837
"G4802750","1920","Texas","480","Knox","2750","Knox","49","2750",9240,9240
"G4802770","1920","Texas","480","Lamar","2770","Lamar","49","2770",55742,55742
"G4802790","1920","Texas","480","Lamb","2790","Lamb","49","2790",1175,1175
"G4802810","1920","Texas","480","Lampasas","2810","Lampasas","49","2810",8800,8800
"G4802830","1920","Texas","480","La Salle","2830","La Salle","49","2830",4821,4821
"G4802850","1920","Texas","480","Lavaca","2850","Lavaca","49","2850",28964,28964
"G4802870","1920","Texas","480","Lee","2870","Lee","49","2870",14014,14014
"G4802890","1920","Texas","480","Leon","2890","Leon","49","2890",18286,18286
"G4802910","1920","Texas","480","Liberty","2910","Liberty","49","2910",14637,14637
"G4802930","1920","Texas","480","Limestone","2930","Limestone","49","2930",33283,33283
"G4802950","1920","Texas","480","Lipscomb","2950","Lipscomb","49","2950",3684,3684
"G4802970","1920","Texas","480","Live Oak","2970","Live Oak","49","2970",4171,4171
"G4802990","1920","Texas","480","Llano","2990","Llano","49","2990",5360,5360
"G4803010","1920","Texas","480","Loving","3010","Loving","49","3010",82,82
"G4803030","1920","Texas","480","Lubbock","3030","Lubbock","49","3030",11096,11096
"G4803050","1920","Texas","480","Lynn","3050","Lynn","49","3050",4751,4751
"G4803070","1920","Texas","480","McCulloch","3070","Mcculloch","49","3070",11020,11020
"G4803090","1920","Texas","480","McLennan","3090","Mclennan","49","3090",82921,82921
"G4803110","1920","Texas","480","McMullen","3110","Mcmullen","49","3110",952,952
"G4803130","1920","Texas","480","Madison","3130","Madison","49","3130",11956,11956
"G4803150","1920","Texas","480","Marion","3150","Marion","49","3150",10886,10886
"G4803170","1920","Texas","480","Martin","3170","Martin","49","3170",1146,1146
"G4803190","1920","Texas","480","Mason","3190","Mason","49","3190",4824,4824
"G4803210","1920","Texas","480","Matagorda","3210","Matagorda","49","3210",16589,16589
"G4803230","1920","Texas","480","Maverick","3230","Maverick","49","3230",7418,7418
"G4803250","1920","Texas","480","Medina","3250","Medina","49","3250",11679,11679
"G4803270","1920","Texas","480","Menard","3270","Menard","49","3270",3162,3162
"G4803290","1920","Texas","480","Midland","3290","Midland","49","3290",2449,2449
"G4803310","1920","Texas","480","Milam","3310","Milam","49","3310",38104,38104
"G4803330","1920","Texas","480","Mills","3330","Mills","49","3330",9019,9019
"G4803350","1920","Texas","480","Mitchell","3350","Mitchell","49","3350",7527,7527
"G4803370","1920","Texas","480","Montague","3370","Montague","49","3370",22200,22200
"G4803390","1920","Texas","480","Montgomery","3390","Montgomery","49","3390",17334,17334
"G4803410","1920","Texas","480","Moore","3410","Moore","49","3410",571,571
"G4803430","1920","Texas","480","Morris","3430","Morris","49","3430",10289,10289
"G4803450","1920","Texas","480","Motley","3450","Motley","49","3450",4107,4107
"G4803470","1920","Texas","480","Nacogdoches","3470","Nacogdoches","49","3470",28457,28457
"G4803490","1920","Texas","480","Navarro","3490","Navarro","49","3490",50624,50624
"G4803510","1920","Texas","480","Newton","3510","Newton","49","3510",12196,12196
"G4803530","1920","Texas","480","Nolan","3530","Nolan","49","3530",10868,10868
"G4803550","1920","Texas","480","Nueces","3550","Nueces","49","3550",22807,22807
"G4803570","1920","Texas","480","Ochiltree","3570","Ochiltree","49","3570",2331,2331
"G4803590","1920","Texas","480","Oldham","3590","Oldham","49","3590",709,709
"G4803610","1920","Texas","480","Orange","3610","Orange","49","3610",15379,15379
"G4803630","1920","Texas","480","Palo Pinto","3630","Palo Pinto","49","3630",23431,23431
"G4803650","1920","Texas","480","Panola","3650","Panola","49","3650",21755,21755
"G4803670","1920","Texas","480","Parker","3670","Parker","49","3670",23382,23382
"G4803690","1920","Texas","480","Parmer","3690","Parmer","49","3690",1699,1699
"G4803710","1920","Texas","480","Pecos","3710","Pecos","49","3710",3857,3857
"G4803730","1920","Texas","480","Polk","3730","Polk","49","3730",16784,16784
"G4803750","1920","Texas","480","Potter","3750","Potter","49","3750",16710,16710
"G4803770","1920","Texas","480","Presidio","3770","Presidio","49","3770",12202,12202
"G4803790","1920","Texas","480","Rains","3790","Rains","49","3790",8099,8099
"G4803810","1920","Texas","480","Randall","3810","Randall","49","3810",3675,3675
"G4803830","1920","Texas","480","Reagan","3830","Reagan","49","3830",377,377
"G4803850","1920","Texas","480","Real","3850","Real","49","3850",1461,1461
"G4803870","1920","Texas","480","Red River","3870","Red River","49","3870",35829,35829
"G4803890","1920","Texas","480","Reeves","3890","Reeves","49","3890",4457,4457
"G4803910","1920","Texas","480","Refugio","3910","Refugio","49","3910",4050,4050
"G4803930","1920","Texas","480","Roberts","3930","Roberts","49","3930",1469,1469
"G4803950","1920","Texas","480","Robertson","3950","Robertson","49","3950",27933,27933
"G4803970","1920","Texas","480","Rockwall","3970","Rockwall","49","3970",8591,8591
"G4803990","1920","Texas","480","Runnels","3990","Runnels","49","3990",17074,17074
"G4804010","1920","Texas","480","Rusk","4010","Rusk","49","4010",31689,31689
"G4804030","1920","Texas","480","Sabine","4030","Sabine","49","4030",12299,12299
"G4804050","1920","Texas","480","San Augustine","4050","San Augustine","49","4050",13737,13737
"G4804070","1920","Texas","480","San Jacinto","4070","San Jacinto","49","4070",9867,9867
"G4804090","1920","Texas","480","San Patricio","4090","San Patricio","49","4090",11386,11386
"G4804110","1920","Texas","480","San Saba","4110","San Saba","49","4110",10045,10045
"G4804130","1920","Texas","480","Schleicher","4130","Schleicher","49","4130",1851,1851
"G4804150","1920","Texas","480","Scurry","4150","Scurry","49","4150",9003,9003
"G4804170","1920","Texas","480","Shackelford","4170","Shackelford","49","4170",4960,4960
"G4804190","1920","Texas","480","Shelby","4190","Shelby","49","4190",27464,27464
"G4804210","1920","Texas","480","Sherman","4210","Sherman","49","4210",1473,1473
"G4804230","1920","Texas","480","Smith","4230","Smith","49","4230",46769,46769
"G4804250","1920","Texas","480","Somervell","4250","Somervell","49","4250",3563,3563
"G4804270","1920","Texas","480","Starr","4270","Starr","49","4270",11089,11089
"G4804290","1920","Texas","480","Stephens","4290","Stephens","49","4290",15403,15403
"G4804310","1920","Texas","480","Sterling","4310","Sterling","49","4310",1053,1053
"G4804330","1920","Texas","480","Stonewall","4330","Stonewall","49","4330",4086,4086
"G4804350","1920","Texas","480","Sutton","4350","Sutton","49","4350",1598,1598
"G4804370","1920","Texas","480","Swisher","4370","Swisher","49","4370",4388,4388
"G4804390","1920","Texas","480","Tarrant","4390","Tarrant","49","4390",152800,152800
"G4804410","1920","Texas","480","Taylor","4410","Taylor","49","4410",24081,24081
"G4804430","1920","Texas","480","Terrell","4430","Terrell","49","4430",1595,1595
"G4804450","1920","Texas","480","Terry","4450","Terry","49","4450",2236,2236
"G4804470","1920","Texas","480","Throckmorton","4470","Throckmorton","49","4470",3589,3589
"G4804490","1920","Texas","480","Titus","4490","Titus","49","4490",18128,18128
"G4804510","1920","Texas","480","Tom Green","4510","Tom Green","49","4510",15210,15210
"G4804530","1920","Texas","480","Travis","4530","Travis","49","4530",57616,57616
"G4804550","1920","Texas","480","Trinity","4550","Trinity","49","4550",13623,13623
"G4804570","1920","Texas","480","Tyler","4570","Tyler","49","4570",10415,10415
"G4804590","1920","Texas","480","Upshur","4590","Upshur","49","4590",22472,22472
"G4804610","1920","Texas","480","Upton","4610","Upton","49","4610",253,253
"G4804630","1920","Texas","480","Uvalde","4630","Uvalde","49","4630",10769,10769
"G4804650","1920","Texas","480","Val Verde","4650","Val Verde","49","4650",12706,12706
"G4804670","1920","Texas","480","Van Zandt","4670","Van Zandt","49","4670",30784,30784
"G4804690","1920","Texas","480","Victoria","4690","Victoria","49","4690",18271,18271
"G4804710","1920","Texas","480","Walker","4710","Walker","49","4710",18556,18556
"G4804730","1920","Texas","480","Waller","4730","Waller","49","4730",10292,10292
"G4804750","1920","Texas","480","Ward","4750","Ward","49","4750",2615,2615
"G4804770","1920","Texas","480","Washington","4770","Washington","49","4770",26624,26624
"G4804790","1920","Texas","480","Webb","4790","Webb","49","4790",29152,29152
"G4804810","1920","Texas","480","Wharton","4810","Wharton","49","4810",24288,24288
"G4804830","1920","Texas","480","Wheeler","4830","Wheeler","49","4830",7397,7397
"G4804850","1920","Texas","480","Wichita","4850","Wichita","49","4850",72911,72911
"G4804870","1920","Texas","480","Wilbarger","4870","Wilbarger","49","4870",15112,15112
"G4804890","1920","Texas","480","Willacy","4890","Willacy","49","4890",1033,1033
"G4804910","1920","Texas","480","Williamson","4910","Williamson","49","4910",42934,42934
"G4804930","1920","Texas","480","Wilson","4930","Wilson","49","4930",17289,17289
"G4804950","1920","Texas","480","Winkler","4950","Winkler","49","4950",81,81
"G4804970","1920","Texas","480","Wise","4970","Wise","49","4970",23363,23363
"G4804990","1920","Texas","480","Wood","4990","Wood","49","4990",27707,27707
"G4805010","1920","Texas","480","Yoakum","5010","Yoakum","49","5010",504,504
"G4805030","1920","Texas","480","Young","5030","Young","49","5030",13379,13379
"G4805050","1920","Texas","480","Zapata","5050","Zapata","49","5050",2929,2929
"G4805070","1920","Texas","480","Zavala","5070","Zavala","49","5070",3108,3108
"G4900010","1920","Utah","490","Beaver","0010","Beaver","67","10",5139,5139
"G4900030","1920","Utah","490","Box Elder","0030","Box Elder","67","30",18788,18788
"G4900050","1920","Utah","490","Cache","0050","Cache","67","50",26992,26992
"G4900070","1920","Utah","490","Carbon","0070","Carbon","67","70",15489,15489
"G4900090","1920","Utah","490","Daggett","0090","Daggett","67","90",400,400
"G4900110","1920","Utah","490","Davis","0110","Davis","67","110",11450,11450
"G4900130","1920","Utah","490","Duchesne","0130","Duchesne","67","130",9093,9093
"G4900150","1920","Utah","490","Emery","0150","Emery","67","150",7411,7411
"G4900170","1920","Utah","490","Garfield","0170","Garfield","67","170",4768,4768
"G4900190","1920","Utah","490","Grand","0190","Grand","67","190",1808,1808
"G4900210","1920","Utah","490","Iron","0210","Iron","67","210",5787,5787
"G4900230","1920","Utah","490","Juab","0230","Juab","67","230",9871,9871
"G4900250","1920","Utah","490","Kane","0250","Kane","67","250",2054,2054
"G4900270","1920","Utah","490","Millard","0270","Millard","67","270",9659,9659
"G4900290","1920","Utah","490","Morgan","0290","Morgan","67","290",2542,2542
"G4900310","1920","Utah","490","Piute","0310","Piute","67","310",2770,2770
"G4900330","1920","Utah","490","Rich","0330","Rich","67","330",1890,1890
"G4900350","1920","Utah","490","Salt Lake","0350","Salt Lake","67","350",159282,159282
"G4900370","1920","Utah","490","San Juan","0370","San Juan","67","370",3379,3379
"G4900390","1920","Utah","490","Sanpete","0390","Sanpete","67","390",17505,17505
"G4900410","1920","Utah","490","Sevier","0410","Sevier","67","410",11281,11281
"G4900430","1920","Utah","490","Summit","0430","Summit","67","430",7862,7862
"G4900450","1920","Utah","490","Tooele","0450","Tooele","67","450",7965,7965
"G4900470","1920","Utah","490","Uintah","0470","Uintah","67","470",8470,8470
"G4900490","1920","Utah","490","Utah","0490","Utah","67","490",40792,40792
"G4900510","1920","Utah","490","Wasatch","0510","Wasatch","67","510",4625,4625
"G4900530","1920","Utah","490","Washington","0530","Washington","67","530",6764,6764
"G4900550","1920","Utah","490","Wayne","0550","Wayne","67","550",2097,2097
"G4900570","1920","Utah","490","Weber","0570","Weber","67","570",43463,43463
"G5000010","1920","Vermont","500","Addison","0010","Addison","6","10",18666,18666
"G5000030","1920","Vermont","500","Bennington","0030","Bennington","6","30",21577,21577
"G5000050","1920","Vermont","500","Caledonia","0050","Caledonia","6","50",25762,25762
"G5000070","1920","Vermont","500","Chittenden","0070","Chittenden","6","70",43708,43708
"G5000090","1920","Vermont","500","Essex","0090","Essex","6","90",7364,7364
"G5000110","1920","Vermont","500","Franklin","0110","Franklin","6","110",30026,30026
"G5000130","1920","Vermont","500","Grand Isle","0130","Grand Isle","6","130",3784,3784
"G5000150","1920","Vermont","500","Lamoille","0150","Lamoille","6","150",11858,11858
"G5000170","1920","Vermont","500","Orange","0170","Orange","6","170",17279,17279
"G5000190","1920","Vermont","500","Orleans","0190","Orleans","6","190",23913,23913
"G5000210","1920","Vermont","500","Rutland","0210","Rutland","6","210",46213,46213
"G5000230","1920","Vermont","500","Washington","0230","Washington","6","230",38921,38921
"G5000250","1920","Vermont","500","Windham","0250","Windham","6","250",26373,26373
"G5000270","1920","Vermont","500","Windsor","0270","Windsor","6","270",36984,36984
"G5100010","1920","Virginia","510","Accomack","0010","Accomack","40","10",34795,34795
"G5100030","1920","Virginia","510","Albemarle","0030","Albemarle","40","30",26005,26005
"G5100050","1920","Virginia","510","Alleghany","0050","Alleghany","40","50",15332,15332
"G5100070","1920","Virginia","510","Amelia","0070","Amelia","40","70",9800,9800
"G5100090","1920","Virginia","510","Amherst","0090","Amherst","40","90",19771,19771
"G5100110","1920","Virginia","510","Appomattox","0110","Appomattox","40","110",9255,9255
"G5100130","1920","Virginia","510","Arlington","0130","Arlington","40","130",16040,16040
"G5100150","1920","Virginia","510","Augusta","0150","Augusta","40","150",34671,34671
"G5100170","1920","Virginia","510","Bath","0170","Bath","40","170",6389,6389
"G5100190","1920","Virginia","510","Bedford","0190","Bedford","40","190",30669,30669
"G5100210","1920","Virginia","510","Bland","0210","Bland","40","210",5593,5593
"G5100230","1920","Virginia","510","Botetourt","0230","Botetourt","40","230",16557,16557
"G5100250","1920","Virginia","510","Brunswick","0250","Brunswick","40","250",21025,21025
"G5100270","1920","Virginia","510","Buchanan","0270","Buchanan","40","270",15441,15441
"G5100290","1920","Virginia","510","Buckingham","0290","Buckingham","40","290",14885,14885
"G5100310","1920","Virginia","510","Campbell","0310","Campbell","40","310",26716,26716
"G5100330","1920","Virginia","510","Caroline","0330","Caroline","40","330",15954,15954
"G5100350","1920","Virginia","510","Carroll","0350","Carroll","40","350",21283,21283
"G5100360","1920","Virginia","510","Charles City","0360","Charles City","40","360",4793,4793
"G5100370","1920","Virginia","510","Charlotte","0370","Charlotte","40","370",17540,17540
"G5100410","1920","Virginia","510","Chesterfield","0410","Chesterfield","40","410",20496,20496
"G5100430","1920","Virginia","510","Clarke","0430","Clarke","40","430",7165,7165
"G5100450","1920","Virginia","510","Craig","0450","Craig","40","450",4100,4100
"G5100470","1920","Virginia","510","Culpeper","0470","Culpeper","40","470",13292,13292
"G5100490","1920","Virginia","510","Cumberland","0490","Cumberland","40","490",9111,9111
"G5100510","1920","Virginia","510","Dickenson","0510","Dickenson","40","510",13542,13542
"G5100530","1920","Virginia","510","Dinwiddie","0530","Dinwiddie","40","530",17949,17949
"G5100550","1920","Virginia","510","Elizabeth City","0550","Elizabeth City","40","550",25249,25249
"G5100570","1920","Virginia","510","Essex","0570","Essex","40","570",8542,8542
"G5100590","1920","Virginia","510","Fairfax","0590","Fairfax","40","590",21943,21943
"G5100610","1920","Virginia","510","Fauquier","0610","Fauquier","40","610",21869,21869
"G5100630","1920","Virginia","510","Floyd","0630","Floyd","40","630",13115,13115
"G5100650","1920","Virginia","510","Fluvanna","0650","Fluvanna","40","650",8547,8547
"G5100670","1920","Virginia","510","Franklin","0670","Franklin","40","670",26283,26283
"G5100690","1920","Virginia","510","Frederick","0690","Frederick","40","690",12461,12461
"G5100710","1920","Virginia","510","Giles","0710","Giles","40","710",11901,11901
"G5100730","1920","Virginia","510","Gloucester","0730","Gloucester","40","730",11894,11894
"G5100750","1920","Virginia","510","Goochland","0750","Goochland","40","750",8863,8863
"G5100770","1920","Virginia","510","Grayson","0770","Grayson","40","770",19816,19816
"G5100790","1920","Virginia","510","Greene","0790","Greene","40","790",6369,6369
"G5100810","1920","Virginia","510","Greensville","0810","Greensville","40","810",11606,11606
"G5100830","1920","Virginia","510","Halifax","0830","Halifax","40","830",41374,41374
"G5100850","1920","Virginia","510","Hanover","0850","Hanover","40","850",18088,18088
"G5100870","1920","Virginia","510","Henrico","0870","Henrico","40","870",18972,18972
"G5100890","1920","Virginia","510","Henry","0890","Henry","40","890",20238,20238
"G5100910","1920","Virginia","510","Highland","0910","Highland","40","910",4931,4931
"G5100930","1920","Virginia","510","Isle Of Wight","0930","Isle Of Wight","40","930",14433,14433
"G5100950","1920","Virginia","510","James City","0950","James City","40","950",6138,6138
"G5100970","1920","Virginia","510","King And Queen","0970","King And Queen","40","970",9161,9161
"G5100990","1920","Virginia","510","King George","0990","King George","40","990",5762,5762
"G5101010","1920","Virginia","510","King William","1010","King William","40","1010",8739,8739
"G5101030","1920","Virginia","510","Lancaster","1030","Lancaster","40","1030",9757,9757
"G5101050","1920","Virginia","510","Lee","1050","Lee","40","1050",25293,25293
"G5101070","1920","Virginia","510","Loudoun","1070","Loudoun","40","1070",20577,20577
"G5101090","1920","Virginia","510","Louisa","1090","Louisa","40","1090",17089,17089
