GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,A3Y001,A3Y002
"G2100350","1910","Kentucky","210","Calloway","0350","Calloway","51","350",19867,17633
"G2100370","1910","Kentucky","210","Campbell","0370","Campbell","51","370",59369,54223
"G2100390","1910","Kentucky","210","Carlisle","0390","Carlisle","51","390",9048,10195
"G2100410","1910","Kentucky","210","Carroll","0410","Carroll","51","410",8110,9825
"G2100430","1910","Kentucky","210","Carter","0430","Carter","51","430",21966,20228
"G2100450","1910","Kentucky","210","Casey","0450","Casey","51","450",15479,15144
"G2100470","1910","Kentucky","210","Christian","0470","Christian","51","470",38845,37962
"G2100490","1910","Kentucky","210","Clark","0490","Clark","51","490",17987,16694
"G2100510","1910","Kentucky","210","Clay","0510","Clay","51","510",17789,15364
"G2100530","1910","Kentucky","210","Clinton","0530","Clinton","51","530",8153,7871
"G2100550","1910","Kentucky","210","Crittenden","0550","Crittenden","51","550",13296,15191
"G2100570","1910","Kentucky","210","Cumberland","0570","Cumberland","51","570",9846,8962
"G2100590","1910","Kentucky","210","Daviess","0590","Daviess","51","590",41020,38667
"G2100610","1910","Kentucky","210","Edmonson","0610","Edmonson","51","610",10469,10080
"G2100630","1910","Kentucky","210","Elliott","0630","Elliott","51","630",9814,10387
"G2100650","1910","Kentucky","210","Estill","0650","Estill","51","650",12273,11669
"G2100670","1910","Kentucky","210","Fayette","0670","Fayette","51","670",47715,42071
"G2100690","1910","Kentucky","210","Fleming","0690","Fleming","51","690",16066,17074
"G2100710","1910","Kentucky","210","Floyd","0710","Floyd","51","710",18623,15552
"G2100730","1910","Kentucky","210","Franklin","0730","Franklin","51","730",21135,20852
"G2100750","1910","Kentucky","210","Fulton","0750","Fulton","51","750",14114,11546
"G2100770","1910","Kentucky","210","Gallatin","0770","Gallatin","51","770",4697,5163
"G2100790","1910","Kentucky","210","Garrard","0790","Garrard","51","790",11894,12042
"G2100810","1910","Kentucky","210","Grant","0810","Grant","51","810",10581,13239
"G2100830","1910","Kentucky","210","Graves","0830","Graves","51","830",33539,33204
"G2100850","1910","Kentucky","210","Grayson","0850","Grayson","51","850",19958,19878
"G2100870","1910","Kentucky","210","Green","0870","Green","51","870",11871,12255
"G2100890","1910","Kentucky","210","Greenup","0890","Greenup","51","890",18475,15432
"G2100910","1910","Kentucky","210","Hancock","0910","Hancock","51","910",8512,8914
"G2100930","1910","Kentucky","210","Hardin","0930","Hardin","51","930",22696,22937
"G2100950","1910","Kentucky","210","Harlan","0950","Harlan","51","950",10566,9838
"G2100970","1910","Kentucky","210","Harrison","0970","Harrison","51","970",16873,18570
"G2100990","1910","Kentucky","210","Hart","0990","Hart","51","990",18173,18390
"G2101010","1910","Kentucky","210","Henderson","1010","Henderson","51","1010",29352,32907
"G2101030","1910","Kentucky","210","Henry","1030","Henry","51","1030",13716,14620
"G2101050","1910","Kentucky","210","Hickman","1050","Hickman","51","1050",11750,11745
"G2101070","1910","Kentucky","210","Hopkins","1070","Hopkins","51","1070",34291,30995
"G2101090","1910","Kentucky","210","Jackson","1090","Jackson","51","1090",10734,10561
"G2101110","1910","Kentucky","210","Jefferson","1110","Jefferson","51","1110",262920,232549
"G2101130","1910","Kentucky","210","Jessamine","1130","Jessamine","51","1130",12613,11925
"G2101150","1910","Kentucky","210","Johnson","1150","Johnson","51","1150",17482,13730
"G2101170","1910","Kentucky","210","Kenton","1170","Kenton","51","1170",70355,63591
"G2101190","1910","Kentucky","210","Knott","1190","Knott","51","1190",10791,8704
"G2101210","1910","Kentucky","210","Knox","1210","Knox","51","1210",22116,17372
"G2101230","1910","Kentucky","210","Larue","1230","Larue","51","1230",10701,10764
"G2101250","1910","Kentucky","210","Laurel","1250","Laurel","51","1250",19872,17592
"G2101270","1910","Kentucky","210","Lawrence","1270","Lawrence","51","1270",20067,19612
"G2101290","1910","Kentucky","210","Lee","1290","Lee","51","1290",9531,7988
"G2101310","1910","Kentucky","210","Leslie","1310","Leslie","51","1310",8976,6753
"G2101330","1910","Kentucky","210","Letcher","1330","Letcher","51","1330",10623,9172
"G2101350","1910","Kentucky","210","Lewis","1350","Lewis","51","1350",16887,17868
"G2101370","1910","Kentucky","210","Lincoln","1370","Lincoln","51","1370",17897,17059
"G2101390","1910","Kentucky","210","Livingston","1390","Livingston","51","1390",10627,11354
"G2101410","1910","Kentucky","210","Logan","1410","Logan","51","1410",24977,25994
"G2101430","1910","Kentucky","210","Lyon","1430","Lyon","51","1430",9423,9319
"G2101450","1910","Kentucky","210","McCracken","1450","Mccracken","51","1450",35064,28733
"G2101490","1910","Kentucky","210","McLean","1490","Mclean","51","1490",13241,12448
"G2101510","1910","Kentucky","210","Madison","1510","Madison","51","1510",26951,25607
"G2101530","1910","Kentucky","210","Magoffin","1530","Magoffin","51","1530",13654,12006
"G2101550","1910","Kentucky","210","Marion","1550","Marion","51","1550",16330,16290
"G2101570","1910","Kentucky","210","Marshall","1570","Marshall","51","1570",15771,13692
"G2101590","1910","Kentucky","210","Martin","1590","Martin","51","1590",7291,5780
"G2101610","1910","Kentucky","210","Mason","1610","Mason","51","1610",18611,20446
"G2101630","1910","Kentucky","210","Meade","1630","Meade","51","1630",9783,10533
"G2101650","1910","Kentucky","210","Menifee","1650","Menifee","51","1650",6153,6818
"G2101670","1910","Kentucky","210","Mercer","1670","Mercer","51","1670",14063,14426
"G2101690","1910","Kentucky","210","Metcalfe","1690","Metcalfe","51","1690",10453,9988
"G2101710","1910","Kentucky","210","Monroe","1710","Monroe","51","1710",13663,13053
"G2101730","1910","Kentucky","210","Montgomery","1730","Montgomery","51","1730",12868,12834
"G2101750","1910","Kentucky","210","Morgan","1750","Morgan","51","1750",16259,12792
"G2101770","1910","Kentucky","210","Muhlenberg","1770","Muhlenberg","51","1770",28598,20741
"G2101790","1910","Kentucky","210","Nelson","1790","Nelson","51","1790",16830,16587
"G2101810","1910","Kentucky","210","Nicholas","1810","Nicholas","51","1810",10601,11952
"G2101830","1910","Kentucky","210","Ohio","1830","Ohio","51","1830",27642,27287
"G2101850","1910","Kentucky","210","Oldham","1850","Oldham","51","1850",7248,7078
"G2101870","1910","Kentucky","210","Owen","1870","Owen","51","1870",14248,17553
"G2101890","1910","Kentucky","210","Owsley","1890","Owsley","51","1890",7979,6874
"G2101910","1910","Kentucky","210","Pendleton","1910","Pendleton","51","1910",11985,14947
"G2101930","1910","Kentucky","210","Perry","1930","Perry","51","1930",11255,8276
"G2101950","1910","Kentucky","210","Pike","1950","Pike","51","1950",31679,22686
"G2101970","1910","Kentucky","210","Powell","1970","Powell","51","1970",6268,6443
"G2101990","1910","Kentucky","210","Pulaski","1990","Pulaski","51","1990",35986,31293
"G2102010","1910","Kentucky","210","Robertson","2010","Robertson","51","2010",4121,4900
"G2102030","1910","Kentucky","210","Rockcastle","2030","Rockcastle","51","2030",14473,12416
"G2102050","1910","Kentucky","210","Rowan","2050","Rowan","51","2050",9438,8277
"G2102070","1910","Kentucky","210","Russell","2070","Russell","51","2070",10861,9695
"G2102090","1910","Kentucky","210","Scott","2090","Scott","51","2090",16956,18076
"G2102110","1910","Kentucky","210","Shelby","2110","Shelby","51","2110",18041,18340
"G2102130","1910","Kentucky","210","Simpson","2130","Simpson","51","2130",11460,11624
"G2102150","1910","Kentucky","210","Spencer","2150","Spencer","51","2150",7567,7406
"G2102170","1910","Kentucky","210","Taylor","2170","Taylor","51","2170",11961,11075
"G2102190","1910","Kentucky","210","Todd","2190","Todd","51","2190",16488,17371
"G2102210","1910","Kentucky","210","Trigg","2210","Trigg","51","2210",14539,14073
"G2102230","1910","Kentucky","210","Trimble","2230","Trimble","51","2230",6512,7272
"G2102250","1910","Kentucky","210","Union","2250","Union","51","2250",19886,21326
"G2102270","1910","Kentucky","210","Warren","2270","Warren","51","2270",30579,29970
"G2102290","1910","Kentucky","210","Washington","2290","Washington","51","2290",13940,14182
"G2102310","1910","Kentucky","210","Wayne","2310","Wayne","51","2310",17518,14892
"G2102330","1910","Kentucky","210","Webster","2330","Webster","51","2330",20974,20097
"G2102350","1910","Kentucky","210","Whitley","2350","Whitley","51","2350",31982,25015
"G2102370","1910","Kentucky","210","Wolfe","2370","Wolfe","51","2370",9864,8764
"G2102390","1910","Kentucky","210","Woodford","2390","Woodford","51","2390",12571,13134
"G2200010","1910","Louisiana","220","Acadia","0010","Acadia","45","10",31847,23483
"G2200050","1910","Louisiana","220","Ascension","0050","Ascension","45","50",23887,24142
"G2200070","1910","Louisiana","220","Assumption","0070","Assumption","45","70",24128,21620
"G2200090","1910","Louisiana","220","Avoyelles","0090","Avoyelles","45","90",34102,29701
"G2200130","1910","Louisiana","220","Bienville","0130","Bienville","45","130",21776,17588
"G2200150","1910","Louisiana","220","Bossier","0150","Bossier","45","150",21738,24153
"G2200170","1910","Louisiana","220","Caddo","0170","Caddo","45","170",58200,44499
"G2200190","1910","Louisiana","220","Calcasieu","0190","Calcasieu","45","190",62767,30428
"G2200210","1910","Louisiana","220","Caldwell","0210","Caldwell","45","210",8593,6917
"G2200230","1910","Louisiana","220","Cameron","0230","Cameron","45","230",4288,3952
"G2200250","1910","Louisiana","220","Catahoula","0250","Catahoula","45","250",10415,12698
"G2200270","1910","Louisiana","220","Claiborne","0270","Claiborne","45","270",25050,23029
"G2200290","1910","Louisiana","220","Concordia","0290","Concordia","45","290",14278,13559
"G2200310","1910","Louisiana","220","De Soto","0310","De Soto","45","310",27689,25063
"G2200330","1910","Louisiana","220","East Baton Rouge","0330","East Baton Rouge","45","330",34580,31153
"G2200350","1910","Louisiana","220","East Carroll","0350","East Carroll","45","350",11637,11373
"G2200370","1910","Louisiana","220","East Feliciana","0370","East Feliciana","45","370",20055,20443
"G2200410","1910","Louisiana","220","Franklin","0410","Franklin","45","410",11989,8890
"G2200430","1910","Louisiana","220","Grant","0430","Grant","45","430",15958,12902
"G2200450","1910","Louisiana","220","Iberia","0450","Iberia","45","450",31262,29015
"G2200470","1910","Louisiana","220","Iberville","0470","Iberville","45","470",30954,27006
"G2200490","1910","Louisiana","220","Jackson","0490","Jackson","45","490",13818,9119
"G2200510","1910","Louisiana","220","Jefferson","0510","Jefferson","45","510",18247,15321
"G2200550","1910","Louisiana","220","Lafayette","0550","Lafayette","45","550",28733,22825
"G2200570","1910","Louisiana","220","Lafourche","0570","Lafourche","45","570",33111,28882
"G2200590","1910","Louisiana","220","La Salle","0590","La Salle","45","590",9402,3653
"G2200610","1910","Louisiana","220","Lincoln","0610","Lincoln","45","610",18485,15898
"G2200630","1910","Louisiana","220","Livingston","0630","Livingston","45","630",10627,8100
"G2200650","1910","Louisiana","220","Madison","0650","Madison","45","650",10676,12322
"G2200670","1910","Louisiana","220","Morehouse","0670","Morehouse","45","670",18786,16634
"G2200690","1910","Louisiana","220","Natchitoches","0690","Natchitoches","45","690",36455,33216
"G2200710","1910","Louisiana","220","Orleans","0710","Orleans","45","710",339075,287104
"G2200730","1910","Louisiana","220","Ouachita","0730","Ouachita","45","730",25830,20947
"G2200750","1910","Louisiana","220","Plaquemines","0750","Plaquemines","45","750",12524,13039
"G2200770","1910","Louisiana","220","Pointe Coupee","0770","Pointe Coupee","45","770",25289,25777
"G2200790","1910","Louisiana","220","Rapides","0790","Rapides","45","790",44545,39578
"G2200810","1910","Louisiana","220","Red River","0810","Red River","45","810",11402,11548
"G2200830","1910","Louisiana","220","Richland","0830","Richland","45","830",15769,11116
"G2200850","1910","Louisiana","220","Sabine","0850","Sabine","45","850",19874,15421
"G2200870","1910","Louisiana","220","St Bernard","0870","St Bernard","45","870",5277,5031
"G2200890","1910","Louisiana","220","St Charles","0890","St Charles","45","890",11207,9072
"G2200910","1910","Louisiana","220","St Helena","0910","St Helena","45","910",9172,8479
"G2200930","1910","Louisiana","220","St James","0930","St James","45","930",23009,20197
"G2200950","1910","Louisiana","220","St John The Baptist","0950","St John The Baptist","45","950",14338,12330
"G2200970","1910","Louisiana","220","St Landry","0970","St Landry","45","970",66661,52906
"G2200990","1910","Louisiana","220","St Martin","0990","St Martin","45","990",23070,18940
"G2201010","1910","Louisiana","220","St Mary","1010","St Mary","45","1010",39368,34145
"G2201030","1910","Louisiana","220","St Tammany","1030","St Tammany","45","1030",18917,13335
"G2201050","1910","Louisiana","220","Tangipahoa","1050","Tangipahoa","45","1050",29160,17625
"G2201070","1910","Louisiana","220","Tensas","1070","Tensas","45","1070",17060,19070
"G2201090","1910","Louisiana","220","Terrebonne","1090","Terrebonne","45","1090",28320,24464
"G2201110","1910","Louisiana","220","Union","1110","Union","45","1110",20451,18520
"G2201130","1910","Louisiana","220","Vermilion","1130","Vermilion","45","1130",26390,20705
"G2201150","1910","Louisiana","220","Vernon","1150","Vernon","45","1150",17384,10327
"G2201170","1910","Louisiana","220","Washington","1170","Washington","45","1170",18886,9628
"G2201190","1910","Louisiana","220","Webster","1190","Webster","45","1190",19186,15125
"G2201210","1910","Louisiana","220","West Baton Rouge","1210","West Baton Rouge","45","1210",12636,10285
"G2201230","1910","Louisiana","220","West Carroll","1230","West Carroll","45","1230",6249,3685
"G2201250","1910","Louisiana","220","West Feliciana","1250","West Feliciana","45","1250",13449,15994
"G2201270","1910","Louisiana","220","Winn","1270","Winn","45","1270",18357,9648
"G2300010","1910","Maine","230","Androscoggin","0010","Androscoggin","2","10",59822,54242
"G2300030","1910","Maine","230","Aroostook","0030","Aroostook","2","30",74664,60744
"G2300050","1910","Maine","230","Cumberland","0050","Cumberland","2","50",112014,100689
"G2300070","1910","Maine","230","Franklin","0070","Franklin","2","70",19119,18444
"G2300090","1910","Maine","230","Hancock","0090","Hancock","2","90",35575,37241
"G2300110","1910","Maine","230","Kennebec","0110","Kennebec","2","110",62863,59117
"G2300130","1910","Maine","230","Knox","0130","Knox","2","130",28981,30406
"G2300150","1910","Maine","230","Lincoln","0150","Lincoln","2","150",18216,19669
"G2300170","1910","Maine","230","Oxford","0170","Oxford","2","170",36256,32238
"G2300190","1910","Maine","230","Penobscot","0190","Penobscot","2","190",85285,76246
"G2300210","1910","Maine","230","Piscataquis","0210","Piscataquis","2","210",19887,16949
"G2300230","1910","Maine","230","Sagadahoc","0230","Sagadahoc","2","230",18574,20330
"G2300250","1910","Maine","230","Somerset","0250","Somerset","2","250",36301,33849
"G2300270","1910","Maine","230","Waldo","0270","Waldo","2","270",23383,24185
"G2300290","1910","Maine","230","Washington","0290","Washington","2","290",42905,45232
"G2300310","1910","Maine","230","York","0310","York","2","310",68526,64885
"G2400010","1910","Maryland","240","Allegany","0010","Allegany","52","10",62411,53694
"G2400030","1910","Maryland","240","Anne Arundel","0030","Anne Arundel","52","30",39553,39620
"G2400050","1910","Maryland","240","Baltimore","0050","Baltimore","52","50",122349,90755
"G2400090","1910","Maryland","240","Calvert","0090","Calvert","52","70",10325,10223
"G2400110","1910","Maryland","240","Caroline","0110","Caroline","52","90",19216,16248
"G2400130","1910","Maryland","240","Carroll","0130","Carroll","52","110",33934,33860
"G2400150","1910","Maryland","240","Cecil","0150","Cecil","52","130",23759,24662
