GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,B5O001
"G1600550","1960","Idaho","160","Kootenai","0550","Kootenai","63","550",29556
"G1600570","1960","Idaho","160","Latah","0570","Latah","63","570",21170
"G1600590","1960","Idaho","160","Lemhi","0590","Lemhi","63","590",5816
"G1600610","1960","Idaho","160","Lewis","0610","Lewis","63","610",4423
"G1600630","1960","Idaho","160","Lincoln","0630","Lincoln","63","630",3686
"G1600650","1960","Idaho","160","Madison","0650","Madison","63","650",9417
"G1600670","1960","Idaho","160","Minidoka","0670","Minidoka","63","670",14394
"G1600690","1960","Idaho","160","Nez Perce","0690","Nez Perce","63","690",27066
"G1600710","1960","Idaho","160","Oneida","0710","Oneida","63","710",3603
"G1600730","1960","Idaho","160","Owyhee","0730","Owyhee","63","730",6375
"G1600750","1960","Idaho","160","Payette","0750","Payette","63","750",12363
"G1600770","1960","Idaho","160","Power","0770","Power","63","770",4111
"G1600790","1960","Idaho","160","Shoshone","0790","Shoshone","63","790",20876
"G1600810","1960","Idaho","160","Teton","0810","Teton","63","810",2639
"G1600830","1960","Idaho","160","Twin Falls","0830","Twin Falls","63","830",41842
"G1600850","1960","Idaho","160","Valley","0850","Valley","63","850",3663
"G1600870","1960","Idaho","160","Washington","0870","Washington","63","870",8378
"G1700010","1960","Illinois","170","Adams","0010","Adams","21","10",68467
"G1700030","1960","Illinois","170","Alexander","0030","Alexander","21","30",16061
"G1700050","1960","Illinois","170","Bond","0050","Bond","21","50",14060
"G1700070","1960","Illinois","170","Boone","0070","Boone","21","70",20326
"G1700090","1960","Illinois","170","Brown","0090","Brown","21","90",6210
"G1700110","1960","Illinois","170","Bureau","0110","Bureau","21","110",37594
"G1700130","1960","Illinois","170","Calhoun","0130","Calhoun","21","130",5933
"G1700150","1960","Illinois","170","Carroll","0150","Carroll","21","150",19507
"G1700170","1960","Illinois","170","Cass","0170","Cass","21","170",14539
"G1700190","1960","Illinois","170","Champaign","0190","Champaign","21","190",132436
"G1700210","1960","Illinois","170","Christian","0210","Christian","21","210",37207
"G1700230","1960","Illinois","170","Clark","0230","Clark","21","230",16546
"G1700250","1960","Illinois","170","Clay","0250","Clay","21","250",15815
"G1700270","1960","Illinois","170","Clinton","0270","Clinton","21","270",24029
"G1700290","1960","Illinois","170","Coles","0290","Coles","21","290",42860
"G1700310","1960","Illinois","170","Cook","0310","Cook","21","310",5129725
"G1700330","1960","Illinois","170","Crawford","0330","Crawford","21","330",20751
"G1700350","1960","Illinois","170","Cumberland","0350","Cumberland","21","350",9936
"G1700370","1960","Illinois","170","DeKalb","0370","De Kalb","21","370",51714
"G1700390","1960","Illinois","170","De Witt","0390","De Witt","21","390",17253
"G1700410","1960","Illinois","170","Douglas","0410","Douglas","21","410",19243
"G1700430","1960","Illinois","170","Dupage","0430","Du Page","21","430",313459
"G1700450","1960","Illinois","170","Edgar","0450","Edgar","21","450",22550
"G1700470","1960","Illinois","170","Edwards","0470","Edwards","21","470",7940
"G1700490","1960","Illinois","170","Effingham","0490","Effingham","21","490",23107
"G1700510","1960","Illinois","170","Fayette","0510","Fayette","21","510",21946
"G1700530","1960","Illinois","170","Ford","0530","Ford","21","530",16606
"G1700550","1960","Illinois","170","Franklin","0550","Franklin","21","550",39281
"G1700570","1960","Illinois","170","Fulton","0570","Fulton","21","570",41954
"G1700590","1960","Illinois","170","Gallatin","0590","Gallatin","21","590",7638
"G1700610","1960","Illinois","170","Greene","0610","Greene","21","610",17460
"G1700630","1960","Illinois","170","Grundy","0630","Grundy","21","630",22350
"G1700650","1960","Illinois","170","Hamilton","0650","Hamilton","21","650",10010
"G1700670","1960","Illinois","170","Hancock","0670","Hancock","21","670",24574
"G1700690","1960","Illinois","170","Hardin","0690","Hardin","21","690",5879
"G1700710","1960","Illinois","170","Henderson","0710","Henderson","21","710",8237
"G1700730","1960","Illinois","170","Henry","0730","Henry","21","730",49317
"G1700750","1960","Illinois","170","Iroquois","0750","Iroquois","21","750",33562
"G1700770","1960","Illinois","170","Jackson","0770","Jackson","21","770",42151
"G1700790","1960","Illinois","170","Jasper","0790","Jasper","21","790",11346
"G1700810","1960","Illinois","170","Jefferson","0810","Jefferson","21","810",32315
"G1700830","1960","Illinois","170","Jersey","0830","Jersey","21","830",17023
"G1700850","1960","Illinois","170","Jo Daviess","0850","Jo Daviess","21","850",21821
"G1700870","1960","Illinois","170","Johnson","0870","Johnson","21","870",6928
"G1700890","1960","Illinois","170","Kane","0890","Kane","21","890",208246
"G1700910","1960","Illinois","170","Kankakee","0910","Kankakee","21","910",92063
"G1700930","1960","Illinois","170","Kendall","0930","Kendall","21","930",17540
"G1700950","1960","Illinois","170","Knox","0950","Knox","21","950",61280
"G1700970","1960","Illinois","170","Lake","0970","Lake","21","970",293656
"G1700990","1960","Illinois","170","La Salle","0990","La Salle","21","990",110800
"G1701010","1960","Illinois","170","Lawrence","1010","Lawrence","21","1010",18540
"G1701030","1960","Illinois","170","Lee","1030","Lee","21","1030",38749
"G1701050","1960","Illinois","170","Livingston","1050","Livingston","21","1050",40341
"G1701070","1960","Illinois","170","Logan","1070","Logan","21","1070",33656
"G1701090","1960","Illinois","170","McDonough","1090","Mcdonough","21","1090",28928
"G1701110","1960","Illinois","170","McHenry","1110","Mchenry","21","1110",84210
"G1701130","1960","Illinois","170","McLean","1130","Mclean","21","1130",83877
"G1701150","1960","Illinois","170","Macon","1150","Macon","21","1150",118257
"G1701170","1960","Illinois","170","Macoupin","1170","Macoupin","21","1170",43524
"G1701190","1960","Illinois","170","Madison","1190","Madison","21","1190",224689
"G1701210","1960","Illinois","170","Marion","1210","Marion","21","1210",39349
"G1701230","1960","Illinois","170","Marshall","1230","Marshall","21","1230",13334
"G1701250","1960","Illinois","170","Mason","1250","Mason","21","1250",15193
"G1701270","1960","Illinois","170","Massac","1270","Massac","21","1270",14341
"G1701290","1960","Illinois","170","Menard","1290","Menard","21","1290",9248
"G1701310","1960","Illinois","170","Mercer","1310","Mercer","21","1310",17149
"G1701330","1960","Illinois","170","Monroe","1330","Monroe","21","1330",15507
"G1701350","1960","Illinois","170","Montgomery","1350","Montgomery","21","1350",31244
"G1701370","1960","Illinois","170","Morgan","1370","Morgan","21","1370",36571
"G1701390","1960","Illinois","170","Moultrie","1390","Moultrie","21","1390",13635
"G1701410","1960","Illinois","170","Ogle","1410","Ogle","21","1410",38106
"G1701430","1960","Illinois","170","Peoria","1430","Peoria","21","1430",189044
"G1701450","1960","Illinois","170","Perry","1450","Perry","21","1450",19184
"G1701470","1960","Illinois","170","Piatt","1470","Piatt","21","1470",14960
"G1701490","1960","Illinois","170","Pike","1490","Pike","21","1490",20552
"G1701510","1960","Illinois","170","Pope","1510","Pope","21","1510",4061
"G1701530","1960","Illinois","170","Pulaski","1530","Pulaski","21","1530",10490
"G1701550","1960","Illinois","170","Putnam","1550","Putnam","21","1550",4570
"G1701570","1960","Illinois","170","Randolph","1570","Randolph","21","1570",29988
"G1701590","1960","Illinois","170","Richland","1590","Richland","21","1590",16299
"G1701610","1960","Illinois","170","Rock Island","1610","Rock Island","21","1610",150991
"G1701630","1960","Illinois","170","St Clair","1630","St Clair","21","1630",262509
"G1701650","1960","Illinois","170","Saline","1650","Saline","21","1650",26227
"G1701670","1960","Illinois","170","Sangamon","1670","Sangamon","21","1670",146539
"G1701690","1960","Illinois","170","Schuyler","1690","Schuyler","21","1690",8746
"G1701710","1960","Illinois","170","Scott","1710","Scott","21","1710",6377
"G1701730","1960","Illinois","170","Shelby","1730","Shelby","21","1730",23404
"G1701750","1960","Illinois","170","Stark","1750","Stark","21","1750",8152
"G1701770","1960","Illinois","170","Stephenson","1770","Stephenson","21","1770",46207
"G1701790","1960","Illinois","170","Tazewell","1790","Tazewell","21","1790",99789
"G1701810","1960","Illinois","170","Union","1810","Union","21","1810",17645
"G1701830","1960","Illinois","170","Vermilion","1830","Vermilion","21","1830",96176
"G1701850","1960","Illinois","170","Wabash","1850","Wabash","21","1850",14047
"G1701870","1960","Illinois","170","Warren","1870","Warren","21","1870",21587
"G1701890","1960","Illinois","170","Washington","1890","Washington","21","1890",13569
"G1701910","1960","Illinois","170","Wayne","1910","Wayne","21","1910",19008
"G1701930","1960","Illinois","170","White","1930","White","21","1930",19373
"G1701950","1960","Illinois","170","Whiteside","1950","Whiteside","21","1950",59887
"G1701970","1960","Illinois","170","Will","1970","Will","21","1970",191617
"G1701990","1960","Illinois","170","Williamson","1990","Williamson","21","1990",46117
"G1702010","1960","Illinois","170","Winnebago","2010","Winnebago","21","2010",209765
"G1702030","1960","Illinois","170","Woodford","2030","Woodford","21","2030",24579
"G1800010","1960","Indiana","180","Adams","0010","Adams","22","10",24643
"G1800030","1960","Indiana","180","Allen","0030","Allen","22","30",232196
"G1800050","1960","Indiana","180","Bartholomew","0050","Bartholomew","22","50",48198
"G1800070","1960","Indiana","180","Benton","0070","Benton","22","70",11912
"G1800090","1960","Indiana","180","Blackford","0090","Blackford","22","90",14792
"G1800110","1960","Indiana","180","Boone","0110","Boone","22","110",27543
"G1800130","1960","Indiana","180","Brown","0130","Brown","22","130",7024
"G1800150","1960","Indiana","180","Carroll","0150","Carroll","22","150",16934
"G1800170","1960","Indiana","180","Cass","0170","Cass","22","170",40931
"G1800190","1960","Indiana","180","Clark","0190","Clark","22","190",62795
"G1800210","1960","Indiana","180","Clay","0210","Clay","22","210",24207
"G1800230","1960","Indiana","180","Clinton","0230","Clinton","22","230",30765
"G1800250","1960","Indiana","180","Crawford","0250","Crawford","22","250",8379
"G1800270","1960","Indiana","180","Daviess","0270","Daviess","22","270",26636
"G1800290","1960","Indiana","180","Dearborn","0290","Dearborn","22","290",28674
"G1800310","1960","Indiana","180","Decatur","0310","Decatur","22","310",20019
"G1800330","1960","Indiana","180","DeKalb","0330","De Kalb","22","330",28271
"G1800350","1960","Indiana","180","Delaware","0350","Delaware","22","350",110938
"G1800370","1960","Indiana","180","Dubois","0370","Dubois","22","370",27463
"G1800390","1960","Indiana","180","Elkhart","0390","Elkhart","22","390",106790
"G1800410","1960","Indiana","180","Fayette","0410","Fayette","22","410",24454
"G1800430","1960","Indiana","180","Floyd","0430","Floyd","22","430",51397
"G1800450","1960","Indiana","180","Fountain","0450","Fountain","22","450",18706
"G1800470","1960","Indiana","180","Franklin","0470","Franklin","22","470",17015
"G1800490","1960","Indiana","180","Fulton","0490","Fulton","22","490",16957
"G1800510","1960","Indiana","180","Gibson","0510","Gibson","22","510",29949
"G1800530","1960","Indiana","180","Grant","0530","Grant","22","530",75741
"G1800550","1960","Indiana","180","Greene","0550","Greene","22","550",26327
"G1800570","1960","Indiana","180","Hamilton","0570","Hamilton","22","570",40132
"G1800590","1960","Indiana","180","Hancock","0590","Hancock","22","590",26665
"G1800610","1960","Indiana","180","Harrison","0610","Harrison","22","610",19207
"G1800630","1960","Indiana","180","Hendricks","0630","Hendricks","22","630",40896
"G1800650","1960","Indiana","180","Henry","0650","Henry","22","650",48899
"G1800670","1960","Indiana","180","Howard","0670","Howard","22","670",69509
"G1800690","1960","Indiana","180","Huntington","0690","Huntington","22","690",33814
"G1800710","1960","Indiana","180","Jackson","0710","Jackson","22","710",30556
"G1800730","1960","Indiana","180","Jasper","0730","Jasper","22","730",18842
"G1800750","1960","Indiana","180","Jay","0750","Jay","22","750",22572
"G1800770","1960","Indiana","180","Jefferson","0770","Jefferson","22","770",24061
"G1800790","1960","Indiana","180","Jennings","0790","Jennings","22","790",17267
"G1800810","1960","Indiana","180","Johnson","0810","Johnson","22","810",43704
"G1800830","1960","Indiana","180","Knox","0830","Knox","22","830",41561
"G1800850","1960","Indiana","180","Kosciusko","0850","Kosciusko","22","850",40373
"G1800870","1960","Indiana","180","Lagrange","0870","Lagrange","22","870",17380
"G1800890","1960","Indiana","180","Lake","0890","Lake","22","890",513269
"G1800910","1960","Indiana","180","LaPorte","0910","Laporte","22","910",95111
"G1800930","1960","Indiana","180","Lawrence","0930","Lawrence","22","930",36564
"G1800950","1960","Indiana","180","Madison","0950","Madison","22","950",125819
"G1800970","1960","Indiana","180","Marion","0970","Marion","22","970",697567
"G1800990","1960","Indiana","180","Marshall","0990","Marshall","22","990",32443
"G1801010","1960","Indiana","180","Martin","1010","Martin","22","1010",10608
"G1801030","1960","Indiana","180","Miami","1030","Miami","22","1030",38000
"G1801050","1960","Indiana","180","Monroe","1050","Monroe","22","1050",59225
"G1801070","1960","Indiana","180","Montgomery","1070","Montgomery","22","1070",32089
"G1801090","1960","Indiana","180","Morgan","1090","Morgan","22","1090",33875
"G1801110","1960","Indiana","180","Newton","1110","Newton","22","1110",11502
"G1801130","1960","Indiana","180","Noble","1130","Noble","22","1130",28162
"G1801150","1960","Indiana","180","Ohio","1150","Ohio","22","1150",4165
"G1801170","1960","Indiana","180","Orange","1170","Orange","22","1170",16877
"G1801190","1960","Indiana","180","Owen","1190","Owen","22","1190",11400
"G1801210","1960","Indiana","180","Parke","1210","Parke","22","1210",14804
"G1801230","1960","Indiana","180","Perry","1230","Perry","22","1230",17232
"G1801250","1960","Indiana","180","Pike","1250","Pike","22","1250",12797
"G1801270","1960","Indiana","180","Porter","1270","Porter","22","1270",60279
"G1801290","1960","Indiana","180","Posey","1290","Posey","22","1290",19214
"G1801310","1960","Indiana","180","Pulaski","1310","Pulaski","22","1310",12837
"G1801330","1960","Indiana","180","Putnam","1330","Putnam","22","1330",24927
"G1801350","1960","Indiana","180","Randolph","1350","Randolph","22","1350",28434
"G1801370","1960","Indiana","180","Ripley","1370","Ripley","22","1370",20641
"G1801390","1960","Indiana","180","Rush","1390","Rush","22","1390",20393
"G1801410","1960","Indiana","180","St Joseph","1410","St Joseph","22","1410",238614
"G1801430","1960","Indiana","180","Scott","1430","Scott","22","1430",14643
"G1801450","1960","Indiana","180","Shelby","1450","Shelby","22","1450",34093
"G1801470","1960","Indiana","180","Spencer","1470","Spencer","22","1470",16074
"G1801490","1960","Indiana","180","Starke","1490","Starke","22","1490",17911
"G1801510","1960","Indiana","180","Steuben","1510","Steuben","22","1510",17184
"G1801530","1960","Indiana","180","Sullivan","1530","Sullivan","22","1530",21721
"G1801550","1960","Indiana","180","Switzerland","1550","Switzerland","22","1550",7092
"G1801570","1960","Indiana","180","Tippecanoe","1570","Tippecanoe","22","1570",89122
"G1801590","1960","Indiana","180","Tipton","1590","Tipton","22","1590",15856
"G1801610","1960","Indiana","180","Union","1610","Union","22","1610",6457
"G1801630","1960","Indiana","180","Vanderburgh","1630","Vanderburgh","22","1630",165794
"G1801650","1960","Indiana","180","Vermillion","1650","Vermillion","22","1650",17683
"G1801670","1960","Indiana","180","Vigo","1670","Vigo","22","1670",108458
"G1801690","1960","Indiana","180","Wabash","1690","Wabash","22","1690",32605
"G1801710","1960","Indiana","180","Warren","1710","Warren","22","1710",8545
"G1801730","1960","Indiana","180","Warrick","1730","Warrick","22","1730",23577
"G1801750","1960","Indiana","180","Washington","1750","Washington","22","1750",17819
"G1801770","1960","Indiana","180","Wayne","1770","Wayne","22","1770",74039
"G1801790","1960","Indiana","180","Wells","1790","Wells","22","1790",21220
"G1801810","1960","Indiana","180","White","1810","White","22","1810",19709
"G1801830","1960","Indiana","180","Whitley","1830","Whitley","22","1830",20954
"G1900010","1960","Iowa","190","Adair","0010","Adair","31","10",10893
"G1900030","1960","Iowa","190","Adams","0030","Adams","31","30",7468
"G1900050","1960","Iowa","190","Allamakee","0050","Allamakee","31","50",15982
"G1900070","1960","Iowa","190","Appanoose","0070","Appanoose","31","70",16015
"G1900090","1960","Iowa","190","Audubon","0090","Audubon","31","90",10919
"G1900110","1960","Iowa","190","Benton","0110","Benton","31","110",23422
"G1900130","1960","Iowa","190","Black Hawk","0130","Black Hawk","31","130",122482
"G1900150","1960","Iowa","190","Boone","0150","Boone","31","150",28037
"G1900170","1960","Iowa","190","Bremer","0170","Bremer","31","170",21108
"G1900190","1960","Iowa","190","Buchanan","0190","Buchanan","31","190",22293
"G1900210","1960","Iowa","190","Buena Vista","0210","Buena Vista","31","210",21189
"G1900230","1960","Iowa","190","Butler","0230","Butler","31","230",17467
"G1900250","1960","Iowa","190","Calhoun","0250","Calhoun","31","250",15923
"G1900270","1960","Iowa","190","Carroll","0270","Carroll","31","270",23431
"G1900290","1960","Iowa","190","Cass","0290","Cass","31","290",17919
"G1900310","1960","Iowa","190","Cedar","0310","Cedar","31","310",17791
"G1900330","1960","Iowa","190","Cerro Gordo","0330","Cerro Gordo","31","330",49894
"G1900350","1960","Iowa","190","Cherokee","0350","Cherokee","31","350",18598
"G1900370","1960","Iowa","190","Chickasaw","0370","Chickasaw","31","370",15034
"G1900390","1960","Iowa","190","Clarke","0390","Clarke","31","390",8222
"G1900410","1960","Iowa","190","Clay","0410","Clay","31","410",18504
"G1900430","1960","Iowa","190","Clayton","0430","Clayton","31","430",21962
"G1900450","1960","Iowa","190","Clinton","0450","Clinton","31","450",55060
"G1900470","1960","Iowa","190","Crawford","0470","Crawford","31","470",18569
"G1900490","1960","Iowa","190","Dallas","0490","Dallas","31","490",24123
"G1900510","1960","Iowa","190","Davis","0510","Davis","31","510",9199
"G1900530","1960","Iowa","190","Decatur","0530","Decatur","31","530",10539
"G1900550","1960","Iowa","190","Delaware","0550","Delaware","31","550",18483
"G1900570","1960","Iowa","190","Des Moines","0570","Des Moines","31","570",44605
"G1900590","1960","Iowa","190","Dickinson","0590","Dickinson","31","590",12574
"G1900610","1960","Iowa","190","Dubuque","0610","Dubuque","31","610",80048
"G1900630","1960","Iowa","190","Emmet","0630","Emmet","31","630",14871
"G1900650","1960","Iowa","190","Fayette","0650","Fayette","31","650",28581
"G1900670","1960","Iowa","190","Floyd","0670","Floyd","31","670",21102
"G1900690","1960","Iowa","190","Franklin","0690","Franklin","31","690",15472
"G1900710","1960","Iowa","190","Fremont","0710","Fremont","31","710",10282
"G1900730","1960","Iowa","190","Greene","0730","Greene","31","730",14379
"G1900750","1960","Iowa","190","Grundy","0750","Grundy","31","750",14132
"G1900770","1960","Iowa","190","Guthrie","0770","Guthrie","31","770",13607
"G1900790","1960","Iowa","190","Hamilton","0790","Hamilton","31","790",20032
"G1900810","1960","Iowa","190","Hancock","0810","Hancock","31","810",14604
"G1900830","1960","Iowa","190","Hardin","0830","Hardin","31","830",22533
"G1900850","1960","Iowa","190","Harrison","0850","Harrison","31","850",17600
"G1900870","1960","Iowa","190","Henry","0870","Henry","31","870",18187
"G1900890","1960","Iowa","190","Howard","0890","Howard","31","890",12734
"G1900910","1960","Iowa","190","Humboldt","0910","Humboldt","31","910",13156
"G1900930","1960","Iowa","190","Ida","0930","Ida","31","930",10269
"G1900950","1960","Iowa","190","Iowa","0950","Iowa","31","950",16396
"G1900970","1960","Iowa","190","Jackson","0970","Jackson","31","970",20754
"G1900990","1960","Iowa","190","Jasper","0990","Jasper","31","990",35282
"G1901010","1960","Iowa","190","Jefferson","1010","Jefferson","31","1010",15818
"G1901030","1960","Iowa","190","Johnson","1030","Johnson","31","1030",53663
"G1901050","1960","Iowa","190","Jones","1050","Jones","31","1050",20693
"G1901070","1960","Iowa","190","Keokuk","1070","Keokuk","31","1070",15492
"G1901090","1960","Iowa","190","Kossuth","1090","Kossuth","31","1090",25314
"G1901110","1960","Iowa","190","Lee","1110","Lee","31","1110",44207
"G1901130","1960","Iowa","190","Linn","1130","Linn","31","1130",136899
"G1901150","1960","Iowa","190","Louisa","1150","Louisa","31","1150",10290
"G1901170","1960","Iowa","190","Lucas","1170","Lucas","31","1170",10923
"G1901190","1960","Iowa","190","Lyon","1190","Lyon","31","1190",14468
"G1901210","1960","Iowa","190","Madison","1210","Madison","31","1210",12295
"G1901230","1960","Iowa","190","Mahaska","1230","Mahaska","31","1230",23602
"G1901250","1960","Iowa","190","Marion","1250","Marion","31","1250",25886
"G1901270","1960","Iowa","190","Marshall","1270","Marshall","31","1270",37984
"G1901290","1960","Iowa","190","Mills","1290","Mills","31","1290",13050
"G1901310","1960","Iowa","190","Mitchell","1310","Mitchell","31","1310",14043
"G1901330","1960","Iowa","190","Monona","1330","Monona","31","1330",13916
"G1901350","1960","Iowa","190","Monroe","1350","Monroe","31","1350",10463
"G1901370","1960","Iowa","190","Montgomery","1370","Montgomery","31","1370",14467
"G1901390","1960","Iowa","190","Muscatine","1390","Muscatine","31","1390",33840
"G1901410","1960","Iowa","190","O Brien","1410","O Brien","31","1410",18840
"G1901430","1960","Iowa","190","Osceola","1430","Osceola","31","1430",10064
"G1901450","1960","Iowa","190","Page","1450","Page","31","1450",21023
"G1901470","1960","Iowa","190","Palo Alto","1470","Palo Alto","31","1470",14736
"G1901490","1960","Iowa","190","Plymouth","1490","Plymouth","31","1490",23906
"G1901510","1960","Iowa","190","Pocahontas","1510","Pocahontas","31","1510",14234
"G1901530","1960","Iowa","190","Polk","1530","Polk","31","1530",266315
"G1901550","1960","Iowa","190","Pottawattamie","1550","Pottawattamie","31","1550",83102
"G1901570","1960","Iowa","190","Poweshiek","1570","Poweshiek","31","1570",19300
"G1901590","1960","Iowa","190","Ringgold","1590","Ringgold","31","1590",7910
"G1901610","1960","Iowa","190","Sac","1610","Sac","31","1610",17007
"G1901630","1960","Iowa","190","Scott","1630","Scott","31","1630",119067
"G1901650","1960","Iowa","190","Shelby","1650","Shelby","31","1650",15825
"G1901670","1960","Iowa","190","Sioux","1670","Sioux","31","1670",26375
"G1901690","1960","Iowa","190","Story","1690","Story","31","1690",49327
"G1901710","1960","Iowa","190","Tama","1710","Tama","31","1710",21413
"G1901730","1960","Iowa","190","Taylor","1730","Taylor","31","1730",10288
"G1901750","1960","Iowa","190","Union","1750","Union","31","1750",13712
"G1901770","1960","Iowa","190","Van Buren","1770","Van Buren","31","1770",9778
"G1901790","1960","Iowa","190","Wapello","1790","Wapello","31","1790",46126
"G1901810","1960","Iowa","190","Warren","1810","Warren","31","1810",20829
"G1901830","1960","Iowa","190","Washington","1830","Washington","31","1830",19406
"G1901850","1960","Iowa","190","Wayne","1850","Wayne","31","1850",9800
"G1901870","1960","Iowa","190","Webster","1870","Webster","31","1870",47810
"G1901890","1960","Iowa","190","Winnebago","1890","Winnebago","31","1890",13099
"G1901910","1960","Iowa","190","Winneshiek","1910","Winneshiek","31","1910",21651
"G1901930","1960","Iowa","190","Woodbury","1930","Woodbury","31","1930",107849
"G1901950","1960","Iowa","190","Worth","1950","Worth","31","1950",10259
"G1901970","1960","Iowa","190","Wright","1970","Wright","31","1970",19447
"G2000010","1960","Kansas","200","Allen","0010","Allen","32","10",16369
"G2000030","1960","Kansas","200","Anderson","0030","Anderson","32","30",9035
"G2000050","1960","Kansas","200","Atchison","0050","Atchison","32","50",20898
"G2000070","1960","Kansas","200","Barber","0070","Barber","32","70",8713
"G2000090","1960","Kansas","200","Barton","0090","Barton","32","90",32368
"G2000110","1960","Kansas","200","Bourbon","0110","Bourbon","32","110",16090
"G2000130","1960","Kansas","200","Brown","0130","Brown","32","130",13229
"G2000150","1960","Kansas","200","Butler","0150","Butler","32","150",38395
"G2000170","1960","Kansas","200","Chase","0170","Chase","32","170",3921
"G2000190","1960","Kansas","200","Chautauqua","0190","Chautauqua","32","190",5956
"G2000210","1960","Kansas","200","Cherokee","0210","Cherokee","32","210",22279
"G2000230","1960","Kansas","200","Cheyenne","0230","Cheyenne","32","230",4708
"G2000250","1960","Kansas","200","Clark","0250","Clark","32","250",3396
"G2000270","1960","Kansas","200","Clay","0270","Clay","32","270",10675
"G2000290","1960","Kansas","200","Cloud","0290","Cloud","32","290",14407
"G2000310","1960","Kansas","200","Coffey","0310","Coffey","32","310",8403
"G2000330","1960","Kansas","200","Comanche","0330","Comanche","32","330",3271
"G2000350","1960","Kansas","200","Cowley","0350","Cowley","32","350",37861
"G2000370","1960","Kansas","200","Crawford","0370","Crawford","32","370",37032
"G2000390","1960","Kansas","200","Decatur","0390","Decatur","32","390",5778
"G2000410","1960","Kansas","200","Dickinson","0410","Dickinson","32","410",21572
"G2000430","1960","Kansas","200","Doniphan","0430","Doniphan","32","430",9574
"G2000450","1960","Kansas","200","Douglas","0450","Douglas","32","450",43720
"G2000470","1960","Kansas","200","Edwards","0470","Edwards","32","470",5118
"G2000490","1960","Kansas","200","Elk","0490","Elk","32","490",5048
"G2000510","1960","Kansas","200","Ellis","0510","Ellis","32","510",21270
"G2000530","1960","Kansas","200","Ellsworth","0530","Ellsworth","32","530",7677
"G2000550","1960","Kansas","200","Finney","0550","Finney","32","550",16093
"G2000570","1960","Kansas","200","Ford","0570","Ford","32","570",20938
"G2000590","1960","Kansas","200","Franklin","0590","Franklin","32","590",19548
"G2000610","1960","Kansas","200","Geary","0610","Geary","32","610",28779
"G2000630","1960","Kansas","200","Gove","0630","Gove","32","630",4107
"G2000650","1960","Kansas","200","Graham","0650","Graham","32","650",5586
"G2000670","1960","Kansas","200","Grant","0670","Grant","32","670",5269
"G2000690","1960","Kansas","200","Gray","0690","Gray","32","690",4380
"G2000710","1960","Kansas","200","Greeley","0710","Greeley","32","710",2087
"G2000730","1960","Kansas","200","Greenwood","0730","Greenwood","32","730",11253
"G2000750","1960","Kansas","200","Hamilton","0750","Hamilton","32","750",3144
"G2000770","1960","Kansas","200","Harper","0770","Harper","32","770",9541
"G2000790","1960","Kansas","200","Harvey","0790","Harvey","32","790",25865
"G2000810","1960","Kansas","200","Haskell","0810","Haskell","32","810",2990
"G2000830","1960","Kansas","200","Hodgeman","0830","Hodgeman","32","830",3115
"G2000850","1960","Kansas","200","Jackson","0850","Jackson","32","850",10309
"G2000870","1960","Kansas","200","Jefferson","0870","Jefferson","32","870",11252
"G2000890","1960","Kansas","200","Jewell","0890","Jewell","32","890",7217
"G2000910","1960","Kansas","200","Johnson","0910","Johnson","32","910",143792
"G2000930","1960","Kansas","200","Kearny","0930","Kearny","32","930",3108
"G2000950","1960","Kansas","200","Kingman","0950","Kingman","32","950",9958
"G2000970","1960","Kansas","200","Kiowa","0970","Kiowa","32","970",4626
"G2000990","1960","Kansas","200","Labette","0990","Labette","32","990",26805
"G2001010","1960","Kansas","200","Lane","1010","Lane","32","1010",3060
"G2001030","1960","Kansas","200","Leavenworth","1030","Leavenworth","32","1030",48524
"G2001050","1960","Kansas","200","Lincoln","1050","Lincoln","32","1050",5556
"G2001070","1960","Kansas","200","Linn","1070","Linn","32","1070",8274
"G2001090","1960","Kansas","200","Logan","1090","Logan","32","1090",4036
"G2001110","1960","Kansas","200","Lyon","1110","Lyon","32","1110",26928
"G2001130","1960","Kansas","200","McPherson","1130","Mcpherson","32","1130",24285
"G2001150","1960","Kansas","200","Marion","1150","Marion","32","1150",15143
"G2001170","1960","Kansas","200","Marshall","1170","Marshall","32","1170",15598
"G2001190","1960","Kansas","200","Meade","1190","Meade","32","1190",5505
"G2001210","1960","Kansas","200","Miami","1210","Miami","32","1210",19884
"G2001230","1960","Kansas","200","Mitchell","1230","Mitchell","32","1230",8866
"G2001250","1960","Kansas","200","Montgomery","1250","Montgomery","32","1250",45007
"G2001270","1960","Kansas","200","Morris","1270","Morris","32","1270",7392
"G2001290","1960","Kansas","200","Morton","1290","Morton","32","1290",3354
"G2001310","1960","Kansas","200","Nemaha","1310","Nemaha","32","1310",12897
"G2001330","1960","Kansas","200","Neosho","1330","Neosho","32","1330",19455
"G2001350","1960","Kansas","200","Ness","1350","Ness","32","1350",5470
"G2001370","1960","Kansas","200","Norton","1370","Norton","32","1370",8035
"G2001390","1960","Kansas","200","Osage","1390","Osage","32","1390",12886
"G2001410","1960","Kansas","200","Osborne","1410","Osborne","32","1410",7506
"G2001430","1960","Kansas","200","Ottawa","1430","Ottawa","32","1430",6779
"G2001450","1960","Kansas","200","Pawnee","1450","Pawnee","32","1450",10254
