GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,B5O001
"G1201090","1960","Florida","120","St Johns","1090","St Johns","43","1090",30034
"G1201110","1960","Florida","120","St Lucie","1110","St Lucie","43","1110",39294
"G1201130","1960","Florida","120","Santa Rosa","1130","Santa Rosa","43","1130",29547
"G1201150","1960","Florida","120","Sarasota","1150","Sarasota","43","1150",76895
"G1201170","1960","Florida","120","Seminole","1170","Seminole","43","1170",54947
"G1201190","1960","Florida","120","Sumter","1190","Sumter","43","1190",11869
"G1201210","1960","Florida","120","Suwannee","1210","Suwannee","43","1210",14961
"G1201230","1960","Florida","120","Taylor","1230","Taylor","43","1230",13168
"G1201250","1960","Florida","120","Union","1250","Union","43","1250",6043
"G1201270","1960","Florida","120","Volusia","1270","Volusia","43","1270",125319
"G1201290","1960","Florida","120","Wakulla","1290","Wakulla","43","1290",5257
"G1201310","1960","Florida","120","Walton","1310","Walton","43","1310",15576
"G1201330","1960","Florida","120","Washington","1330","Washington","43","1330",11249
"G1300010","1960","Georgia","130","Appling","0010","Appling","44","10",13246
"G1300030","1960","Georgia","130","Atkinson","0030","Atkinson","44","30",6188
"G1300050","1960","Georgia","130","Bacon","0050","Bacon","44","50",8359
"G1300070","1960","Georgia","130","Baker","0070","Baker","44","70",4543
"G1300090","1960","Georgia","130","Baldwin","0090","Baldwin","44","90",34064
"G1300110","1960","Georgia","130","Banks","0110","Banks","44","110",6497
"G1300130","1960","Georgia","130","Barrow","0130","Barrow","44","130",14485
"G1300150","1960","Georgia","130","Bartow","0150","Bartow","44","150",28267
"G1300170","1960","Georgia","130","Ben Hill","0170","Ben Hill","44","170",13633
"G1300190","1960","Georgia","130","Berrien","0190","Berrien","44","190",12038
"G1300210","1960","Georgia","130","Bibb","0210","Bibb","44","210",141249
"G1300230","1960","Georgia","130","Bleckley","0230","Bleckley","44","230",9642
"G1300250","1960","Georgia","130","Brantley","0250","Brantley","44","250",5891
"G1300270","1960","Georgia","130","Brooks","0270","Brooks","44","270",15292
"G1300290","1960","Georgia","130","Bryan","0290","Bryan","44","290",6226
"G1300310","1960","Georgia","130","Bulloch","0310","Bulloch","44","310",24263
"G1300330","1960","Georgia","130","Burke","0330","Burke","44","330",20596
"G1300350","1960","Georgia","130","Butts","0350","Butts","44","350",8976
"G1300370","1960","Georgia","130","Calhoun","0370","Calhoun","44","370",7341
"G1300390","1960","Georgia","130","Camden","0390","Camden","44","390",9975
"G1300430","1960","Georgia","130","Candler","0430","Candler","44","430",6672
"G1300450","1960","Georgia","130","Carroll","0450","Carroll","44","450",36451
"G1300470","1960","Georgia","130","Catoosa","0470","Catoosa","44","470",21101
"G1300490","1960","Georgia","130","Charlton","0490","Charlton","44","490",5313
"G1300510","1960","Georgia","130","Chatham","0510","Chatham","44","510",188299
"G1300530","1960","Georgia","130","Chattahoochee","0530","Chattahoochee","44","530",13011
"G1300550","1960","Georgia","130","Chattooga","0550","Chattooga","44","550",19954
"G1300570","1960","Georgia","130","Cherokee","0570","Cherokee","44","570",23001
"G1300590","1960","Georgia","130","Clarke","0590","Clarke","44","590",45363
"G1300610","1960","Georgia","130","Clay","0610","Clay","44","610",4551
"G1300630","1960","Georgia","130","Clayton","0630","Clayton","44","630",46365
"G1300650","1960","Georgia","130","Clinch","0650","Clinch","44","650",6545
"G1300670","1960","Georgia","130","Cobb","0670","Cobb","44","670",114174
"G1300690","1960","Georgia","130","Coffee","0690","Coffee","44","690",21953
"G1300710","1960","Georgia","130","Colquitt","0710","Colquitt","44","710",34048
"G1300730","1960","Georgia","130","Columbia","0730","Columbia","44","730",13423
"G1300750","1960","Georgia","130","Cook","0750","Cook","44","750",11822
"G1300770","1960","Georgia","130","Coweta","0770","Coweta","44","770",28893
"G1300790","1960","Georgia","130","Crawford","0790","Crawford","44","790",5816
"G1300810","1960","Georgia","130","Crisp","0810","Crisp","44","810",17768
"G1300830","1960","Georgia","130","Dade","0830","Dade","44","830",8666
"G1300850","1960","Georgia","130","Dawson","0850","Dawson","44","850",3590
"G1300870","1960","Georgia","130","Decatur","0870","Decatur","44","870",25203
"G1300890","1960","Georgia","130","DeKalb","0890","De Kalb","44","890",256782
"G1300910","1960","Georgia","130","Dodge","0910","Dodge","44","910",16483
"G1300930","1960","Georgia","130","Dooly","0930","Dooly","44","930",11474
"G1300950","1960","Georgia","130","Dougherty","0950","Dougherty","44","950",75680
"G1300970","1960","Georgia","130","Douglas","0970","Douglas","44","970",16741
"G1300990","1960","Georgia","130","Early","0990","Early","44","990",13151
"G1301010","1960","Georgia","130","Echols","1010","Echols","44","1010",1876
"G1301030","1960","Georgia","130","Effingham","1030","Effingham","44","1030",10144
"G1301050","1960","Georgia","130","Elbert","1050","Elbert","44","1050",17835
"G1301070","1960","Georgia","130","Emanuel","1070","Emanuel","44","1070",17815
"G1301090","1960","Georgia","130","Evans","1090","Evans","44","1090",6952
"G1301110","1960","Georgia","130","Fannin","1110","Fannin","44","1110",13620
"G1301130","1960","Georgia","130","Fayette","1130","Fayette","44","1130",8199
"G1301150","1960","Georgia","130","Floyd","1150","Floyd","44","1150",69130
"G1301170","1960","Georgia","130","Forsyth","1170","Forsyth","44","1170",12170
"G1301190","1960","Georgia","130","Franklin","1190","Franklin","44","1190",13274
"G1301210","1960","Georgia","130","Fulton","1210","Fulton","44","1210",556326
"G1301230","1960","Georgia","130","Gilmer","1230","Gilmer","44","1230",8922
"G1301250","1960","Georgia","130","Glascock","1250","Glascock","44","1250",2672
"G1301270","1960","Georgia","130","Glynn","1270","Glynn","44","1270",41954
"G1301290","1960","Georgia","130","Gordon","1290","Gordon","44","1290",19228
"G1301310","1960","Georgia","130","Grady","1310","Grady","44","1310",18015
"G1301330","1960","Georgia","130","Greene","1330","Greene","44","1330",11193
"G1301350","1960","Georgia","130","Gwinnett","1350","Gwinnett","44","1350",43541
"G1301370","1960","Georgia","130","Habersham","1370","Habersham","44","1370",18116
"G1301390","1960","Georgia","130","Hall","1390","Hall","44","1390",49739
"G1301410","1960","Georgia","130","Hancock","1410","Hancock","44","1410",9979
"G1301430","1960","Georgia","130","Haralson","1430","Haralson","44","1430",14543
"G1301450","1960","Georgia","130","Harris","1450","Harris","44","1450",11167
"G1301470","1960","Georgia","130","Hart","1470","Hart","44","1470",15229
"G1301490","1960","Georgia","130","Heard","1490","Heard","44","1490",5333
"G1301510","1960","Georgia","130","Henry","1510","Henry","44","1510",17619
"G1301530","1960","Georgia","130","Houston","1530","Houston","44","1530",39154
"G1301550","1960","Georgia","130","Irwin","1550","Irwin","44","1550",9211
"G1301570","1960","Georgia","130","Jackson","1570","Jackson","44","1570",18499
"G1301590","1960","Georgia","130","Jasper","1590","Jasper","44","1590",6135
"G1301610","1960","Georgia","130","Jeff Davis","1610","Jeff Davis","44","1610",8914
"G1301630","1960","Georgia","130","Jefferson","1630","Jefferson","44","1630",17468
"G1301650","1960","Georgia","130","Jenkins","1650","Jenkins","44","1650",9148
"G1301670","1960","Georgia","130","Johnson","1670","Johnson","44","1670",8048
"G1301690","1960","Georgia","130","Jones","1690","Jones","44","1690",8468
"G1301710","1960","Georgia","130","Lamar","1710","Lamar","44","1710",10240
"G1301730","1960","Georgia","130","Lanier","1730","Lanier","44","1730",5097
"G1301750","1960","Georgia","130","Laurens","1750","Laurens","44","1750",32313
"G1301770","1960","Georgia","130","Lee","1770","Lee","44","1770",6204
"G1301790","1960","Georgia","130","Liberty","1790","Liberty","44","1790",14487
"G1301810","1960","Georgia","130","Lincoln","1810","Lincoln","44","1810",5906
"G1301830","1960","Georgia","130","Long","1830","Long","44","1830",3874
"G1301850","1960","Georgia","130","Lowndes","1850","Lowndes","44","1850",49270
"G1301870","1960","Georgia","130","Lumpkin","1870","Lumpkin","44","1870",7241
"G1301890","1960","Georgia","130","McDuffie","1890","Mcduffie","44","1890",12627
"G1301910","1960","Georgia","130","McIntosh","1910","Mcintosh","44","1910",6364
"G1301930","1960","Georgia","130","Macon","1930","Macon","44","1930",13170
"G1301950","1960","Georgia","130","Madison","1950","Madison","44","1950",11246
"G1301970","1960","Georgia","130","Marion","1970","Marion","44","1970",5477
"G1301990","1960","Georgia","130","Meriwether","1990","Meriwether","44","1990",19756
"G1302010","1960","Georgia","130","Miller","2010","Miller","44","2010",6908
"G1302050","1960","Georgia","130","Mitchell","2050","Mitchell","44","2050",19652
"G1302070","1960","Georgia","130","Monroe","2070","Monroe","44","2070",10495
"G1302090","1960","Georgia","130","Montgomery","2090","Montgomery","44","2090",6284
"G1302110","1960","Georgia","130","Morgan","2110","Morgan","44","2110",10280
"G1302130","1960","Georgia","130","Murray","2130","Murray","44","2130",10447
"G1302150","1960","Georgia","130","Muscogee","2150","Muscogee","44","2150",158623
"G1302170","1960","Georgia","130","Newton","2170","Newton","44","2170",20999
"G1302190","1960","Georgia","130","Oconee","2190","Oconee","44","2190",6304
"G1302210","1960","Georgia","130","Oglethorpe","2210","Oglethorpe","44","2210",7926
"G1302230","1960","Georgia","130","Paulding","2230","Paulding","44","2230",13101
"G1302250","1960","Georgia","130","Peach","2250","Peach","44","2250",13846
"G1302270","1960","Georgia","130","Pickens","2270","Pickens","44","2270",8903
"G1302290","1960","Georgia","130","Pierce","2290","Pierce","44","2290",9678
"G1302310","1960","Georgia","130","Pike","2310","Pike","44","2310",7138
"G1302330","1960","Georgia","130","Polk","2330","Polk","44","2330",28015
"G1302350","1960","Georgia","130","Pulaski","2350","Pulaski","44","2350",8204
"G1302370","1960","Georgia","130","Putnam","2370","Putnam","44","2370",7798
"G1302390","1960","Georgia","130","Quitman","2390","Quitman","44","2390",2432
"G1302410","1960","Georgia","130","Rabun","2410","Rabun","44","2410",7456
"G1302430","1960","Georgia","130","Randolph","2430","Randolph","44","2430",11078
"G1302450","1960","Georgia","130","Richmond","2450","Richmond","44","2450",135601
"G1302470","1960","Georgia","130","Rockdale","2470","Rockdale","44","2470",10572
"G1302490","1960","Georgia","130","Schley","2490","Schley","44","2490",3256
"G1302510","1960","Georgia","130","Screven","2510","Screven","44","2510",14919
"G1302530","1960","Georgia","130","Seminole","2530","Seminole","44","2530",6802
"G1302550","1960","Georgia","130","Spalding","2550","Spalding","44","2550",35404
"G1302570","1960","Georgia","130","Stephens","2570","Stephens","44","2570",18391
"G1302590","1960","Georgia","130","Stewart","2590","Stewart","44","2590",7371
"G1302610","1960","Georgia","130","Sumter","2610","Sumter","44","2610",24652
"G1302630","1960","Georgia","130","Talbot","2630","Talbot","44","2630",7127
"G1302650","1960","Georgia","130","Taliaferro","2650","Taliaferro","44","2650",3370
"G1302670","1960","Georgia","130","Tattnall","2670","Tattnall","44","2670",15837
"G1302690","1960","Georgia","130","Taylor","2690","Taylor","44","2690",8311
"G1302710","1960","Georgia","130","Telfair","2710","Telfair","44","2710",11715
"G1302730","1960","Georgia","130","Terrell","2730","Terrell","44","2730",12742
"G1302750","1960","Georgia","130","Thomas","2750","Thomas","44","2750",34319
"G1302770","1960","Georgia","130","Tift","2770","Tift","44","2770",23487
"G1302790","1960","Georgia","130","Toombs","2790","Toombs","44","2790",16837
"G1302810","1960","Georgia","130","Towns","2810","Towns","44","2810",4538
"G1302830","1960","Georgia","130","Treutlen","2830","Treutlen","44","2830",5874
"G1302850","1960","Georgia","130","Troup","2850","Troup","44","2850",47189
"G1302870","1960","Georgia","130","Turner","2870","Turner","44","2870",8439
"G1302890","1960","Georgia","130","Twiggs","2890","Twiggs","44","2890",7935
"G1302910","1960","Georgia","130","Union","2910","Union","44","2910",6510
"G1302930","1960","Georgia","130","Upson","2930","Upson","44","2930",23800
"G1302950","1960","Georgia","130","Walker","2950","Walker","44","2950",45264
"G1302970","1960","Georgia","130","Walton","2970","Walton","44","2970",20481
"G1302990","1960","Georgia","130","Ware","2990","Ware","44","2990",34219
"G1303010","1960","Georgia","130","Warren","3010","Warren","44","3010",7360
"G1303030","1960","Georgia","130","Washington","3030","Washington","44","3030",18903
"G1303050","1960","Georgia","130","Wayne","3050","Wayne","44","3050",17921
"G1303070","1960","Georgia","130","Webster","3070","Webster","44","3070",3247
"G1303090","1960","Georgia","130","Wheeler","3090","Wheeler","44","3090",5342
"G1303110","1960","Georgia","130","White","3110","White","44","3110",6935
"G1303130","1960","Georgia","130","Whitfield","3130","Whitfield","44","3130",42109
"G1303150","1960","Georgia","130","Wilcox","3150","Wilcox","44","3150",7905
"G1303170","1960","Georgia","130","Wilkes","3170","Wilkes","44","3170",10961
"G1303190","1960","Georgia","130","Wilkinson","3190","Wilkinson","44","3190",9250
"G1303210","1960","Georgia","130","Worth","3210","Worth","44","3210",16682
"G1500010","1960","Hawaii","150","Hawaii","0010","Hawaii","82","10",61332
"G1500030","1960","Hawaii","150","Honolulu","0030","Honolulu","82","30",500409
"G1500050","1960","Hawaii","150","Kalawao","0050","Kalawao","82","50",279
"G1500070","1960","Hawaii","150","Kauai","0070","Kauai","82","70",28176
"G1500090","1960","Hawaii","150","Maui","0090","Maui","82","90",42576
"G1600010","1960","Idaho","160","Ada","0010","Ada","63","10",93460
"G1600030","1960","Idaho","160","Adams","0030","Adams","63","30",2978
"G1600050","1960","Idaho","160","Bannock","0050","Bannock","63","50",49342
"G1600070","1960","Idaho","160","Bear Lake","0070","Bear Lake","63","70",7148
"G1600090","1960","Idaho","160","Benewah","0090","Benewah","63","90",6036
"G1600110","1960","Idaho","160","Bingham","0110","Bingham","63","110",28218
"G1600130","1960","Idaho","160","Blaine","0130","Blaine","63","130",4598
"G1600150","1960","Idaho","160","Boise","0150","Boise","63","150",1646
"G1600170","1960","Idaho","160","Bonner","0170","Bonner","63","170",15587
"G1600190","1960","Idaho","160","Bonneville","0190","Bonneville","63","190",46906
"G1600210","1960","Idaho","160","Boundary","0210","Boundary","63","210",5809
"G1600230","1960","Idaho","160","Butte","0230","Butte","63","230",3498
"G1600250","1960","Idaho","160","Camas","0250","Camas","63","250",917
"G1600270","1960","Idaho","160","Canyon","0270","Canyon","63","270",57662
"G1600290","1960","Idaho","160","Caribou","0290","Caribou","63","290",5976
"G1600310","1960","Idaho","160","Cassia","0310","Cassia","63","310",16121
