GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,SMSAA,URB_AREAA,AREANAME,CENCNTY,CBD,SEA,C1I001
"G3100050","1970","Nebraska","31","Arthur","005",,,,,,,"Arthur","1",,"01",606
"G3100070","1970","Nebraska","31","Banner","007",,,,,,,"Banner","1",,"02",1034
"G3100090","1970","Nebraska","31","Blaine","009",,,,,,,"Blaine","1",,"01",847
"G3100110","1970","Nebraska","31","Boone","011",,,,,,,"Boone","1",,"03",8190
"G3100130","1970","Nebraska","31","Box Butte","013",,,,,,,"Box Butte","1",,"02",10094
"G3100150","1970","Nebraska","31","Boyd","015",,,,,,,"Boyd","1",,"03",3752
"G3100170","1970","Nebraska","31","Brown","017",,,,,,,"Brown","1",,"01",4021
"G3100190","1970","Nebraska","31","Buffalo","019",,,,,,,"Buffalo","1",,"03",31222
"G3100210","1970","Nebraska","31","Burt","021",,,,,,,"Burt","1",,"06",9247
"G3100230","1970","Nebraska","31","Butler","023",,,,,,,"Butler","1",,"05",9461
"G3100250","1970","Nebraska","31","Cass","025",,,,,,,"Cass","1",,"07",18076
"G3100270","1970","Nebraska","31","Cedar","027",,,,,,,"Cedar","1",,"06",12192
"G3100290","1970","Nebraska","31","Chase","029",,,,,,,"Chase","1",,"02",4129
"G3100310","1970","Nebraska","31","Cherry","031",,,,,,,"Cherry","1",,"01",6846
"G3100330","1970","Nebraska","31","Cheyenne","033",,,,,,,"Cheyenne","1",,"02",10778
"G3100350","1970","Nebraska","31","Clay","035",,,,,,,"Clay","1",,"05",8266
"G3100370","1970","Nebraska","31","Colfax","037",,,,,,,"Colfax","1",,"03",9498
"G3100390","1970","Nebraska","31","Cuming","039",,,,,,,"Cuming","1",,"06",12034
"G3100410","1970","Nebraska","31","Custer","041",,,,,,,"Custer","1",,"03",14092
"G3100430","1970","Nebraska","31","Dakota","043",,,,,"7720",,"Dakota","1",,"06",13137
"G3100450","1970","Nebraska","31","Dawes","045",,,,,,,"Dawes","1",,"01",9693
"G3100470","1970","Nebraska","31","Dawson","047",,,,,,,"Dawson","1",,"03",19467
"G3100490","1970","Nebraska","31","Deuel","049",,,,,,,"Deuel","1",,"02",2717
"G3100510","1970","Nebraska","31","Dixon","051",,,,,,,"Dixon","1",,"06",7453
"G3100530","1970","Nebraska","31","Dodge","053",,,,,"7720",,"Dodge","1",,"06",34782
"G3100550","1970","Nebraska","31","Douglas","055",,,,,"5920",,"Douglas","0",,"B",389455
"G3100570","1970","Nebraska","31","Dundy","057",,,,,,,"Dundy","1",,"04",2926
"G3100590","1970","Nebraska","31","Fillmore","059",,,,,,,"Fillmore","1",,"05",8137
"G3100610","1970","Nebraska","31","Franklin","061",,,,,,,"Franklin","1",,"04",4566
"G3100630","1970","Nebraska","31","Frontier","063",,,,,,,"Frontier","1",,"04",3982
"G3100650","1970","Nebraska","31","Furnas","065",,,,,,,"Furnas","1",,"04",6897
"G3100670","1970","Nebraska","31","Gage","067",,,,,,,"Gage","1",,"07",25719
"G3100690","1970","Nebraska","31","Garden","069",,,,,,,"Garden","1",,"01",2929
"G3100710","1970","Nebraska","31","Garfield","071",,,,,,,"Garfield","1",,"01",2411
"G3100730","1970","Nebraska","31","Gosper","073",,,,,,,"Gosper","1",,"04",2178
"G3100750","1970","Nebraska","31","Grant","075",,,,,,,"Grant","1",,"01",1019
"G3100770","1970","Nebraska","31","Greeley","077",,,,,,,"Greeley","1",,"03",4000
"G3100790","1970","Nebraska","31","Hall","079",,,,,,,"Hall","1",,"03",42851
"G3100810","1970","Nebraska","31","Hamilton","081",,,,,,,"Hamilton","1",,"05",8867
"G3100830","1970","Nebraska","31","Harlan","083",,,,,,,"Harlan","1",,"04",4357
"G3100850","1970","Nebraska","31","Hayes","085",,,,,,,"Hayes","1",,"04",1530
"G3100870","1970","Nebraska","31","Hitchcock","087",,,,,,,"Hitchcock","1",,"04",4051
"G3100890","1970","Nebraska","31","Holt","089",,,,,,,"Holt","1",,"01",12933
"G3100910","1970","Nebraska","31","Hooker","091",,,,,,,"Hooker","1",,"01",939
"G3100930","1970","Nebraska","31","Howard","093",,,,,,,"Howard","1",,"03",6807
"G3100950","1970","Nebraska","31","Jefferson","095",,,,,,,"Jefferson","1",,"05",10436
"G3100970","1970","Nebraska","31","Johnson","097",,,,,,,"Johnson","1",,"07",5743
"G3100990","1970","Nebraska","31","Kearney","099",,,,,,,"Kearney","1",,"04",6707
"G3101010","1970","Nebraska","31","Keith","101",,,,,,,"Keith","1",,"02",8487
"G3101030","1970","Nebraska","31","Keya Paha","103",,,,,,,"Keya Paha","1",,"01",1340
"G3101050","1970","Nebraska","31","Kimball","105",,,,,,,"Kimball","1",,"02",6009
"G3101070","1970","Nebraska","31","Knox","107",,,,,"5920",,"Knox","1",,"03",11723
"G3101090","1970","Nebraska","31","Lancaster","109",,,,,"4360",,"Lancaster","0",,"A",167972
"G3101110","1970","Nebraska","31","Lincoln","111",,,,,,,"Lincoln","1",,"03",29538
"G3101130","1970","Nebraska","31","Logan","113",,,,,,,"Logan","1",,"01",991
"G3101150","1970","Nebraska","31","Loup","115",,,,,,,"Loup","1",,"01",854
"G3101170","1970","Nebraska","31","McPherson","117",,,,,,,"Mc Pherson","1",,"01",623
"G3101190","1970","Nebraska","31","Madison","119",,,,,,,"Madison","1",,"03",27402
"G3101210","1970","Nebraska","31","Merrick","121",,,,,,,"Merrick","1",,"03",8751
"G3101230","1970","Nebraska","31","Morrill","123",,,,,,,"Morrill","1",,"02",5813
"G3101250","1970","Nebraska","31","Nance","125",,,,,,,"Nance","1",,"03",5142
"G3101270","1970","Nebraska","31","Nemaha","127",,,,,,,"Nemaha","1",,"07",8976
"G3101290","1970","Nebraska","31","Nuckolls","129",,,,,,,"Nuckolls","1",,"04",7404
"G3101310","1970","Nebraska","31","Otoe","131",,,,,,,"Otoe","1",,"07",15576
"G3101330","1970","Nebraska","31","Pawnee","133",,,,,,,"Pawnee","1",,"07",4473
"G3101350","1970","Nebraska","31","Perkins","135",,,,,,,"Perkins","1",,"02",3423
"G3101370","1970","Nebraska","31","Phelps","137",,,,,,,"Phelps","1",,"04",9553
"G3101390","1970","Nebraska","31","Pierce","139",,,,,,,"Pierce","1",,"03",8493
"G3101410","1970","Nebraska","31","Platte","141",,,,,,,"Platte","1",,"03",26508
"G3101430","1970","Nebraska","31","Polk","143",,,,,,,"Polk","1",,"05",6468
"G3101450","1970","Nebraska","31","Red Willow","145",,,,,,,"Red Willow","1",,"04",12191
"G3101470","1970","Nebraska","31","Richardson","147",,,,,,,"Richardson","1",,"07",12277
"G3101490","1970","Nebraska","31","Rock","149",,,,,,,"Rock","1",,"01",2231
"G3101510","1970","Nebraska","31","Saline","151",,,,,"4360",,"Saline","1",,"05",12809
"G3101530","1970","Nebraska","31","Sarpy","153",,,,,"5920",,"Sarpy","1",,"B",63696
"G3101550","1970","Nebraska","31","Saunders","155",,,,,,,"Saunders","1",,"07",17018
"G3101570","1970","Nebraska","31","Scotts Bluff","157",,,,,,,"Scotts Bluff","1",,"02",36432
"G3101590","1970","Nebraska","31","Seward","159",,,,,,,"Seward","1",,"05",14460
"G3101610","1970","Nebraska","31","Sheridan","161",,,,,,,"Sheridan","1",,"01",7285
"G3101630","1970","Nebraska","31","Sherman","163",,,,,,,"Sherman","1",,"03",4725
"G3101650","1970","Nebraska","31","Sioux","165",,,,,,,"Sioux","1",,"01",2034
"G3101670","1970","Nebraska","31","Stanton","167",,,,,,,"Stanton","1",,"03",5758
"G3101690","1970","Nebraska","31","Thayer","169",,,,,,,"Thayer","1",,"05",7779
"G3101710","1970","Nebraska","31","Thomas","171",,,,,,,"Thomas","1",,"01",954
"G3101730","1970","Nebraska","31","Thurston","173",,,,,,,"Thurston","1",,"06",6942
"G3101750","1970","Nebraska","31","Valley","175",,,,,,,"Valley","1",,"03",5783
"G3101770","1970","Nebraska","31","Washington","177",,,,,,,"Washington","1",,"06",13310
"G3101790","1970","Nebraska","31","Wayne","179",,,,,,,"Wayne","1",,"06",10400
"G3101810","1970","Nebraska","31","Webster","181",,,,,,,"Webster","1",,"04",6477
"G3101830","1970","Nebraska","31","Wheeler","183",,,,,,,"Wheeler","1",,"01",1054
"G3101850","1970","Nebraska","31","York","185",,,,,"5920",,"York","1",,"05",13685
"G3200010","1970","Nevada","32","Churchill","001",,,,,,,"Churchill","1",,"01",10513
"G3200030","1970","Nevada","32","Clark","003",,,,,"4120",,"Clark","0",,"A",273288
"G3200050","1970","Nevada","32","Douglas","005",,,,,,,"Douglas","1",,"01",6882
"G3200070","1970","Nevada","32","Elko","007",,,,,,,"Elko","1",,"01",13958
"G3200090","1970","Nevada","32","Esmeralda","009",,,,,,,"Esmeralda","1",,"01",629
"G3200110","1970","Nevada","32","Eureka","011",,,,,,,"Eureka","1",,"01",948
"G3200130","1970","Nevada","32","Humboldt","013",,,,,,,"Humboldt","1",,"01",6375
"G3200150","1970","Nevada","32","Lander","015",,,,,,,"Lander","1",,"01",2666
"G3200170","1970","Nevada","32","Lincoln","017",,,,,,,"Lincoln","1",,"01",2557
"G3200190","1970","Nevada","32","Lyon","019",,,,,,,"Lyon","1",,"01",8221
"G3200210","1970","Nevada","32","Mineral","021",,,,,,,"Mineral","1",,"01",7051
"G3200230","1970","Nevada","32","Nye","023",,,,,,,"Nye","1",,"01",5599
"G3200270","1970","Nevada","32","Pershing","027",,,,,,,"Pershing","1",,"01",2670
"G3200290","1970","Nevada","32","Storey","029",,,,,"4120",,"Storey","1",,"01",695
"G3200310","1970","Nevada","32","Washoe","031",,,,,"6720",,"Washoe","0",,"01",121068
"G3200330","1970","Nevada","32","White Pine","033",,,,,,,"White Pine","1",,"01",10150
"G3205100","1970","Nevada","32","Carson City","510",,,,,"6720",,"Carson City City","1",,"01",15468
"G3300010","1970","New Hampshire","33","Belknap","001",,,,,,,"Belknap","1",,"01",32367
"G3300030","1970","New Hampshire","33","Carroll","003",,,,,,,"Carroll","1",,"01",18548
"G3300050","1970","New Hampshire","33","Cheshire","005",,,,,,,"Cheshire","1",,"02",52364
"G3300070","1970","New Hampshire","33","Coos","007",,,,,,,"Coos","1",,"01",34291
"G3300090","1970","New Hampshire","33","Grafton","009",,,,,,,"Grafton","1",,"01",54914
"G3300110","1970","New Hampshire","33","Hillsborough","011",,,,,,,"Hillsborough","1",,"A",223941
"G3300130","1970","New Hampshire","33","Merrimack","013",,,,,,,"Merrimack","1",,"02",80925
"G3300150","1970","New Hampshire","33","Rockingham","015",,,,,,,"Rockingham","1",,"02",138951
"G3300170","1970","New Hampshire","33","Strafford","017",,,,,,,"Strafford","1",,"02",70431
"G3300190","1970","New Hampshire","33","Sullivan","019",,,,,,,"Sullivan","1",,"01",30949
"G3400010","1970","New Jersey","34","Atlantic","001",,,,,"0560",,"Atlantic","0",,"E",175043
"G3400030","1970","New Jersey","34","Bergen","003",,,,"A","6040",,"Bergen","1",,"G",898012
"G3400050","1970","New Jersey","34","Burlington","005",,,,,"6160",,"Burlington","1",,"D",323132
"G3400070","1970","New Jersey","34","Camden","007",,,,,"6160",,"Camden","1",,"D",456291
"G3400090","1970","New Jersey","34","Cape May","009",,,,,"6160",,"Cape May","1",,"02",59554
"G3400110","1970","New Jersey","34","Cumberland","011",,,,,"8760",,"Cumberland","0",,"02",121374
"G3400130","1970","New Jersey","34","Essex","013",,,,"A","5640",,"Essex","0",,"B",929986
"G3400150","1970","New Jersey","34","Gloucester","015",,,,,"6160",,"Gloucester","1",,"D",172681
"G3400170","1970","New Jersey","34","Hudson","017",,,,"A","3640",,"Hudson","0",,"H",609266
"G3400190","1970","New Jersey","34","Hunterdon","019",,,,,"3640",,"Hunterdon","1",,"01",69718
"G3400210","1970","New Jersey","34","Mercer","021",,,,,"8480",,"Mercer","0",,"C",303968
"G3400230","1970","New Jersey","34","Middlesex","023",,,,"A",,,"Middlesex","1",,"01",583813
"G3400250","1970","New Jersey","34","Monmouth","025",,,,,"8480",,"Monmouth","1",,"01",459379
"G3400270","1970","New Jersey","34","Morris","027",,,,"A","5640",,"Morris","1",,"B",383454
"G3400290","1970","New Jersey","34","Ocean","029",,,,,"5640",,"Ocean","1",,"02",208470
"G3400310","1970","New Jersey","34","Passaic","031",,,,"A","6040",,"Passaic","0",,"G",460782
"G3400330","1970","New Jersey","34","Salem","033",,,,,"9160",,"Salem","1",,"F",60346
"G3400350","1970","New Jersey","34","Somerset","035",,,,"A",,,"Somerset","1",,"01",198372
"G3400370","1970","New Jersey","34","Sussex","037",,,,,"9160",,"Sussex","1",,"01",77528
"G3400390","1970","New Jersey","34","Union","039",,,,"A","5640",,"Union","1",,"B",543116
"G3400410","1970","New Jersey","34","Warren","041",,,,,"0240",,"Warren","1",,"A",73879
"G3500010","1970","New Mexico","35","Bernalillo","001",,,,,"0200",,"Bernalillo","0",,"A",315774
"G3500030","1970","New Mexico","35","Catron","003",,,,,,,"Catron","1",,"01",2198
"G3500050","1970","New Mexico","35","Chaves","005",,,,,,,"Chaves","1",,"03",43335
"G3500070","1970","New Mexico","35","Colfax","007",,,,,,,"Colfax","1",,"02",12170
"G3500090","1970","New Mexico","35","Curry","009",,,,,,,"Curry","1",,"02",39517
"G3500110","1970","New Mexico","35","De Baca","011",,,,,,,"De Baca","1",,"02",2547
"G3500130","1970","New Mexico","35","Dona Ana","013",,,,,,,"Dona Ana","1",,"03",69773
"G3500150","1970","New Mexico","35","Eddy","015",,,,,,,"Eddy","1",,"03",41119
"G3500170","1970","New Mexico","35","Grant","017",,,,,,,"Grant","1",,"03",22030
"G3500190","1970","New Mexico","35","Guadalupe","019",,,,,,,"Guadalupe","1",,"02",4969
"G3500210","1970","New Mexico","35","Harding","021",,,,,,,"Harding","1",,"02",1348
"G3500230","1970","New Mexico","35","Hidalgo","023",,,,,,,"Hidalgo","1",,"03",4734
"G3500250","1970","New Mexico","35","Lea","025",,,,,,,"Lea","1",,"03",49554
"G3500270","1970","New Mexico","35","Lincoln","027",,,,,,,"Lincoln","1",,"03",7560
"G3500280","1970","New Mexico","35","Los Alamos","028",,,,,,,"Los Alamos","1",,"01",15198
"G3500290","1970","New Mexico","35","Luna","029",,,,,,,"Luna","1",,"03",11706
"G3500310","1970","New Mexico","35","McKinley","031",,,,,,,"Mc Kinley","1",,"01",43208
"G3500330","1970","New Mexico","35","Mora","033",,,,,,,"Mora","1",,"02",4673
"G3500350","1970","New Mexico","35","Otero","035",,,,,,,"Otero","1",,"03",41097
"G3500370","1970","New Mexico","35","Quay","037",,,,,,,"Quay","1",,"02",10903
"G3500390","1970","New Mexico","35","Rio Arriba","039",,,,,,,"Rio Arriba","1",,"01",25170
"G3500410","1970","New Mexico","35","Roosevelt","041",,,,,,,"Roosevelt","1",,"02",16479
"G3500430","1970","New Mexico","35","Sandoval","043",,,,,,,"Sandoval","1",,"01",17492
"G3500450","1970","New Mexico","35","San Juan","045",,,,,,,"San Juan","1",,"01",52517
"G3500470","1970","New Mexico","35","San Miguel","047",,,,,,,"San Miguel","1",,"02",21951
"G3500490","1970","New Mexico","35","Santa Fe","049",,,,,,,"Santa Fe","1",,"01",53756
"G3500510","1970","New Mexico","35","Sierra","051",,,,,,,"Sierra","1",,"03",7189
"G3500530","1970","New Mexico","35","Socorro","053",,,,,,,"Socorro","1",,"03",9763
"G3500550","1970","New Mexico","35","Taos","055",,,,,,,"Taos","1",,"01",17516
"G3500570","1970","New Mexico","35","Torrance","057",,,,,,,"Torrance","1",,"02",5290
"G3500590","1970","New Mexico","35","Union","059",,,,,,,"Union","1",,"02",4925
"G3500610","1970","New Mexico","35","Valencia","061",,,,,"0200",,"Valencia","1",,"01",40539
"G3600010","1970","New York","36","Albany","001",,,,,"0160",,"Albany","0",,"F",286742
"G3600030","1970","New York","36","Allegany","003",,,,,"0160",,"Allegany","1",,"03",46458
"G3600050","1970","New York","36","Bronx","005",,,,"A","5600",,"Bronx","0",,"G",1471701
"G3600070","1970","New York","36","Broome","007",,,,,"0960",,"Broome","0",,"E",221815
"G3600090","1970","New York","36","Cattaraugus","009",,,,,,,"Cattaraugus","1",,"03",81666
"G3600110","1970","New York","36","Cayuga","011",,,,,,,"Cayuga","1",,"04",77439
"G3600130","1970","New York","36","Chautauqua","013",,,,,,,"Chautauqua","1",,"03",147305
"G3600150","1970","New York","36","Chemung","015",,,,,,,"Chemung","1",,"03",101537
"G3600170","1970","New York","36","Chenango","017",,,,,,,"Chenango","1",,"06",46368
"G3600190","1970","New York","36","Clinton","019",,,,,,,"Clinton","1",,"07",72934
"G3600210","1970","New York","36","Columbia","021",,,,,,,"Columbia","1",,"09",51519
"G3600230","1970","New York","36","Cortland","023",,,,,,,"Cortland","1",,"04",45894
"G3600250","1970","New York","36","Delaware","025",,,,,,,"Delaware","1",,"06",44718
"G3600270","1970","New York","36","Dutchess","027",,,,,"0960",,"Dutchess","1",,"09",222295
"G3600290","1970","New York","36","Erie","029",,,,,"1280",,"Erie","0",,"A",1113491
"G3600310","1970","New York","36","Essex","031",,,,,,,"Essex","1",,"07",34631
"G3600330","1970","New York","36","Franklin","033",,,,,,,"Franklin","1",,"07",43931
"G3600350","1970","New York","36","Fulton","035",,,,,,,"Fulton","1",,"05",52637
"G3600370","1970","New York","36","Genesee","037",,,,,,,"Genesee","1",,"02",58722
"G3600390","1970","New York","36","Greene","039",,,,,,,"Greene","1",,"09",33136
"G3600410","1970","New York","36","Hamilton","041",,,,,,,"Hamilton","1",,"05",4714
"G3600430","1970","New York","36","Herkimer","043",,,,,"8680",,"Herkimer","1",,"D",67633
"G3600450","1970","New York","36","Jefferson","045",,,,,"8680",,"Jefferson","1",,"07",88508
"G3600470","1970","New York","36","Kings","047",,,,"A","5600",,"Kings","0",,"G",2602012
"G3600490","1970","New York","36","Lewis","049",,,,,"5600",,"Lewis","1",,"07",23644
"G3600510","1970","New York","36","Livingston","051",,,,,"6840",,"Livingston","1",,"02",54041
"G3600530","1970","New York","36","Madison","053",,,,,"8160",,"Madison","1",,"C",62864
"G3600550","1970","New York","36","Monroe","055",,,,,"6840",,"Monroe","0",,"B",711917
"G3600570","1970","New York","36","Montgomery","057",,,,,"6840",,"Montgomery","1",,"05",55883
"G3600590","1970","New York","36","Nassau","059",,,,"A","5600",,"Nassau","1",,"G",1428080
"G3600610","1970","New York","36","New York","061",,,,"A","5600",,"New York","0",,"G",1539233
"G3600630","1970","New York","36","Niagara","063",,,,,"1280",,"Niagara","1",,"A",235720
"G3600650","1970","New York","36","Oneida","065",,,,,"8680",,"Oneida","0",,"D",273037
"G3600670","1970","New York","36","Onondaga","067",,,,,"8160",,"Onondaga","0",,"C",472746
"G3600690","1970","New York","36","Ontario","069",,,,,,,"Ontario","1",,"02",78849
"G3600710","1970","New York","36","Orange","071",,,,,"8160",,"Orange","1",,"09",221657
"G3600730","1970","New York","36","Orleans","073",,,,,"6840",,"Orleans","1",,"01",37305
"G3600750","1970","New York","36","Oswego","075",,,,,"8160",,"Oswego","1",,"C",100897
"G3600770","1970","New York","36","Otsego","077",,,,,,,"Otsego","1",,"06",56181
"G3600790","1970","New York","36","Putnam","079",,,,,"8160",,"Putnam","1",,"09",56696
"G3600810","1970","New York","36","Queens","081",,,,"A","5600",,"Queens","0",,"G",1986473
"G3600830","1970","New York","36","Rensselaer","083",,,,,"0160",,"Rensselaer","0",,"F",152510
"G3600850","1970","New York","36","Richmond","085",,,,"A","5600",,"Richmond","0",,"G",295443
"G3600870","1970","New York","36","Rockland","087",,,,"A","5600",,"Rockland","1",,"G",229903
"G3600890","1970","New York","36","St Lawrence","089",,,,,"5600",,"St Lawrence","1",,"07",111991
"G3600910","1970","New York","36","Saratoga","091",,,,,"0160",,"Saratoga","1",,"F",121679
"G3600930","1970","New York","36","Schenectady","093",,,,,"0160",,"Schenectady","0",,"F",160979
"G3600950","1970","New York","36","Schoharie","095",,,,,,,"Schoharie","1",,"06",24750
"G3600970","1970","New York","36","Schuyler","097",,,,,,,"Schuyler","1",,"03",16737
"G3600990","1970","New York","36","Seneca","099",,,,,,,"Seneca","1",,"02",35083
"G3601010","1970","New York","36","Steuben","101",,,,,"0160",,"Steuben","1",,"03",99546
"G3601030","1970","New York","36","Suffolk","103",,,,"A","5600",,"Suffolk","1",,"G",1124950
"G3601050","1970","New York","36","Sullivan","105",,,,,"5600",,"Sullivan","1",,"09",52580
"G3601070","1970","New York","36","Tioga","107",,,,,"0960",,"Tioga","1",,"03",46513
"G3601090","1970","New York","36","Tompkins","109",,,,,,,"Tompkins","1",,"03",76879
"G3601110","1970","New York","36","Ulster","111",,,,,,,"Ulster","1",,"09",141241
"G3601130","1970","New York","36","Warren","113",,,,,,,"Warren","1",,"08",49402
"G3601150","1970","New York","36","Washington","115",,,,,"0960",,"Washington","1",,"08",52725
"G3601170","1970","New York","36","Wayne","117",,,,,"6840",,"Wayne","1",,"01",79404
"G3601190","1970","New York","36","Westchester","119",,,,"A","5600",,"Westchester","1",,"G",894104
"G3601210","1970","New York","36","Wyoming","121",,,,,,,"Wyoming","1",,"02",37688
"G3601230","1970","New York","36","Yates","123",,,,,"5600",,"Yates","1",,"02",19831
"G3700010","1970","North Carolina","37","Alamance","001",,,,,,,"Alamance","1",,"03",96362
"G3700030","1970","North Carolina","37","Alexander","003",,,,,,,"Alexander","1",,"02",19466
"G3700050","1970","North Carolina","37","Alleghany","005",,,,,,,"Alleghany","1",,"01",8134
"G3700070","1970","North Carolina","37","Anson","007",,,,,,,"Anson","1",,"05",23488
"G3700090","1970","North Carolina","37","Ashe","009",,,,,,,"Ashe","1",,"01",19571
"G3700110","1970","North Carolina","37","Avery","011",,,,,,,"Avery","1",,"01",12655
"G3700130","1970","North Carolina","37","Beaufort","013",,,,,,,"Beaufort","1",,"10",35980
"G3700150","1970","North Carolina","37","Bertie","015",,,,,,,"Bertie","1",,"07",20528
"G3700170","1970","North Carolina","37","Bladen","017",,,,,,,"Bladen","1",,"11",26477
"G3700190","1970","North Carolina","37","Brunswick","019",,,,,"9200",,"Brunswick","1",,"11",24223
"G3700210","1970","North Carolina","37","Buncombe","021",,,,,"0480",,"Buncombe","0",,"A",145056
"G3700230","1970","North Carolina","37","Burke","023",,,,,,,"Burke","1",,"02",60364
"G3700250","1970","North Carolina","37","Cabarrus","025",,,,,,,"Cabarrus","1",,"04",74629
"G3700270","1970","North Carolina","37","Caldwell","027",,,,,,,"Caldwell","1",,"02",56699
"G3700290","1970","North Carolina","37","Camden","029",,,,,,,"Camden","1",,"10",5453
"G3700310","1970","North Carolina","37","Carteret","031",,,,,,,"Carteret","1",,"11",31603
"G3700330","1970","North Carolina","37","Caswell","033",,,,,,,"Caswell","1",,"03",19055
"G3700350","1970","North Carolina","37","Catawba","035",,,,,,,"Catawba","1",,"04",90873
"G3700370","1970","North Carolina","37","Chatham","037",,,,,,,"Chatham","1",,"04",29554
"G3700390","1970","North Carolina","37","Cherokee","039",,,,,,,"Cherokee","1",,"01",16330
"G3700410","1970","North Carolina","37","Chowan","041",,,,,,,"Chowan","1",,"07",10764
"G3700430","1970","North Carolina","37","Clay","043",,,,,,,"Clay","1",,"01",5180
"G3700450","1970","North Carolina","37","Cleveland","045",,,,,,,"Cleveland","1",,"05",72556
"G3700470","1970","North Carolina","37","Columbus","047",,,,,,,"Columbus","1",,"11",46937
"G3700490","1970","North Carolina","37","Craven","049",,,,,"0480",,"Craven","1",,"11",62554
"G3700510","1970","North Carolina","37","Cumberland","051",,,,,"2560",,"Cumberland","0",,"09",212042
"G3700530","1970","North Carolina","37","Currituck","053",,,,,,,"Currituck","1",,"10",6976
"G3700550","1970","North Carolina","37","Dare","055",,,,,,,"Dare","1",,"10",6995
"G3700570","1970","North Carolina","37","Davidson","057",,,,,,,"Davidson","0",,"04",95627
"G3700590","1970","North Carolina","37","Davie","059",,,,,,,"Davie","1",,"04",18855
"G3700610","1970","North Carolina","37","Duplin","061",,,,,"2560",,"Duplin","1",,"11",38015
"G3700630","1970","North Carolina","37","Durham","063",,,,,"2280",,"Durham","0",,"F",132681
"G3700650","1970","North Carolina","37","Edgecombe","065",,,,,"2280",,"Edgecombe","1",,"08",52341
"G3700670","1970","North Carolina","37","Forsyth","067",,,,,"3120",,"Forsyth","0",,"B",214348
"G3700690","1970","North Carolina","37","Franklin","069",,,,,,,"Franklin","1",,"06",26820
"G3700710","1970","North Carolina","37","Gaston","071",,,,,,,"Gaston","1",,"05",148415
"G3700730","1970","North Carolina","37","Gates","073",,,,,,,"Gates","1",,"07",8524
"G3700750","1970","North Carolina","37","Graham","075",,,,,,,"Graham","1",,"01",6562
"G3700770","1970","North Carolina","37","Granville","077",,,,,,,"Granville","1",,"03",32762
"G3700790","1970","North Carolina","37","Greene","079",,,,,,,"Greene","1",,"08",14967
"G3700810","1970","North Carolina","37","Guilford","081",,,,,"3120",,"Guilford","0",,"C",288590
"G3700830","1970","North Carolina","37","Halifax","083",,,,,,,"Halifax","1",,"07",53884
"G3700850","1970","North Carolina","37","Harnett","085",,,,,,,"Harnett","1",,"06",49667
"G3700870","1970","North Carolina","37","Haywood","087",,,,,,,"Haywood","1",,"01",41710
"G3700890","1970","North Carolina","37","Henderson","089",,,,,,,"Henderson","1",,"01",42804
"G3700910","1970","North Carolina","37","Hertford","091",,,,,,,"Hertford","1",,"07",23529
"G3700930","1970","North Carolina","37","Hoke","093",,,,,,,"Hoke","1",,"09",16436
"G3700950","1970","North Carolina","37","Hyde","095",,,,,,,"Hyde","1",,"10",5571
"G3700970","1970","North Carolina","37","Iredell","097",,,,,,,"Iredell","1",,"04",72197
"G3700990","1970","North Carolina","37","Jackson","099",,,,,,,"Jackson","1",,"01",21593
"G3701010","1970","North Carolina","37","Johnston","101",,,,,,,"Johnston","1",,"06",61737
"G3701030","1970","North Carolina","37","Jones","103",,,,,,,"Jones","1",,"11",9779
"G3701050","1970","North Carolina","37","Lee","105",,,,,,,"Lee","1",,"06",30467
"G3701070","1970","North Carolina","37","Lenoir","107",,,,,,,"Lenoir","1",,"08",55204
"G3701090","1970","North Carolina","37","Lincoln","109",,,,,,,"Lincoln","1",,"05",32682
"G3701110","1970","North Carolina","37","McDowell","111",,,,,,,"Mc Dowell","1",,"02",30648
"G3701130","1970","North Carolina","37","Macon","113",,,,,,,"Macon","1",,"01",15788
"G3701150","1970","North Carolina","37","Madison","115",,,,,,,"Madison","1",,"01",16003
"G3701170","1970","North Carolina","37","Martin","117",,,,,"3120",,"Martin","1",,"07",24730
"G3701190","1970","North Carolina","37","Mecklenburg","119",,,,,"1520",,"Mecklenburg","0",,"D",354656
"G3701210","1970","North Carolina","37","Mitchell","121",,,,,,,"Mitchell","1",,"01",13447
"G3701230","1970","North Carolina","37","Montgomery","123",,,,,,,"Montgomery","1",,"04",19267
"G3701250","1970","North Carolina","37","Moore","125",,,,,,,"Moore","1",,"09",39048
"G3701270","1970","North Carolina","37","Nash","127",,,,,"1520",,"Nash","1",,"08",59122
"G3701290","1970","North Carolina","37","New Hanover","129",,,,,"9200",,"New Hanover","0",,"11",82996
"G3701310","1970","North Carolina","37","Northampton","131",,,,,,,"Northampton","1",,"07",24009
"G3701330","1970","North Carolina","37","Onslow","133",,,,,"9200",,"Onslow","1",,"11",103126
"G3701350","1970","North Carolina","37","Orange","135",,,,,"2280",,"Orange","1",,"03",57707
"G3701370","1970","North Carolina","37","Pamlico","137",,,,,,,"Pamlico","1",,"11",9467
"G3701390","1970","North Carolina","37","Pasquotank","139",,,,,,,"Pasquotank","1",,"10",26824
"G3701410","1970","North Carolina","37","Pender","141",,,,,,,"Pender","1",,"11",18149
"G3701430","1970","North Carolina","37","Perquimans","143",,,,,,,"Perquimans","1",,"07",8351
"G3701450","1970","North Carolina","37","Person","145",,,,,,,"Person","1",,"03",25914
