GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,SMSAA,URB_AREAA,AREANAME,CENCNTY,CBD,SEA,C1I001
"G0100010","1970","Alabama","01","Autauga","001",,,,,,,"Autauga","1",,"05",24460
"G0100030","1970","Alabama","01","Baldwin","003",,,,,"5160",,"Baldwin","1",,"08",59382
"G0100050","1970","Alabama","01","Barbour","005",,,,,,,"Barbour","1",,"09",22543
"G0100070","1970","Alabama","01","Bibb","007",,,,,,,"Bibb","1",,"05",13812
"G0100090","1970","Alabama","01","Blount","009",,,,,,,"Blount","1",,"02",26853
"G0100110","1970","Alabama","01","Bullock","011",,,,,,,"Bullock","1",,"06",11824
"G0100130","1970","Alabama","01","Butler","013",,,,,,,"Butler","1",,"09",22007
"G0100150","1970","Alabama","01","Calhoun","015",,,,,,,"Calhoun","1",,"03",103092
"G0100170","1970","Alabama","01","Chambers","017",,,,,,,"Chambers","1",,"04",36356
"G0100190","1970","Alabama","01","Cherokee","019",,,,,,,"Cherokee","1",,"03",15606
"G0100210","1970","Alabama","01","Chilton","021",,,,,,,"Chilton","1",,"05",25180
"G0100230","1970","Alabama","01","Choctaw","023",,,,,,,"Choctaw","1",,"07",16589
"G0100250","1970","Alabama","01","Clarke","025",,,,,,,"Clarke","1",,"07",26724
"G0100270","1970","Alabama","01","Clay","027",,,,,,,"Clay","1",,"04",12636
"G0100290","1970","Alabama","01","Cleburne","029",,,,,,,"Cleburne","1",,"04",10996
"G0100310","1970","Alabama","01","Coffee","031",,,,,,,"Coffee","1",,"09",34872
"G0100330","1970","Alabama","01","Colbert","033",,,,,,,"Colbert","1",,"01",49632
"G0100350","1970","Alabama","01","Conecuh","035",,,,,,,"Conecuh","1",,"09",15645
"G0100370","1970","Alabama","01","Coosa","037",,,,,,,"Coosa","1",,"04",10662
"G0100390","1970","Alabama","01","Covington","039",,,,,,,"Covington","1",,"09",34079
"G0100410","1970","Alabama","01","Crenshaw","041",,,,,,,"Crenshaw","1",,"09",13188
"G0100430","1970","Alabama","01","Cullman","043",,,,,,,"Cullman","1",,"02",52445
"G0100450","1970","Alabama","01","Dale","045",,,,,,,"Dale","1",,"09",52938
"G0100470","1970","Alabama","01","Dallas","047",,,,,,,"Dallas","1",,"06",55296
"G0100490","1970","Alabama","01","DeKalb","049",,,,,"5160",,"De Kalb","1",,"02",41981
"G0100510","1970","Alabama","01","Elmore","051",,,,,"5240",,"Elmore","0",,"05",33535
"G0100530","1970","Alabama","01","Escambia","053",,,,,"5240",,"Escambia","1",,"08",34906
"G0100550","1970","Alabama","01","Etowah","055",,,,,"2880",,"Etowah","0",,"03",94144
"G0100570","1970","Alabama","01","Fayette","057",,,,,,,"Fayette","1",,"05",16252
"G0100590","1970","Alabama","01","Franklin","059",,,,,,,"Franklin","1",,"05",23933
"G0100610","1970","Alabama","01","Geneva","061",,,,,,,"Geneva","1",,"09",21924
"G0100630","1970","Alabama","01","Greene","063",,,,,,,"Greene","1",,"06",10650
"G0100650","1970","Alabama","01","Hale","065",,,,,,,"Hale","1",,"06",15888
"G0100670","1970","Alabama","01","Henry","067",,,,,,,"Henry","1",,"09",13254
"G0100690","1970","Alabama","01","Houston","069",,,,,,,"Houston","1",,"09",56574
"G0100710","1970","Alabama","01","Jackson","071",,,,,"2880",,"Jackson","1",,"02",39202
"G0100730","1970","Alabama","01","Jefferson","073",,,,,"1000",,"Jefferson","0",,"A",644991
"G0100750","1970","Alabama","01","Lamar","075",,,,,,,"Lamar","1",,"05",14335
"G0100770","1970","Alabama","01","Lauderdale","077",,,,,,,"Lauderdale","1",,"01",68111
"G0100790","1970","Alabama","01","Lawrence","079",,,,,,,"Lawrence","1",,"01",27281
"G0100810","1970","Alabama","01","Lee","081",,,,,"1000",,"Lee","1",,"04",61268
"G0100830","1970","Alabama","01","Limestone","083",,,,,"3440",,"Limestone","1",,"01",41699
"G0100850","1970","Alabama","01","Lowndes","085",,,,,,,"Lowndes","1",,"06",12897
"G0100870","1970","Alabama","01","Macon","087",,,,,,,"Macon","1",,"05",24841
"G0100890","1970","Alabama","01","Madison","089",,,,,"3440",,"Madison","0",,"F",186540
"G0100910","1970","Alabama","01","Marengo","091",,,,,,,"Marengo","1",,"06",23819
"G0100930","1970","Alabama","01","Marion","093",,,,,,,"Marion","1",,"05",23788
"G0100950","1970","Alabama","01","Marshall","095",,,,,"3440",,"Marshall","1",,"02",54211
"G0100970","1970","Alabama","01","Mobile","097",,,,,"5160",,"Mobile","0",,"D",317308
"G0100990","1970","Alabama","01","Monroe","099",,,,,"5160",,"Monroe","1",,"09",20883
"G0101010","1970","Alabama","01","Montgomery","101",,,,,"5240",,"Montgomery","0",,"C",167790
"G0101030","1970","Alabama","01","Morgan","103",,,,,,,"Morgan","1",,"01",77306
"G0101050","1970","Alabama","01","Perry","105",,,,,,,"Perry","1",,"06",15388
"G0101070","1970","Alabama","01","Pickens","107",,,,,,,"Pickens","1",,"05",20326
"G0101090","1970","Alabama","01","Pike","109",,,,,,,"Pike","1",,"09",25038
"G0101110","1970","Alabama","01","Randolph","111",,,,,"5240",,"Randolph","1",,"04",18331
"G0101130","1970","Alabama","01","Russell","113",,,,,"1800",,"Russell","1",,"B",45394
"G0101150","1970","Alabama","01","St Clair","115",,,,,"1800",,"St Clair","1",,"03",27956
"G0101170","1970","Alabama","01","Shelby","117",,,,,"1000",,"Shelby","1",,"03",38037
"G0101190","1970","Alabama","01","Sumter","119",,,,,,,"Sumter","1",,"06",16974
"G0101210","1970","Alabama","01","Talladega","121",,,,,,,"Talladega","1",,"03",65280
"G0101230","1970","Alabama","01","Tallapoosa","123",,,,,"1000",,"Tallapoosa","1",,"04",33840
"G0101250","1970","Alabama","01","Tuscaloosa","125",,,,,"8600",,"Tuscaloosa","0",,"E",116029
"G0101270","1970","Alabama","01","Walker","127",,,,,"1000",,"Walker","1",,"03",56246
"G0101290","1970","Alabama","01","Washington","129",,,,,,,"Washington","1",,"07",16241
"G0101310","1970","Alabama","01","Wilcox","131",,,,,,,"Wilcox","1",,"06",16303
"G0101330","1970","Alabama","01","Winston","133",,,,,"1000",,"Winston","1",,"05",16654
"G0200100","1970","Alaska","02","Aleutian Islands","010",,,,,,,"Aleutian Islands","1",,"01",8057
"G0200200","1970","Alaska","02","Anchorage","020",,,,,,,"Anchorage","1",,"01",124542
"G0200300","1970","Alaska","02","Angoon","030",,,,,,,"Angoon","1",,"01",503
"G0200400","1970","Alaska","02","Barrow","040",,,,,,,"Barrow","1",,"01",2663
"G0200500","1970","Alaska","02","Bethel","050",,,,,,,"Bethel","1",,"01",7579
"G0200600","1970","Alaska","02","Bristol Bay Borough","060",,,,,,,"Bristol Bay Borough","1",,"01",1147
"G0200700","1970","Alaska","02","Dillingham","070",,,,,,,"Bristol Bay Division","1",,"01",3485
"G0200800","1970","Alaska","02","Cordova-McCarthy","080",,,,,,,"Cordova-Mc Carthy","1",,"01",1857
"G0200900","1970","Alaska","02","Fairbanks North Star","090",,,,,,,"Fairbanks","1",,"01",45864
"G0201000","1970","Alaska","02","Haines","100",,,,,,,"Haines","1",,"01",1504
"G0201100","1970","Alaska","02","Juneau","110",,,,,,,"Juneau","1",,"01",13556
"G0201200","1970","Alaska","02","Kenai-Cook Inlet","120",,,,,,,"Kenai-Cook Inlet","1",,"01",14250
"G0201300","1970","Alaska","02","Ketchikan Gateway","130",,,,,,,"Ketchikan","1",,"01",10041
"G0201400","1970","Alaska","02","Kobuk","140",,,,,,,"Kobuk","1",,"01",4434
"G0201500","1970","Alaska","02","Kodiak Island","150",,,,,,,"Kodiak","1",,"01",9409
"G0201600","1970","Alaska","02","Kuskokwim","160",,,,,,,"Kuskokwim","1",,"01",2306
"G0201700","1970","Alaska","02","Matanuska-Susitna","170",,,,,,,"Matanuska-Susitna","1",,"01",6509
"G0201800","1970","Alaska","02","Nome","180",,,,,,,"Nome","1",,"01",5749
"G0201900","1970","Alaska","02","Outer Ketchikan","190",,,,,,,"Outer Ketchikan","1",,"01",1676
"G0202000","1970","Alaska","02","Prince Of Wales","200",,,,,,,"Prince Of Wales","1",,"01",2106
"G0202100","1970","Alaska","02","Seward","210",,,,,,,"Seward","1",,"01",2336
"G0202200","1970","Alaska","02","Sitka","220",,,,,,,"Sitka","1",,"01",6109
"G0202300","1970","Alaska","02","Skagway-Yakutat","230",,,,,,,"Skagway-Yakutat","1",,"01",2157
"G0202400","1970","Alaska","02","Southeast Fairbanks","240",,,,,,,"Southeast Fairbanks","1",,"01",4179
"G0202500","1970","Alaska","02","Upper Yukon","250",,,,,,,"Upper Yukon","1",,"01",1684
"G0202600","1970","Alaska","02","Valdez-Chitina-Whittier","260",,,,,,,"Valdez-Chitina-Whittier","1",,"01",3098
"G0202700","1970","Alaska","02","Wade Hampton","270",,,,,,,"Wade Hampton","1",,"01",3917
"G0202800","1970","Alaska","02","Wrangell-Petersburg","280",,,,,,,"Wrangell-Petersburg","1",,"01",4913
"G0202900","1970","Alaska","02","Yukon-Koyukuk","290",,,,,,,"Yukon-Koyukuk","1",,"01",4752
"G0400010","1970","Arizona","04","Apache","001",,,,,,,"Apache","1",,"01",32298
"G0400030","1970","Arizona","04","Cochise","003",,,,,,,"Cochise","1",,"02",61910
"G0400050","1970","Arizona","04","Coconino","005",,,,,,,"Coconino","1",,"01",48326
"G0400070","1970","Arizona","04","Gila","007",,,,,,,"Gila","1",,"01",29255
"G0400090","1970","Arizona","04","Graham","009",,,,,,,"Graham","1",,"02",16578
"G0400110","1970","Arizona","04","Greenlee","011",,,,,,,"Greenlee","1",,"02",10330
"G0400130","1970","Arizona","04","Maricopa","013",,,,,"6200",,"Maricopa","0",,"A",967522
"G0400150","1970","Arizona","04","Mohave","015",,,,,,,"Mohave","1",,"01",25857
"G0400170","1970","Arizona","04","Navajo","017",,,,,"6200",,"Navajo","1",,"01",47715
"G0400190","1970","Arizona","04","Pima","019",,,,,"8520",,"Pima","0",,"B",351667
"G0400210","1970","Arizona","04","Pinal","021",,,,,,,"Pinal","1",,"02",67916
"G0400230","1970","Arizona","04","Santa Cruz","023",,,,,,,"Santa Cruz","1",,"02",13966
"G0400250","1970","Arizona","04","Yavapai","025",,,,,,,"Yavapai","1",,"01",36733
"G0400270","1970","Arizona","04","Yuma","027",,,,,"8520",,"Yuma","1",,"02",60827
"G0500010","1970","Arkansas","05","Arkansas","001",,,,,,,"Arkansas","1",,"07",23347
"G0500030","1970","Arkansas","05","Ashley","003",,,,,,,"Ashley","1",,"06",24976
"G0500050","1970","Arkansas","05","Baxter","005",,,,,,,"Baxter","1",,"09",15319
"G0500070","1970","Arkansas","05","Benton","007",,,,,,,"Benton","1",,"01",50476
"G0500090","1970","Arkansas","05","Boone","009",,,,,,,"Boone","1",,"09",19073
"G0500110","1970","Arkansas","05","Bradley","011",,,,,,,"Bradley","1",,"06",12778
"G0500130","1970","Arkansas","05","Calhoun","013",,,,,,,"Calhoun","1",,"06",5573
"G0500150","1970","Arkansas","05","Carroll","015",,,,,,,"Carroll","1",,"09",12301
"G0500170","1970","Arkansas","05","Chicot","017",,,,,,,"Chicot","1",,"08",18164
"G0500190","1970","Arkansas","05","Clark","019",,,,,,,"Clark","1",,"06",21537
"G0500210","1970","Arkansas","05","Clay","021",,,,,,,"Clay","1",,"07",18771
"G0500230","1970","Arkansas","05","Cleburne","023",,,,,,,"Cleburne","1",,"09",10349
"G0500250","1970","Arkansas","05","Cleveland","025",,,,,,,"Cleveland","1",,"06",6605
"G0500270","1970","Arkansas","05","Columbia","027",,,,,,,"Columbia","1",,"05",25952
"G0500290","1970","Arkansas","05","Conway","029",,,,,,,"Conway","1",,"03",16805
"G0500310","1970","Arkansas","05","Craighead","031",,,,,,,"Craighead","1",,"07",52068
"G0500330","1970","Arkansas","05","Crawford","033",,,,,"2720",,"Crawford","1",,"02",25677
"G0500350","1970","Arkansas","05","Crittenden","035",,,,,"4920",,"Crittenden","1",,"08",48106
"G0500370","1970","Arkansas","05","Cross","037",,,,,,,"Cross","1",,"07",19783
"G0500390","1970","Arkansas","05","Dallas","039",,,,,,,"Dallas","1",,"06",10022
"G0500410","1970","Arkansas","05","Desha","041",,,,,,,"Desha","1",,"08",18761
"G0500430","1970","Arkansas","05","Drew","043",,,,,,,"Drew","1",,"06",15157
"G0500450","1970","Arkansas","05","Faulkner","045",,,,,,,"Faulkner","1",,"03",31572
"G0500470","1970","Arkansas","05","Franklin","047",,,,,,,"Franklin","1",,"02",11301
"G0500490","1970","Arkansas","05","Fulton","049",,,,,,,"Fulton","1",,"09",7699
"G0500510","1970","Arkansas","05","Garland","051",,,,,,,"Garland","1",,"04",54131
"G0500530","1970","Arkansas","05","Grant","053",,,,,,,"Grant","1",,"06",9711
"G0500550","1970","Arkansas","05","Greene","055",,,,,,,"Greene","1",,"07",24765
"G0500570","1970","Arkansas","05","Hempstead","057",,,,,,,"Hempstead","1",,"05",19308
"G0500590","1970","Arkansas","05","Hot Spring","059",,,,,,,"Hot Spring","1",,"04",21963
"G0500610","1970","Arkansas","05","Howard","061",,,,,,,"Howard","1",,"05",11412
"G0500630","1970","Arkansas","05","Independence","063",,,,,,,"Independence","1",,"03",22723
"G0500650","1970","Arkansas","05","Izard","065",,,,,,,"Izard","1",,"09",7381
"G0500670","1970","Arkansas","05","Jackson","067",,,,,"4920",,"Jackson","1",,"07",20452
"G0500690","1970","Arkansas","05","Jefferson","069",,,,,"6240",,"Jefferson","0",,"08",85329
"G0500710","1970","Arkansas","05","Johnson","071",,,,,,,"Johnson","1",,"02",13630
"G0500730","1970","Arkansas","05","Lafayette","073",,,,,,,"Lafayette","1",,"05",10018
"G0500750","1970","Arkansas","05","Lawrence","075",,,,,,,"Lawrence","1",,"07",16320
"G0500770","1970","Arkansas","05","Lee","077",,,,,,,"Lee","1",,"08",18884
"G0500790","1970","Arkansas","05","Lincoln","079",,,,,,,"Lincoln","1",,"08",12913
"G0500810","1970","Arkansas","05","Little River","081",,,,,,,"Little River","1",,"05",11194
"G0500830","1970","Arkansas","05","Logan","083",,,,,,,"Logan","1",,"02",16789
"G0500850","1970","Arkansas","05","Lonoke","085",,,,,,,"Lonoke","1",,"07",26249
"G0500870","1970","Arkansas","05","Madison","087",,,,,,,"Madison","1",,"09",9453
"G0500890","1970","Arkansas","05","Marion","089",,,,,"6240",,"Marion","1",,"09",7000
"G0500910","1970","Arkansas","05","Miller","091",,,,,"8360",,"Miller","0",,"05",33385
"G0500930","1970","Arkansas","05","Mississippi","093",,,,,,,"Mississippi","1",,"08",62060
"G0500950","1970","Arkansas","05","Monroe","095",,,,,,,"Monroe","1",,"07",15657
"G0500970","1970","Arkansas","05","Montgomery","097",,,,,,,"Montgomery","1",,"04",5821
"G0500990","1970","Arkansas","05","Nevada","099",,,,,,,"Nevada","1",,"05",10111
"G0501010","1970","Arkansas","05","Newton","101",,,,,,,"Newton","1",,"09",5844
"G0501030","1970","Arkansas","05","Ouachita","103",,,,,,,"Ouachita","1",,"06",30896
"G0501050","1970","Arkansas","05","Perry","105",,,,,,,"Perry","1",,"04",5634
"G0501070","1970","Arkansas","05","Phillips","107",,,,,,,"Phillips","1",,"08",40046
"G0501090","1970","Arkansas","05","Pike","109",,,,,,,"Pike","1",,"04",8711
"G0501110","1970","Arkansas","05","Poinsett","111",,,,,,,"Poinsett","1",,"07",26822
"G0501130","1970","Arkansas","05","Polk","113",,,,,,,"Polk","1",,"04",13297
"G0501150","1970","Arkansas","05","Pope","115",,,,,,,"Pope","1",,"02",28607
"G0501170","1970","Arkansas","05","Prairie","117",,,,,"8360",,"Prairie","1",,"07",10249
"G0501190","1970","Arkansas","05","Pulaski","119",,,,,"4400",,"Pulaski","0",,"A",287189
"G0501210","1970","Arkansas","05","Randolph","121",,,,,,,"Randolph","1",,"03",12645
"G0501230","1970","Arkansas","05","St Francis","123",,,,,,,"St Francis","1",,"08",30799
"G0501250","1970","Arkansas","05","Saline","125",,,,,"4400",,"Saline","1",,"04",36107
"G0501270","1970","Arkansas","05","Scott","127",,,,,,,"Scott","1",,"04",8207
"G0501290","1970","Arkansas","05","Searcy","129",,,,,"4400",,"Searcy","1",,"09",7731
"G0501310","1970","Arkansas","05","Sebastian","131",,,,,"2720",,"Sebastian","0",,"02",79237
"G0501330","1970","Arkansas","05","Sevier","133",,,,,,,"Sevier","1",,"04",11272
"G0501350","1970","Arkansas","05","Sharp","135",,,,,,,"Sharp","1",,"03",8233
"G0501370","1970","Arkansas","05","Stone","137",,,,,,,"Stone","1",,"09",6838
"G0501390","1970","Arkansas","05","Union","139",,,,,,,"Union","1",,"06",45428
"G0501410","1970","Arkansas","05","Van Buren","141",,,,,,,"Van Buren","1",,"09",8275
"G0501430","1970","Arkansas","05","Washington","143",,,,,,,"Washington","1",,"01",77370
"G0501450","1970","Arkansas","05","White","145",,,,,,,"White","1",,"03",39253
"G0501470","1970","Arkansas","05","Woodruff","147",,,,,,,"Woodruff","1",,"07",11566
"G0501490","1970","Arkansas","05","Yell","149",,,,,"2720",,"Yell","1",,"02",14208
"G0600010","1970","California","06","Alameda","001",,,,,"7360",,"Alameda","0",,"A",1073184
"G0600030","1970","California","06","Alpine","003",,,,,,,"Alpine","1",,"09",484
"G0600050","1970","California","06","Amador","005",,,,,,,"Amador","1",,"09",11821
"G0600070","1970","California","06","Butte","007",,,,,,,"Butte","1",,"04",101969
"G0600090","1970","California","06","Calaveras","009",,,,,,,"Calaveras","1",,"09",13585
"G0600110","1970","California","06","Colusa","011",,,,,,,"Colusa","1",,"04",12430
"G0600130","1970","California","06","Contra Costa","013",,,,,"7360",,"Contra Costa","1",,"A",558389
"G0600150","1970","California","06","Del Norte","015",,,,,,,"Del Norte","1",,"01",14580
"G0600170","1970","California","06","El Dorado","017",,,,,"7360",,"El Dorado","1",,"09",43833
"G0600190","1970","California","06","Fresno","019",,,,,"2840",,"Fresno","0",,"E",413053
"G0600210","1970","California","06","Glenn","021",,,,,,,"Glenn","1",,"04",17521
"G0600230","1970","California","06","Humboldt","023",,,,,,,"Humboldt","1",,"01",99692
"G0600250","1970","California","06","Imperial","025",,,,,,,"Imperial","1",,"08",74492
"G0600270","1970","California","06","Inyo","027",,,,,"2840",,"Inyo","1",,"09",15571
"G0600290","1970","California","06","Kern","029",,,,,"0680",,"Kern","0",,"J",329162
"G0600310","1970","California","06","Kings","031",,,,,,,"Kings","1",,"06",64610
"G0600330","1970","California","06","Lake","033",,,,,,,"Lake","1",,"01",19548
"G0600350","1970","California","06","Lassen","035",,,,,"0680",,"Lassen","1",,"09",14960
"G0600370","1970","California","06","Los Angeles","037",,,,,"4480",,"Los Angeles","0",,"F",7032075
"G0600390","1970","California","06","Madera","039",,,,,,,"Madera","1",,"06",41519
"G0600410","1970","California","06","Marin","041",,,,,"7360",,"Marin","1",,"A",206038
"G0600430","1970","California","06","Mariposa","043",,,,,,,"Mariposa","1",,"09",6015
"G0600450","1970","California","06","Mendocino","045",,,,,,,"Mendocino","1",,"01",51101
"G0600470","1970","California","06","Merced","047",,,,,,,"Merced","1",,"05",104629
"G0600490","1970","California","06","Modoc","049",,,,,,,"Modoc","1",,"09",7469
"G0600510","1970","California","06","Mono","051",,,,,"7360",,"Mono","1",,"09",4016
"G0600530","1970","California","06","Monterey","053",,,,,"7120",,"Monterey","0",,"03",250071
"G0600550","1970","California","06","Napa","055",,,,,"8720",,"Napa","0",,"02",79140
"G0600570","1970","California","06","Nevada","057",,,,,"8720",,"Nevada","1",,"09",26346
"G0600590","1970","California","06","Orange","059",,,,,"0360",,"Orange","0",,"F",1420386
"G0600610","1970","California","06","Placer","061",,,,,"6920",,"Placer","1",,"09",77306
"G0600630","1970","California","06","Plumas","063",,,,,"6920",,"Plumas","1",,"09",11707
"G0600650","1970","California","06","Riverside","065",,,,,"7280",,"Riverside","0",,"H",459074
"G0600670","1970","California","06","Sacramento","067",,,,,"6920",,"Sacramento","0",,"C",631498
"G0600690","1970","California","06","San Benito","069",,,,,"6920",,"San Benito","1",,"03",18226
"G0600710","1970","California","06","San Bernardino","071",,,,,"7280",,"San Bernardino","0",,"H",684072
"G0600730","1970","California","06","San Diego","073",,,,,"7320",,"San Diego","0",,"G",1357854
"G0600750","1970","California","06","San Francisco","075",,,,,"7360",,"San Francisco","0",,"A",715674
"G0600770","1970","California","06","San Joaquin","077",,,,,"8120",,"San Joaquin","0",,"D",290208
"G0600790","1970","California","06","San Luis Obispo","079",,,,,"8120",,"San Luis Obispo","1",,"03",105690
"G0600810","1970","California","06","San Mateo","081",,,,,"7360",,"San Mateo","1",,"A",556234
"G0600830","1970","California","06","Santa Barbara","083",,,,,"7480",,"Santa Barbara","0",,"K",264324
"G0600850","1970","California","06","Santa Clara","085",,,,,"7400",,"Santa Clara","0",,"B",1064714
"G0600870","1970","California","06","Santa Cruz","087",,,,,,,"Santa Cruz","1",,"03",123790
"G0600890","1970","California","06","Shasta","089",,,,,,,"Shasta","1",,"09",77640
"G0600910","1970","California","06","Sierra","091",,,,,,,"Sierra","1",,"09",2365
"G0600930","1970","California","06","Siskiyou","093",,,,,"7400",,"Siskiyou","1",,"09",33225
"G0600950","1970","California","06","Solano","095",,,,,"8720",,"Solano","0",,"A",169941
"G0600970","1970","California","06","Sonoma","097",,,,,"7500",,"Sonoma","0",,"02",204885
"G0600990","1970","California","06","Stanislaus","099",,,,,"5170",,"Stanislaus","0",,"05",194506
"G0601010","1970","California","06","Sutter","101",,,,,,,"Sutter","1",,"04",41935
"G0601030","1970","California","06","Tehama","103",,,,,,,"Tehama","1",,"04",29517
"G0601050","1970","California","06","Trinity","105",,,,,,,"Trinity","1",,"09",7615
"G0601070","1970","California","06","Tulare","107",,,,,,,"Tulare","1",,"06",188322
"G0601090","1970","California","06","Tuolumne","109",,,,,"5170",,"Tuolumne","1",,"09",22169
"G0601110","1970","California","06","Ventura","111",,,,,"6000",,"Ventura","0",,"07",376430
"G0601130","1970","California","06","Yolo","113",,,,,"6920",,"Yolo","1",,"04",91788
"G0601150","1970","California","06","Yuba","115",,,,,"6920",,"Yuba","1",,"04",44736
"G0800010","1970","Colorado","08","Adams","001",,,,,"2080",,"Adams","1",,"A",185789
"G0800030","1970","Colorado","08","Alamosa","003",,,,,,,"Alamosa","1",,"02",11422
"G0800050","1970","Colorado","08","Arapahoe","005",,,,,"2080",,"Arapahoe","1",,"A",162142
"G0800070","1970","Colorado","08","Archuleta","007",,,,,,,"Archuleta","1",,"02",2733
"G0800090","1970","Colorado","08","Baca","009",,,,,,,"Baca","1",,"05",5674
"G0800110","1970","Colorado","08","Bent","011",,,,,,,"Bent","1",,"05",6493
"G0800130","1970","Colorado","08","Boulder","013",,,,,"2080",,"Boulder","1",,"D",131889
"G0800150","1970","Colorado","08","Chaffee","015",,,,,,,"Chaffee","1",,"01",10162
"G0800170","1970","Colorado","08","Cheyenne","017",,,,,,,"Cheyenne","1",,"04",2396
"G0800190","1970","Colorado","08","Clear Creek","019",,,,,,,"Clear Creek","1",,"01",4819
"G0800210","1970","Colorado","08","Conejos","021",,,,,,,"Conejos","1",,"02",7846
"G0800230","1970","Colorado","08","Costilla","023",,,,,,,"Costilla","1",,"02",3091
"G0800250","1970","Colorado","08","Crowley","025",,,,,,,"Crowley","1",,"05",3086
"G0800270","1970","Colorado","08","Custer","027",,,,,,,"Custer","1",,"05",1120
"G0800290","1970","Colorado","08","Delta","029",,,,,,,"Delta","1",,"02",15286
"G0800310","1970","Colorado","08","Denver","031",,,,,"2080",,"Denver","0",,"A",514678
"G0800330","1970","Colorado","08","Dolores","033",,,,,,,"Dolores","1",,"02",1641
"G0800350","1970","Colorado","08","Douglas","035",,,,,,,"Douglas","1",,"04",8407
"G0800370","1970","Colorado","08","Eagle","037",,,,,,,"Eagle","1",,"01",7498
"G0800390","1970","Colorado","08","Elbert","039",,,,,"2080",,"Elbert","1",,"04",3903
"G0800410","1970","Colorado","08","El Paso","041",,,,,"1720",,"El Paso","0",,"B",235972
"G0800430","1970","Colorado","08","Fremont","043",,,,,,,"Fremont","1",,"05",21942
"G0800450","1970","Colorado","08","Garfield","045",,,,,,,"Garfield","1",,"01",14821
"G0800470","1970","Colorado","08","Gilpin","047",,,,,,,"Gilpin","1",,"01",1272
"G0800490","1970","Colorado","08","Grand","049",,,,,,,"Grand","1",,"01",4107
"G0800510","1970","Colorado","08","Gunnison","051",,,,,,,"Gunnison","1",,"01",7578
"G0800530","1970","Colorado","08","Hinsdale","053",,,,,,,"Hinsdale","1",,"01",202
"G0800550","1970","Colorado","08","Huerfano","055",,,,,,,"Huerfano","1",,"05",6590
"G0800570","1970","Colorado","08","Jackson","057",,,,,"1720",,"Jackson","1",,"01",1811
"G0800590","1970","Colorado","08","Jefferson","059",,,,,"2080",,"Jefferson","1",,"A",233031
"G0800610","1970","Colorado","08","Kiowa","061",,,,,,,"Kiowa","1",,"04",2029
"G0800630","1970","Colorado","08","Kit Carson","063",,,,,,,"Kit Carson","1",,"04",7530
"G0800650","1970","Colorado","08","Lake","065",,,,,,,"Lake","1",,"01",8282
"G0800670","1970","Colorado","08","La Plata","067",,,,,,,"La Plata","1",,"02",19199
"G0800690","1970","Colorado","08","Larimer","069",,,,,,,"Larimer","1",,"03",89900
"G0800710","1970","Colorado","08","Las Animas","071",,,,,,,"Las Animas","1",,"05",15744
"G0800730","1970","Colorado","08","Lincoln","073",,,,,,,"Lincoln","1",,"04",4836
"G0800750","1970","Colorado","08","Logan","075",,,,,,,"Logan","1",,"03",18852
"G0800770","1970","Colorado","08","Mesa","077",,,,,,,"Mesa","1",,"02",54374
"G0800790","1970","Colorado","08","Mineral","079",,,,,,,"Mineral","1",,"01",786
"G0800810","1970","Colorado","08","Moffat","081",,,,,,,"Moffat","1",,"01",6525
"G0800830","1970","Colorado","08","Montezuma","083",,,,,,,"Montezuma","1",,"02",12952
"G0800850","1970","Colorado","08","Montrose","085",,,,,,,"Montrose","1",,"02",18366
"G0800870","1970","Colorado","08","Morgan","087",,,,,,,"Morgan","1",,"03",20105
"G0800890","1970","Colorado","08","Otero","089",,,,,,,"Otero","1",,"05",23523
"G0800910","1970","Colorado","08","Ouray","091",,,,,,,"Ouray","1",,"01",1546
"G0800930","1970","Colorado","08","Park","093",,,,,,,"Park","1",,"01",2185
"G0800950","1970","Colorado","08","Phillips","095",,,,,,,"Phillips","1",,"04",4131
"G0800970","1970","Colorado","08","Pitkin","097",,,,,,,"Pitkin","1",,"01",6185
"G0800990","1970","Colorado","08","Prowers","099",,,,,"2080",,"Prowers","1",,"05",13258
"G0801010","1970","Colorado","08","Pueblo","101",,,,,"6560",,"Pueblo","0",,"C",118238
"G0801030","1970","Colorado","08","Rio Blanco","103",,,,,,,"Rio Blanco","1",,"01",4842
"G0801050","1970","Colorado","08","Rio Grande","105",,,,,,,"Rio Grande","1",,"02",10494
"G0801070","1970","Colorado","08","Routt","107",,,,,,,"Routt","1",,"01",6592
"G0801090","1970","Colorado","08","Saguache","109",,,,,,,"Saguache","1",,"02",3827
"G0801110","1970","Colorado","08","San Juan","111",,,,,,,"San Juan","1",,"01",831
"G0801130","1970","Colorado","08","San Miguel","113",,,,,,,"San Miguel","1",,"02",1949
"G0801150","1970","Colorado","08","Sedgwick","115",,,,,,,"Sedgwick","1",,"03",3405
"G0801170","1970","Colorado","08","Summit","117",,,,,,,"Summit","1",,"01",2665
"G0801190","1970","Colorado","08","Teller","119",,,,,,,"Teller","1",,"01",3316
"G0801210","1970","Colorado","08","Washington","121",,,,,,,"Washington","1",,"04",5550
"G0801230","1970","Colorado","08","Weld","123",,,,,,,"Weld","1",,"03",89297
"G0801250","1970","Colorado","08","Yuma","125",,,,,"6560",,"Yuma","1",,"04",8544
