datetime,year,counts,temp_rank,shape
1982-01-07 13:00:00,1982,12.0,15.0,sphere
1982-01-14 05:00:00,1982,37.0,20.0,disk
1982-02-01 22:00:00,1982,8.0,13.0,unknown
1982-02-12 23:54:00,1982,19.0,18.0,triangle
1982-02-15 23:30:00,1982,8.0,14.0,oval
1982-04-12 20:30:00,1982,12.0,16.0,other
1982-05-28 18:00:00,1982,4.0,8.0,formation
1982-06-01 15:00:00,1982,6.0,12.0,cigar
1982-06-01 22:00:00,1982,5.0,9.0,chevron
1982-06-01 23:00:00,1982,3.0,5.0,teardrop
1982-06-06 00:00:00,1982,5.0,10.0,fireball
1982-06-10 22:00:00,1982,2.0,3.0,egg
1982-06-12 22:30:00,1982,2.0,4.0,diamond
1982-06-30 03:00:00,1982,,,
1982-07-16 04:37:00,1982,3.0,6.0,changing
1982-08-13 00:30:00,1982,3.0,7.0,rectangle
1982-09-12 22:00:00,1982,1.0,1.0,flash
1982-09-15 06:00:00,1982,1.0,2.0,cone
1983-01-10 20:00:00,1983,2.0,3.0,cylinder
1983-01-13 17:00:00,1983,15.0,15.0,sphere
1983-01-20 18:30:00,1983,8.0,11.0,light
1983-02-11 00:00:00,1983,8.0,12.0,circle
1983-02-15 01:00:00,1983,31.0,18.0,disk
1983-02-28 21:30:00,1983,4.0,8.0,fireball
1983-03-03 13:00:00,1983,4.0,9.0,cigar
1983-03-27 21:57:00,1983,17.0,16.0,other
1983-04-01 21:00:00,1983,,,
1983-04-07 00:00:00,1983,22.0,17.0,triangle
1983-04-07 23:00:00,1983,11.0,14.0,oval
1983-04-15 21:00:00,1983,3.0,6.0,changing
1983-04-30 09:00:00,1983,10.0,13.0,unknown
1983-05-01 19:00:00,1983,6.0,10.0,diamond
1983-06-01 01:00:00,1983,2.0,4.0,egg
1983-06-15 20:00:00,1983,3.0,7.0,formation
1983-07-01 21:10:00,1983,1.0,1.0,flash
1983-07-15 22:00:00,1983,2.0,5.0,rectangle
1983-08-15 21:05:00,1983,1.0,2.0,chevron
1984-01-03 13:00:00,1984,7.0,10.0,fireball
1984-01-08 22:00:00,1984,5.0,9.0,formation
1984-01-13 02:12:00,1984,3.0,3.0,changing
1984-01-21 21:00:00,1984,20.0,16.0,light
1984-01-23 06:45:00,1984,7.0,11.0,cigar
1984-01-24 00:00:00,1984,21.0,18.0,circle
1984-02-01 21:00:00,1984,13.0,13.0,unknown
1984-02-08 20:00:00,1984,27.0,19.0,triangle
1984-03-18 02:30:00,1984,20.0,17.0,other
1984-04-11 02:00:00,1984,,,
1984-04-15 02:00:00,1984,19.0,15.0,disk
1984-05-01 20:00:00,1984,3.0,4.0,rectangle
1984-06-01 02:20:00,1984,4.0,8.0,cylinder
1984-06-01 12:00:00,1984,8.0,12.0,oval
1984-06-01 13:00:00,1984,3.0,5.0,diamond
1984-06-01 17:00:00,1984,3.0,6.0,egg
1984-06-01 17:00:00,1984,13.0,14.0,sphere
1984-06-15 16:45:00,1984,1.0,1.0,cone
1984-08-15 23:00:00,1984,3.0,7.0,chevron
1984-09-20 21:00:00,1984,1.0,2.0,teardrop
1985-01-01 01:00:00,1985,24.0,17.0,other
1985-01-15 01:30:00,1985,22.0,16.0,light
1985-01-15 03:00:00,1985,21.0,15.0,circle
1985-01-15 20:50:00,1985,5.0,7.0,changing
1985-01-15 22:00:00,1985,10.0,12.0,unknown
1985-01-15 22:30:00,1985,4.0,3.0,cylinder
1985-02-15 00:00:00,1985,18.0,14.0,sphere
1985-02-15 00:00:00,1985,4.0,4.0,fireball
1985-03-01 20:30:00,1985,27.0,18.0,triangle
1985-03-14 19:13:00,1985,5.0,8.0,chevron
1985-03-15 14:30:00,1985,8.0,10.0,cigar
1985-03-26 01:25:00,1985,12.0,13.0,oval
1985-04-04 23:00:00,1985,31.0,19.0,disk
1985-05-30 00:00:00,1985,8.0,11.0,rectangle
1985-06-01 14:30:00,1985,1.0,1.0,teardrop
1985-06-01 23:00:00,1985,1.0,2.0,flash
1985-06-12 11:00:00,1985,,,
1985-06-17 02:00:00,1985,6.0,9.0,formation
1985-07-01 22:00:00,1985,4.0,5.0,egg
1985-07-23 00:00:00,1985,4.0,6.0,diamond
1986-01-01 03:00:00,1986,7.0,10.0,oval
1986-01-15 22:00:00,1986,12.0,12.0,circle
1986-01-28 13:00:00,1986,8.0,11.0,cigar
1986-01-29 20:00:00,1986,6.0,8.0,rectangle
1986-02-06 02:05:00,1986,1.0,1.0,cone
1986-02-09 23:00:00,1986,12.0,13.0,unknown
1986-02-15 17:00:00,1986,25.0,17.0,disk
1986-02-15 21:00:00,1986,36.0,18.0,triangle
1986-02-22 21:00:00,1986,23.0,16.0,other
1986-03-05 00:00:00,1986,13.0,14.0,sphere
1986-03-15 10:30:00,1986,,,
1986-03-15 15:40:00,1986,18.0,15.0,light
1986-04-30 23:00:00,1986,4.0,4.0,cylinder
1986-05-01 19:00:00,1986,4.0,5.0,formation
1986-05-15 17:40:00,1986,5.0,6.0,chevron
1986-05-18 20:30:00,1986,2.0,3.0,changing
1986-06-01 05:00:00,1986,1.0,2.0,egg
1986-06-20 17:30:00,1986,5.0,7.0,fireball
1986-07-05 21:00:00,1986,6.0,9.0,diamond
1987-01-01 00:00:00,1987,10.0,11.0,oval
1987-01-10 17:00:00,1987,15.0,15.0,sphere
1987-01-15 00:00:00,1987,14.0,14.0,unknown
1987-01-17 06:30:00,1987,24.0,17.0,other
1987-01-29 03:00:00,1987,21.0,16.0,disk
1987-01-30 13:00:00,1987,5.0,6.0,changing
1987-01-30 21:00:00,1987,34.0,19.0,light
1987-02-03 08:30:00,1987,29.0,18.0,triangle
1987-03-08 12:27:00,1987,3.0,3.0,egg
1987-03-10 20:00:00,1987,7.0,8.0,formation
1987-03-17 21:00:00,1987,6.0,7.0,chevron
1987-04-01 21:30:00,1987,8.0,10.0,fireball
1987-04-11 22:00:00,1987,13.0,13.0,cigar
1987-04-21 22:30:00,1987,11.0,12.0,circle
1987-05-14 20:45:00,1987,7.0,9.0,rectangle
1987-06-01 16:00:00,1987,,,
1987-06-01 20:00:00,1987,4.0,4.0,flash
1987-07-01 16:00:00,1987,4.0,5.0,cylinder
1987-08-01 22:00:00,1987,1.0,1.0,diamond
1987-12-13 01:00:00,1987,1.0,2.0,cone
1988-01-01 03:00:00,1988,26.0,16.0,triangle
1988-01-01 17:00:00,1988,26.0,17.0,circle
1988-01-10 21:30:00,1988,24.0,15.0,sphere
1988-01-10 22:10:00,1988,29.0,20.0,unknown
1988-01-12 03:30:00,1988,12.0,13.0,oval
1988-01-15 18:00:00,1988,16.0,14.0,other
1988-01-17 02:00:00,1988,5.0,8.0,rectangle
1988-01-18 20:00:00,1988,27.0,19.0,light
1988-01-26 23:00:00,1988,8.0,11.0,cigar
1988-02-05 15:00:00,1988,26.0,18.0,disk
1988-02-08 00:10:00,1988,4.0,5.0,cylinder
1988-03-05 16:30:00,1988,5.0,9.0,changing
1988-03-06 03:00:00,1988,8.0,12.0,fireball
1988-03-17 20:00:00,1988,4.0,6.0,egg
1988-05-17 19:45:00,1988,5.0,10.0,chevron
1988-06-01 21:00:00,1988,4.0,7.0,formation
1988-06-01 22:00:00,1988,,,
1988-06-14 21:45:00,1988,2.0,3.0,cross
1988-06-15 21:00:00,1988,3.0,4.0,diamond
1988-09-20 03:00:00,1988,1.0,1.0,flash
1988-10-22 23:16:00,1988,1.0,2.0,cone
1989-01-01 23:59:00,1989,17.0,14.0,light
1989-01-05 00:15:00,1989,9.0,10.0,cigar
1989-01-10 23:00:00,1989,7.0,9.0,fireball
1989-01-11 20:30:00,1989,11.0,12.0,rectangle
1989-01-15 15:00:00,1989,6.0,6.0,changing
1989-01-15 22:00:00,1989,,,
1989-01-17 20:00:00,1989,30.0,17.0,other
1989-01-19 20:15:00,1989,31.0,18.0,disk
1989-01-29 23:00:00,1989,19.0,15.0,unknown
1989-02-01 12:00:00,1989,10.0,11.0,oval
1989-03-01 20:00:00,1989,6.0,7.0,chevron
1989-03-06 01:00:00,1989,4.0,4.0,egg
1989-03-12 23:45:00,1989,23.0,16.0,sphere
1989-03-15 19:30:00,1989,41.0,19.0,triangle
1989-03-15 23:30:00,1989,15.0,13.0,circle
1989-04-02 13:00:00,1989,5.0,5.0,cylinder
1989-04-22 17:30:00,1989,2.0,1.0,flash
1989-05-01 22:00:00,1989,6.0,8.0,formation
1989-07-01 17:30:00,1989,3.0,3.0,diamond
1989-08-30 20:05:00,1989,2.0,2.0,teardrop
1990-01-01 00:15:00,1990,29.0,16.0,disk
1990-01-01 23:00:00,1990,37.0,18.0,triangle
1990-01-03 20:00:00,1990,21.0,15.0,unknown
1990-01-07 09:00:00,1990,4.0,6.0,changing
1990-01-11 03:30:00,1990,16.0,13.0,oval
1990-01-14 20:00:00,1990,15.0,12.0,circle
1990-01-15 22:00:00,1990,40.0,19.0,light
1990-02-03 11:30:00,1990,34.0,17.0,other
1990-02-04 02:16:00,1990,6.0,8.0,formation
1990-02-07 11:00:00,1990,4.0,7.0,cylinder
1990-02-15 21:00:00,1990,2.0,1.0,chevron
1990-02-20 06:40:00,1990,16.0,14.0,sphere
1990-03-01 21:00:00,1990,10.0,11.0,fireball
1990-05-01 13:00:00,1990,2.0,2.0,teardrop
1990-05-01 20:00:00,1990,3.0,5.0,flash
1990-05-26 21:00:00,1990,6.0,9.0,rectangle
1990-06-01 02:30:00,1990,2.0,3.0,diamond
1990-06-01 20:00:00,1990,6.0,10.0,cigar
1990-06-01 22:00:00,1990,,,
1990-06-23 22:25:00,1990,2.0,4.0,egg
1991-01-01 20:00:00,1991,23.0,15.0,other
1991-01-01 21:00:00,1991,45.0,18.0,triangle
1991-01-10 02:15:00,1991,37.0,17.0,light
1991-01-10 17:00:00,1991,13.0,13.0,unknown
1991-01-14 20:30:00,1991,35.0,16.0,disk
1991-02-14 22:00:00,1991,8.0,10.0,rectangle
1991-02-15 00:00:00,1991,5.0,7.0,formation
1991-02-15 15:00:00,1991,11.0,12.0,sphere
1991-02-15 19:00:00,1991,20.0,14.0,circle
1991-02-19 18:00:00,1991,4.0,6.0,cylinder
1991-03-01 04:30:00,1991,5.0,8.0,egg
1991-03-01 08:00:00,1991,7.0,9.0,cigar
1991-03-01 11:00:00,1991,8.0,11.0,oval
1991-03-20 20:00:00,1991,1.0,1.0,flash
1991-04-15 10:00:00,1991,3.0,5.0,diamond
1991-04-27 21:00:00,1991,2.0,3.0,changing
1991-05-30 09:10:00,1991,2.0,4.0,fireball
1991-06-30 08:00:00,1991,1.0,2.0,chevron
1991-07-05 11:11:00,1991,,,
1992-01-01 00:00:00,1992,19.0,15.0,other
1992-01-15 17:30:00,1992,22.0,17.0,sphere
1992-01-25 17:00:00,1992,29.0,18.0,disk
1992-02-01 20:00:00,1992,30.0,19.0,light
1992-02-02 00:00:00,1992,11.0,12.0,fireball
1992-02-04 02:00:00,1992,33.0,20.0,triangle
1992-02-14 01:30:00,1992,9.0,10.0,cigar
1992-02-16 02:00:00,1992,4.0,6.0,diamond
1992-02-27 02:00:00,1992,17.0,13.0,circle
1992-03-15 23:00:00,1992,4.0,7.0,flash
1992-03-22 18:30:00,1992,21.0,16.0,unknown
1992-04-01 02:00:00,1992,9.0,11.0,formation
1992-04-01 03:00:00,1992,18.0,14.0,oval
1992-04-01 13:00:00,1992,7.0,9.0,rectangle
1992-04-15 19:30:00,1992,3.0,4.0,egg
1992-04-22 02:00:00,1992,2.0,2.0,cone
1992-05-05 04:00:00,1992,,,
1992-06-01 22:00:00,1992,4.0,8.0,changing
1992-06-10 23:00:00,1992,3.0,5.0,chevron
1992-06-14 00:45:00,1992,2.0,3.0,cylinder
1992-09-12 22:15:00,1992,1.0,1.0,teardrop
1993-01-01 01:00:00,1993,,,
1993-01-10 00:30:00,1993,34.0,18.0,other
1993-01-12 19:45:00,1993,63.0,20.0,triangle
1993-01-14 03:30:00,1993,40.0,19.0,light
1993-01-14 04:00:00,1993,10.0,11.0,unknown
1993-01-15 20:00:00,1993,10.0,12.0,formation
1993-02-01 03:30:00,1993,2.0,2.0,flash
1993-02-03 23:00:00,1993,26.0,17.0,disk
1993-02-06 21:55:00,1993,24.0,16.0,sphere
1993-03-01 12:00:00,1993,6.0,8.0,diamond
1993-03-20 20:00:00,1993,8.0,9.0,fireball
1993-04-10 17:30:00,1993,4.0,5.0,egg
1993-04-12 21:00:00,1993,23.0,15.0,circle
1993-04-13 23:45:00,1993,15.0,14.0,cigar
1993-05-17 22:30:00,1993,13.0,13.0,oval
1993-05-24 14:30:00,1993,8.0,10.0,rectangle
1993-06-01 19:00:00,1993,5.0,7.0,cylinder
1993-06-01 20:00:00,1993,3.0,3.0,changing
1993-06-01 22:00:00,1993,1.0,1.0,cross
1993-06-08 16:09:00,1993,4.0,6.0,teardrop
1993-07-09 19:23:00,1993,3.0,4.0,chevron
1994-01-01 00:00:00,1994,36.0,16.0,other
1994-01-01 01:00:00,1994,75.0,19.0,triangle
1994-01-01 18:00:00,1994,26.0,13.0,unknown
1994-01-12 18:00:00,1994,7.0,6.0,chevron
1994-01-14 07:10:00,1994,47.0,17.0,disk
1994-01-14 18:00:00,1994,31.0,15.0,sphere
1994-01-17 05:00:00,1994,20.0,11.0,fireball
1994-01-18 19:00:00,1994,7.0,7.0,flash
1994-01-30 18:00:00,1994,25.0,12.0,oval
1994-02-01 00:00:00,1994,61.0,18.0,light
1994-02-22 02:00:00,1994,10.0,9.0,changing
1994-02-27 00:15:00,1994,11.0,10.0,rectangle
1994-03-10 18:00:00,1994,28.0,14.0,circle
1994-03-15 14:00:00,1994,3.0,2.0,cylinder
1994-04-06 20:40:00,1994,9.0,8.0,cigar
1994-04-23 01:00:00,1994,,,
1994-05-02 22:00:00,1994,3.0,3.0,diamond
1994-06-01 08:00:00,1994,4.0,4.0,formation
1994-06-15 15:00:00,1994,6.0,5.0,egg
1994-10-15 21:00:00,1994,2.0,1.0,teardrop
1995-01-01 02:00:00,1995,33.0,15.0,fireball
1995-01-01 03:00:00,1995,97.0,21.0,light
1995-01-01 06:00:00,1995,83.0,20.0,triangle
1995-01-01 10:00:00,1995,14.0,11.0,changing
1995-01-01 15:00:00,1995,30.0,14.0,sphere
1995-01-01 22:45:00,1995,,,
1995-01-04 21:55:00,1995,40.0,16.0,unknown
1995-01-05 20:10:00,1995,42.0,17.0,disk
1995-01-12 01:00:00,1995,43.0,18.0,circle
1995-01-15 21:00:00,1995,8.0,8.0,rectangle
1995-01-19 22:00:00,1995,10.0,9.0,chevron
1995-01-30 06:35:00,1995,48.0,19.0,other
1995-02-02 19:15:00,1995,6.0,5.0,cone
1995-02-15 07:30:00,1995,14.0,12.0,cigar
1995-02-25 23:30:00,1995,3.0,2.0,egg
1995-03-05 00:00:00,1995,24.0,13.0,oval
1995-03-10 22:00:00,1995,13.0,10.0,formation
1995-03-20 00:00:00,1995,4.0,3.0,cylinder
1995-04-02 13:00:00,1995,7.0,7.0,diamond
1995-05-01 21:00:00,1995,2.0,1.0,cross
1995-05-17 21:05:00,1995,5.0,4.0,flash
1995-05-25 15:00:00,1995,6.0,6.0,teardrop
1996-01-01 01:30:00,1996,120.0,21.0,light
1996-01-01 03:00:00,1996,26.0,15.0,unknown
1996-01-01 03:30:00,1996,101.0,20.0,triangle
1996-01-01 07:10:00,1996,,,
1996-01-01 12:00:00,1996,35.0,16.0,sphere
1996-01-06 04:30:00,1996,19.0,12.0,diamond
1996-01-08 17:00:00,1996,55.0,19.0,disk
1996-01-15 00:00:00,1996,39.0,17.0,circle
1996-01-15 02:30:00,1996,25.0,13.0,oval
1996-01-15 18:00:00,1996,17.0,11.0,formation
1996-01-15 22:00:00,1996,7.0,6.0,teardrop
1996-01-28 21:00:00,1996,3.0,1.0,cross
1996-02-09 17:50:00,1996,12.0,8.0,cylinder
1996-02-10 11:00:00,1996,53.0,18.0,other
1996-02-10 17:00:00,1996,25.0,14.0,fireball
1996-02-14 20:00:00,1996,14.0,9.0,changing
1996-03-15 01:00:00,1996,6.0,5.0,flash
1996-03-26 14:00:00,1996,3.0,2.0,cone
1996-03-28 19:40:00,1996,14.0,10.0,rectangle
1996-04-15 14:00:00,1996,5.0,3.0,chevron
1996-04-25 23:00:00,1996,8.0,7.0,egg
1996-05-15 22:30:00,1996,5.0,4.0,cigar
1997-01-01 01:30:00,1997,200.0,20.0,triangle
1997-01-01 07:00:00,1997,15.0,6.0,changing
1997-01-01 07:00:00,1997,73.0,16.0,circle
1997-01-01 13:00:00,1997,47.0,12.0,oval
1997-01-01 15:30:00,1997,18.0,8.0,rectangle
1997-01-01 19:30:00,1997,27.0,10.0,chevron
1997-01-01 20:30:00,1997,,,
1997-01-01 23:00:00,1997,275.0,21.0,light
1997-01-02 00:00:00,1997,3.0,1.0,cross
1997-01-04 21:00:00,1997,32.0,11.0,cigar
1997-01-04 21:32:00,1997,84.0,18.0,disk
1997-01-05 17:00:00,1997,47.0,13.0,fireball
1997-01-08 16:00:00,1997,8.0,3.0,teardrop
1997-01-15 01:15:00,1997,75.0,17.0,sphere
1997-01-15 17:30:00,1997,11.0,5.0,egg
1997-01-16 18:00:00,1997,136.0,19.0,other
1997-01-17 02:00:00,1997,19.0,9.0,cylinder
1997-02-01 21:00:00,1997,3.0,2.0,cone
1997-02-01 21:30:00,1997,51.0,14.0,unknown
1997-02-05 22:00:00,1997,9.0,4.0,flash
1997-02-14 18:00:00,1997,68.0,15.0,formation
1997-02-15 13:00:00,1997,16.0,7.0,diamond
1998-01-01 01:42:00,1998,327.0,21.0,light
1998-01-01 02:00:00,1998,193.0,19.0,triangle
1998-01-01 06:00:00,1998,107.0,15.0,disk
1998-01-01 07:30:00,1998,52.0,12.0,formation
1998-01-01 13:00:00,1998,133.0,16.0,circle
1998-01-01 13:00:00,1998,29.0,7.0,diamond
1998-01-01 23:00:00,1998,48.0,11.0,changing
1998-01-03 02:30:00,1998,144.0,18.0,sphere
1998-01-05 15:50:00,1998,135.0,17.0,other
1998-01-08 22:00:00,1998,237.0,20.0,fireball
1998-01-08 22:38:00,1998,70.0,13.0,oval
1998-01-10 22:24:00,1998,,,
1998-01-13 21:00:00,1998,84.0,14.0,unknown
1998-01-16 17:00:00,1998,11.0,2.0,cone
1998-01-24 15:20:00,1998,30.0,8.0,cylinder
1998-02-01 01:00:00,1998,18.0,5.0,chevron
1998-02-09 23:30:00,1998,17.0,4.0,rectangle
1998-02-12 12:35:00,1998,44.0,10.0,cigar
1998-02-15 19:30:00,1998,33.0,9.0,flash
1998-02-23 20:33:00,1998,24.0,6.0,egg
1998-03-28 04:30:00,1998,5.0,1.0,cross
1998-04-21 22:30:00,1998,13.0,3.0,teardrop
1999-01-01 00:00:00,1999,299.0,20.0,fireball
1999-01-01 01:35:00,1999,539.0,21.0,light
1999-01-01 03:00:00,1999,,,
1999-01-01 03:54:00,1999,168.0,14.0,disk
1999-01-01 14:00:00,1999,50.0,8.0,cylinder
1999-01-01 15:00:00,1999,86.0,11.0,cigar
1999-01-01 19:12:00,1999,180.0,16.0,unknown
1999-01-01 20:00:00,1999,215.0,17.0,circle
1999-01-01 21:00:00,1999,278.0,19.0,triangle
1999-01-03 16:31:00,1999,237.0,18.0,other
1999-01-04 21:50:00,1999,66.0,10.0,changing
1999-01-05 02:00:00,1999,102.0,13.0,oval
1999-01-05 05:36:00,1999,31.0,3.0,teardrop
1999-01-06 21:30:00,1999,51.0,9.0,flash
1999-01-07 23:00:00,1999,37.0,5.0,diamond
1999-01-08 18:00:00,1999,174.0,15.0,sphere
1999-01-09 02:39:00,1999,37.0,6.0,rectangle
1999-01-10 01:00:00,1999,87.0,12.0,formation
1999-01-11 20:00:00,1999,36.0,4.0,egg
1999-01-20 20:30:00,1999,48.0,7.0,chevron
1999-03-04 19:55:00,1999,8.0,2.0,cone
1999-07-09 18:04:00,1999,4.0,1.0,cross
2000-01-01 00:01:00,2000,144.0,14.0,sphere
2000-01-01 00:03:00,2000,183.0,16.0,unknown
2000-01-01 00:23:00,2000,557.0,21.0,light
2000-01-01 00:45:00,2000,76.0,11.0,changing
2000-01-01 01:00:00,2000,55.0,9.0,cylinder
2000-01-01 02:13:00,2000,218.0,17.0,other
2000-01-01 17:00:00,2000,76.0,12.0,formation
2000-01-01 20:30:00,2000,39.0,4.0,flash
2000-01-01 21:00:00,2000,319.0,20.0,triangle
2000-01-01 22:00:00,2000,75.0,10.0,cigar
2000-01-01 23:00:00,2000,43.0,6.0,egg
2000-01-02 00:00:00,2000,45.0,7.0,rectangle
2000-01-02 00:30:00,2000,119.0,13.0,oval
2000-01-02 19:33:00,2000,218.0,18.0,fireball
2000-01-02 21:36:00,2000,,,
2000-01-02 21:37:00,2000,179.0,15.0,disk
2000-01-02 22:40:00,2000,39.0,5.0,chevron
2000-01-06 16:00:00,2000,26.0,3.0,teardrop
2000-01-07 05:15:00,2000,239.0,19.0,circle
2000-01-17 18:20:00,2000,11.0,2.0,cone
2000-01-20 22:14:00,2000,48.0,8.0,diamond
2000-01-29 07:30:00,2000,9.0,1.0,cross
2001-01-01 00:00:00,2001,204.0,17.0,unknown
2001-01-01 00:00:00,2001,673.0,21.0,light
2001-01-01 00:00:00,2001,202.0,16.0,fireball
2001-01-01 00:01:00,2001,245.0,19.0,circle
2001-01-01 00:15:00,2001,,,
2001-01-01 00:25:00,2001,187.0,15.0,disk
2001-01-01 19:00:00,2001,238.0,18.0,other
2001-01-01 22:00:00,2001,34.0,3.0,teardrop
2001-01-01 22:00:00,2001,82.0,10.0,changing
2001-01-01 22:30:00,2001,117.0,12.0,formation
2001-01-02 16:50:00,2001,51.0,7.0,chevron
2001-01-02 22:00:00,2001,334.0,20.0,triangle
2001-01-03 15:00:00,2001,168.0,14.0,sphere
2001-01-04 06:00:00,2001,44.0,5.0,flash
2001-01-04 16:00:00,2001,91.0,11.0,cigar
2001-01-05 00:10:00,2001,155.0,13.0,oval
2001-01-06 03:00:00,2001,70.0,9.0,diamond
2001-01-07 20:30:00,2001,21.0,2.0,cone
2001-01-09 07:55:00,2001,57.0,8.0,rectangle
2001-01-10 12:10:00,2001,42.0,4.0,egg
2001-01-11 22:53:00,2001,49.0,6.0,cylinder
2001-02-17 16:00:00,2001,9.0,1.0,cross
2002-01-01 00:10:00,2002,264.0,19.0,circle
2002-01-01 04:45:00,2002,134.0,13.0,oval
2002-01-01 13:00:00,2002,184.0,15.0,sphere
2002-01-01 14:10:00,2002,347.0,20.0,triangle
2002-01-01 19:00:00,2002,241.0,17.0,unknown
2002-01-01 22:30:00,2002,676.0,21.0,light
2002-01-02 08:32:00,2002,15.0,2.0,cone
2002-01-02 17:00:00,2002,259.0,18.0,other
2002-01-02 17:30:00,2002,74.0,10.0,cigar
2002-01-03 19:15:00,2002,216.0,16.0,disk
2002-01-03 21:35:00,2002,63.0,8.0,chevron
2002-01-03 21:45:00,2002,59.0,7.0,cylinder
2002-01-05 02:00:00,2002,50.0,5.0,rectangle
2002-01-07 17:43:00,2002,179.0,14.0,fireball
2002-01-07 17:49:00,2002,43.0,3.0,egg
2002-01-07 18:00:00,2002,44.0,4.0,teardrop
2002-01-07 21:07:00,2002,,,
2002-01-11 04:30:00,2002,106.0,12.0,changing
2002-01-11 20:00:00,2002,55.0,6.0,diamond
2002-01-14 19:15:00,2002,88.0,11.0,formation
2002-01-24 17:00:00,2002,64.0,9.0,flash
2002-01-31 21:00:00,2002,11.0,1.0,cross
2003-01-01 00:01:00,2003,206.0,14.0,fireball
2003-01-01 00:05:00,2003,383.0,20.0,triangle
2003-01-01 00:05:00,2003,121.0,12.0,formation
2003-01-01 00:05:00,2003,859.0,21.0,light
2003-01-01 00:15:00,2003,334.0,19.0,circle
2003-01-01 00:30:00,2003,15.0,1.0,cone
2003-01-01 01:15:00,2003,259.0,16.0,disk
2003-01-01 01:30:00,2003,320.0,17.0,unknown
2003-01-01 07:37:00,2003,43.0,3.0,teardrop
2003-01-01 09:20:00,2003,203.0,13.0,oval
2003-01-01 12:00:00,2003,233.0,15.0,sphere
2003-01-01 19:30:00,2003,56.0,6.0,rectangle
2003-01-02 02:00:00,2003,57.0,7.0,diamond
2003-01-02 16:30:00,2003,111.0,11.0,cigar
2003-01-02 18:50:00,2003,76.0,8.0,flash
2003-01-03 03:00:00,2003,323.0,18.0,other
2003-01-06 04:00:00,2003,49.0,4.0,egg
2003-01-07 00:45:00,2003,16.0,2.0,cross
2003-01-07 20:00:00,2003,,,
2003-01-08 15:30:00,2003,109.0,10.0,changing
2003-01-08 18:15:00,2003,79.0,9.0,cylinder
2003-01-15 19:30:00,2003,53.0,5.0,chevron
2004-01-01 00:00:00,2004,991.0,21.0,light
2004-01-01 00:05:00,2004,462.0,20.0,triangle
2004-01-01 00:10:00,2004,345.0,19.0,other
2004-01-01 00:30:00,2004,279.0,16.0,disk
2004-01-01 02:00:00,2004,154.0,12.0,formation
2004-01-01 11:30:00,2004,119.0,11.0,changing
2004-01-01 12:00:00,2004,204.0,14.0,fireball
2004-01-01 17:38:00,2004,76.0,9.0,flash
2004-01-02 07:35:00,2004,322.0,17.0,circle
2004-01-03 00:20:00,2004,62.0,6.0,chevron
2004-01-03 22:30:00,2004,326.0,18.0,unknown
2004-01-03 23:45:00,2004,52.0,4.0,rectangle
2004-01-04 10:40:00,2004,52.0,5.0,egg
2004-01-04 14:00:00,2004,188.0,13.0,oval
2004-01-05 17:30:00,2004,105.0,10.0,cigar
2004-01-06 22:00:00,2004,,,
2004-01-07 16:50:00,2004,269.0,15.0,sphere
2004-01-08 05:00:00,2004,65.0,8.0,cylinder
2004-01-10 19:30:00,2004,64.0,7.0,diamond
2004-01-18 12:30:00,2004,40.0,3.0,teardrop
2004-02-15 20:40:00,2004,15.0,2.0,cross
2004-03-23 04:10:00,2004,14.0,1.0,cone
2005-01-01 00:00:00,2005,126.0,11.0,formation
2005-01-01 00:02:00,2005,326.0,17.0,unknown
2005-01-01 00:05:00,2005,168.0,13.0,oval
2005-01-01 00:15:00,2005,915.0,21.0,light
2005-01-01 00:20:00,2005,228.0,15.0,sphere
2005-01-01 00:30:00,2005,13.0,1.0,cross
2005-01-01 01:45:00,2005,130.0,12.0,changing
2005-01-01 01:49:00,2005,57.0,6.0,rectangle
2005-01-01 03:00:00,2005,82.0,9.0,flash
2005-01-01 06:51:00,2005,37.0,3.0,egg
2005-01-01 17:30:00,2005,250.0,16.0,disk
2005-01-01 19:00:00,2005,351.0,19.0,circle
2005-01-01 23:00:00,2005,439.0,20.0,triangle
2005-01-04 18:30:00,2005,223.0,14.0,fireball
2005-01-04 19:25:00,2005,60.0,7.0,diamond
2005-01-05 19:10:00,2005,116.0,10.0,cigar
2005-01-06 17:00:00,2005,336.0,18.0,other
2005-01-07 12:30:00,2005,67.0,8.0,cylinder
2005-01-07 18:00:00,2005,50.0,5.0,chevron
2005-01-10 17:24:00,2005,,,
2005-01-21 18:00:00,2005,42.0,4.0,teardrop
2005-02-21 00:14:00,2005,16.0,2.0,cone
2006-01-01 00:06:00,2006,771.0,21.0,light
2006-01-01 15:45:00,2006,,,
2006-01-01 17:00:00,2006,215.0,14.0,fireball
2006-01-01 17:00:00,2006,113.0,11.0,changing
2006-01-01 21:30:00,2006,271.0,17.0,other
2006-01-01 22:30:00,2006,55.0,6.0,diamond
2006-01-01 23:00:00,2006,369.0,20.0,triangle
2006-01-01 23:00:00,2006,337.0,19.0,circle
2006-01-02 17:15:00,2006,15.0,2.0,cone
2006-01-03 06:00:00,2006,313.0,18.0,unknown
2006-01-03 07:30:00,2006,183.0,13.0,oval
2006-01-03 11:30:00,2006,241.0,16.0,disk
2006-01-03 12:12:00,2006,240.0,15.0,sphere
2006-01-03 16:15:00,2006,75.0,8.0,rectangle
2006-01-03 18:00:00,2006,75.0,9.0,flash
